_ - id,_ - url,_ - rank,_ - city,_ - ifmid,_ - ifiid,_ - growth,_ - workers,_ - company,_ - website,_ - state_l,_ - state_s,_ - revenue,_ - zipcode,_ - founded,_ - industry,_ - latitude,_ - metrocode,_ - longitude,_ - yrs_on_list,_ - previous_workers,_ - metro,_ - partner_lists - partner_lists
71021,swanleap,1,Madison,78,6,75660.8425,49,SwanLeap,http://swanleap.com,Wisconsin,WI,98965631,53719,2013,Logistics & Transportation,43.04531,"Madison, WI",-89.51538,2,4,"Madison, WI",
87397,popsockets,2,Boulder,31,4,71423.762,118,PopSockets,http://popsockets.com,Colorado,CO,168837562,80301,2010,Consumer Products & Services,40.04947,"Boulder, CO",-105.20142,1,2,"Boulder, CO",
87398,home-chef,3,Chicago,17,11,60165.5058,865,Home Chef,homechef.com,Illinois,IL,255047839,60611,2013,Food & Beverage,41.8957,"Chicago-Naperville-Elgin, IL-IN-WI",-87.61378,1,35,Chicago,
81957,velocity-global,4,Denver,30,17,39816.5093,55,Velocity Global,http://velocityglobal.com,Colorado,CO,49175942,80205,2013,Business Products & Services,39.75886,"Denver-Aurora-Lakewood, CO",-104.96283,1,1,Denver,
87399,depcom-power,5,Scottsdale,46,16,38962.9022,104,DEPCOM Power,depcompower.com,Arizona,AZ,219574136,85258,2013,Energy,33.5643,"Phoenix-Mesa-Scottsdale, AZ",-111.89588,1,27,Phoenix,
87400,aeronux-airways,6,Marietta,29,6,20005.239,17,Aeronux Airways,aeronux.com,Georgia,GA,21874500,30066,2011,Logistics & Transportation,34.03239,"Atlanta-Sandy Springs-Roswell, GA",-84.50515,1,3,Atlanta,
87401,diamond-assets,7,Milton,171,25,19717.5129,41,Diamond Assets,diamond-assets.com,Wisconsin,WI,43084462,53563,2014,Computer Hardware,42.80449,"Janesville, WI",-88.91599,1,2,,
87402,gforce-life-sciences,8,Chicago,17,21,16426.6575,13,GForce Life Sciences,http://gforcestaff.com,Illinois,IL,16893384,60606,2013,Human Resources,41.88207,"Chicago-Naperville-Elgin, IL-IN-WI",-87.63735,1,3,Chicago,
86959,flexport,8,San Francisco,4,6,15911.2237,532,Flexport,http://flexport.com,California,CA,224745864,94102,2013,Logistics & Transportation,37.77959,"San Francisco-Oakland-Hayward, CA",-122.41932,1,26,San Francisco,
69341,scientistcom,9,Solana Beach,11,10,15267.7557,49,Scientist.com,http://scientist.com,California,CA,50268390,92075,2007,Health,32.99725,"San Diego-Carlsbad, CA",-117.26058,2,8,San Diego,
43343,the-garrett-companies,10,Greenwood,81,3,14821.8995,40,The Garrett Companies,http://thegarrettco.com,Indiana,IN,82070447,46143,2014,Real Estate,39.59586,"Indianapolis-Carmel-Anderson, IN",-86.11632,3,6,"Indianapolis, IN",
70931,dgc-international,11,Vienna,3,7,14475.5148,55,DGC International,dgci.com,Virginia,VA,179707790,22182,2010,Government Services,38.93842,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.27552,2,4,"Washington, DC",
87403,exabeam,12,San Mateo,4,13,14032.4773,153,Exabeam,exabeam.com,California,CA,18781497,94403,2013,Security,37.53845,"San Francisco-Oakland-Hayward, CA",-122.30545,1,22,San Francisco,
87000,podium,13,Lehi,48,17,13645.2287,254,Podium,podium.com,Utah,UT,30248850,84043,2013,Business Products & Services,40.41076,"Provo-Orem, UT",-111.87679,1,5,"Provo-Orem, UT",
87404,inova-us,14,Key Biscayne,1,5,13135.1845,25,Inova US,inovaus.com,Florida,FL,39445482,33149,2008,Advertising & Marketing,25.71951,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.16854,1,12,Miami,
87405,adrizer,15,Sarasota,576,9,12500.7218,24,AdRizer,adrizer.com,Florida,FL,16723552,34236,2013,Software,27.31649,"Sarasota-Bradenton-Venice, FL",-82.55353,1,2,"Sarasota-Bradenton-Venice, FL",
87406,welfont,16,Tampa,7,3,11359.3104,55,Welfont,welfont.com,Florida,FL,14055761,33602,2014,Real Estate,27.95353,"Tampa-St. Petersburg-Clearwater, FL",-82.45711,1,1,Tampa,
67751,thinx,17,New York City,9,18,10924.1379,44,THINX,shethinx.com,New York,NY,39556922,10001,2014,Retail,40.75063,"New York-Newark-Jersey City, NY-NJ-PA",-73.99718,1,4,New York City,
71141,draken-international,18,Lakeland,575,7,10562.3592,200,Draken International,drakenintl.com,Florida,FL,30403184,33811,2011,Government Services,27.9844,"Lakeland, FL",-82.01526,2,50,,
87407,calmcom,19,San Francisco,4,4,10548.7682,25,Calm.com,calm.com,California,CA,22347505,94105,2012,Consumer Products & Services,37.78986,"San Francisco-Oakland-Hayward, CA",-122.39366,1,3,San Francisco,
87408,curate-partners,20,Stoneham,6,21,10056.5729,13,Curate Partners,curatepartners.com,Massachusetts,MA,12328556,2180,2014,Human Resources,42.47421,"Boston-Cambridge-Newton, MA-NH",-71.09767,1,7,Boston,
87409,figs,21,Los Angeles,2,18,9947.5655,45,FIGS,wearfigs.com,California,CA,23115831,90064,2013,Retail,34.03725,"Los Angeles-Long Beach-Anaheim, CA",-118.42357,1,2,Los Angeles,
70956,techanax,22,Woodbridge,3,7,9508.0119,20,TechAnax,techanax.com,Virginia,VA,24498797,22193,2012,Government Services,38.6442,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.352,2,4,"Washington, DC",
87017,snacknation,24,Culver City,2,11,9199.5777,158,SnackNation,snacknation.com,California,CA,16890172,90232,2014,Food & Beverage,34.01932,"Los Angeles-Long Beach-Anaheim, CA",-118.3919,1,5,Los Angeles,
87410,brooklinen,25,Brooklyn,9,18,9154.1993,22,Brooklinen,brooklinen.com,New York,NY,47864847,11201,2014,Retail,40.69368,"New York-Newark-Jersey City, NY-NJ-PA",-73.98969,1,2,New York City,
87411,lo70s,26,Henderson,1004,5,9153.7815,9,Lo70s,lo70s.com,Nevada,NV,30263382,89015,2013,Advertising & Marketing,36.03931,"Las Vegas-Henderson-Paradise, NV",-114.92803,1,2,"Las Vegas, NV",
87412,funded-today,27,South Ogden,204,5,8797.7051,55,Funded Today,funded.today.com,Utah,UT,11693542,84403,2014,Advertising & Marketing,41.21499,"Ogden-Clearfield, UT",-111.88959,1,3,"Ogden-Clearfield, UT",
87413,progyny,28,New York City,9,10,8675.3088,89,Progyny,progyny.com,New York,NY,48878470,10016,2008,Health,40.74522,"New York-Newark-Jersey City, NY-NJ-PA",-73.9783,1,66,New York City,
87414,shipmonk,29,Deerfield Beach,1,6,7636.3561,85,ShipMonk,shipmonk.com,Florida,FL,10570957,33441,2014,Logistics & Transportation,26.3111,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.09787,1,3,Miami,EO
87415,powerinbox,30,New York City,9,9,7534.2742,40,PowerInbox,powerinbox.com,New York,NY,18933000,10036,2012,Software,40.75926,"New York-Newark-Jersey City, NY-NJ-PA",-73.98986,1,18,New York City,
71131,a-prentice-ray,31,Washington,3,7,7525.2456,75,A. Prentice Ray,aprapros.com,District of Columbia,DC,9331318,20001,2008,Government Services,38.91035,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.01774,2,3,"Washington, DC",
87416,mesosphere,32,San Francisco,4,9,7507.3908,300,Mesosphere,mesosphere.com,California,CA,28833000,94102,2013,Software,37.77959,"San Francisco-Oakland-Hayward, CA",-122.41932,1,40,San Francisco,
42960,big-block-realty,33,San Diego,11,3,7417.2133,15,Big Block Realty,bigblockrealty.com,California,CA,47786549,92018,2012,Real Estate,33.1624,"San Diego-Carlsbad, CA",-117.3495,3,1,San Diego,
87417,live-oak-contracting,34,Jacksonville,64,20,7382.3323,38,Live Oak Contracting,liveoakcontracting.com,Florida,FL,62008931,32202,2014,Construction,30.32472,"Jacksonville, FL",-81.6472,1,9,"Jacksonville, FL",
87418,fundrise,35,Washington,3,2,7340.404,49,Fundrise,fundrise.com,District of Columbia,DC,14732000,20009,2010,Financial Services,38.91914,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.03738,1,20,"Washington, DC",
87419,mindoula,36,Silver Spring,3,10,7310.0257,87,Mindoula,mindoula.com,Maryland,MD,7982302,20910,2013,Health,39.00284,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.0367,1,6,"Washington, DC",
87420,grove-collaborative,37,San Francisco,4,4,7035.6977,235,Grove Collaborative,grove.co,California,CA,45528677,94109,2012,Consumer Products & Services,37.79539,"San Francisco-Oakland-Hayward, CA",-122.42245,1,8,San Francisco,
87421,rockhammer-talent-solutions,38,Olney,3,21,6952.6697,80,Rockhammer Talent Solutions,rockhammerts.com,Maryland,MD,11426947,20832,2013,Human Resources,39.15035,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.07824,1,2,"Washington, DC",
87422,trupet,39,Milford,47,18,6754.2932,29,Trupet,trudog.com,Ohio,OH,8776237,45150,2013,Retail,39.16638,"Cincinnati, OH-KY-IN",-84.23031,1,5,Cincinnati,
87423,diversified-protection,40,Las Vegas,1004,13,6574.1579,540,Diversified Protection,dpcsecurity.com,Nevada,NV,36638524,89139,1999,Security,36.03466,"Las Vegas-Henderson-Paradise, NV",-115.21166,1,28,"Las Vegas, NV",
87424,fox-dealer,41,Pasadena,2,5,6423.8774,35,Fox Dealer,foxdealer.com,California,CA,18707936,91105,2013,Advertising & Marketing,34.13946,"Los Angeles-Long Beach-Anaheim, CA",-118.16665,1,5,Los Angeles,
43002,ecology-mir-group,42,Manassas,3,7,6395.4156,10,Ecology Mir Group,ecomirgroup.com,Virginia,VA,7353395,20109,2012,Government Services,38.79364,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.53102,3,2,"Washington, DC",
86966,homesnap,43,Rockville,3,3,6336.1956,60,Homesnap,homesnap.com,Maryland,MD,8463919,20852,2008,Real Estate,39.05199,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.12193,1,11,"Washington, DC",
87425,gitlab,44,San Francisco,4,9,6212.944,204,GitLab,about.gitlab.com,California,CA,10464336,94103,2014,Software,37.77313,"San Francisco-Oakland-Hayward, CA",-122.41117,1,7,San Francisco,
87426,cura-cannabis-solutions,45,Portland,10,4,5960.9404,285,Cura Cannabis Solutions,curacan.com,Oregon,OR,38906995,97214,2014,Consumer Products & Services,45.51467,"Portland-Vancouver-Beaverton, OR-WA",-122.64301,1,15,"Portland, OR",
87427,edge-logistics,46,Chicago,17,6,5757.7682,34,Edge Logistics,edgelogistics.com,Illinois,IL,27707068,60601,2014,Logistics & Transportation,41.88531,"Chicago-Naperville-Elgin, IL-IN-WI",-87.62212,1,7,Chicago,
87428,scalelab,47,Los Angeles,2,12,5686.286,60,ScaleLab,scalelab.com,California,CA,27247563,90025,2013,Media,34.04542,"Los Angeles-Long Beach-Anaheim, CA",-118.44587,1,8,Los Angeles,
87429,mindful-health,48,Evergreen,30,10,5463.2735,55,Mindful Health,danettemay.com,Colorado,CO,19707062,80439,2012,Health,39.63442,"Denver-Aurora-Lakewood, CO",-105.44025,1,6,Denver,Vistage
42946,pantherx-specialty-pharmacy,49,Pittsburgh,52,10,5435.9277,92,PANTHERx Specialty Pharmacy,pantherspecialty.com,Pennsylvania,PA,454329217,15275,2011,Health,40.4549,"Pittsburgh, PA",-80.1897,3,15,"Pittsburgh, PA",
87430,ubiome,50,San Francisco,4,10,5422.5927,180,uBiome,ubiome.com,California,CA,32076875,94103,2012,Health,37.77313,"San Francisco-Oakland-Hayward, CA",-122.41117,1,8,San Francisco,
87431,washington-business-dynamics,51,Washington,3,7,5170.4816,34,Washington Business Dynamics,wbdynamics.com,District of Columbia,DC,7053591,20001,2012,Government Services,38.91035,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.01774,1,1,"Washington, DC",
87432,digital-hyve,52,Syracuse,77,5,5064.4428,24,Digital Hyve,digitalhyve.com,New York,NY,5170227,13202,2014,Advertising & Marketing,43.04378,"Syracuse, NY",-76.15064,1,2,,
70691,homestar-remodeling,53,Wilmington,49,20,4922.6642,47,HomeStar Remodeling,homestarremodeling.com,Delaware,DE,5324024,19809,2013,Construction,39.75779,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.50095,2,8,Philadelphia,
87433,infusemedia,54,Newton,6,5,4889.2466,250,INFUSEmedia,infusemedia.com,Massachusetts,MA,5318038,2458,2012,Advertising & Marketing,42.35359,"Boston-Cambridge-Newton, MA-NH",-71.18819,1,15,Boston,
87434,affordable-luxury-group,55,New York City,9,4,4796.8922,21,Affordable Luxury Group,affordableluxurygroup.com,New York,NY,16521184,10001,2014,Consumer Products & Services,40.75063,"New York-Newark-Jersey City, NY-NJ-PA",-73.99718,1,2,New York City,
87435,taft,56,Provo,48,4,4794.5728,8,TAFT,taftclothing.com,Utah,UT,5667328,84604,2014,Consumer Products & Services,40.31866,"Provo-Orem, UT",-111.57696,1,1,"Provo-Orem, UT",
87436,experimac,57,West Palm Beach,1,25,4787.8834,348,Experimac,experimac.com,Florida,FL,12449439,33411,2012,Computer Hardware,26.72001,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.19315,1,2,Miami,
43464,momentum-solar,58,Metuchen,9,16,4617.4707,606,Momentum Solar,momentumsolar.com,New Jersey,NJ,107461199,8840,2009,Energy,40.54314,"New York-Newark-Jersey City, NY-NJ-PA",-74.35898,3,9,New York City,
71336,talex,59,Washington,3,21,4572.722,335,TalEx,teamtalex.com,District of Columbia,DC,29979250,20009,2012,Human Resources,38.91914,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.03738,2,14,"Washington, DC",
87437,soci,60,San Diego,11,17,4570.7549,64,SOCi,meetsoci.com,Arkansas,AR,4903919,92101,2012,Business Products & Services,32.7241,"San Diego-Carlsbad, CA",-117.17091,1,6,San Diego,
87438,recommerce,61,Boca Raton,1,17,4546.7962,25,reCommerce,recommercebrands.com,Florida,FL,11252124,33432,2013,Business Products & Services,26.3439,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.08273,1,2,Miami,
81417,solvix-solutions,62,Mount Laurel,49,25,4477.6597,9,Solvix Solutions,solvixsolutions.com,New Jersey,NJ,14144419,8054,2013,Computer Hardware,39.94899,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-74.90025,1,2,Philadelphia,
71891,core-software-technologies,63,Plainsboro,9,28,4475.3799,55,Core Software Technologies,coresofttech.com,New Jersey,NJ,6720318,8536,2011,IT Management,40.33229,"New York-Newark-Jersey City, NY-NJ-PA",-74.58108,2,1,New York City,
86919,argus-merchant-services,64,New York City,9,2,4455.9426,25,Argus Merchant Services,argusinvision.com,New York,NY,6453356,10005,2014,Financial Services,40.70603,"New York-Newark-Jersey City, NY-NJ-PA",-74.00884,1,4,New York City,
87315,project-x,65,New York City,9,5,4411.0394,26,Project X,pjxmedia.com,New York,NY,51851376,10013,2010,Advertising & Marketing,40.7201,"New York-Newark-Jersey City, NY-NJ-PA",-74.0049,1,10,New York City,
87439,goguardian,66,El Segundo,2,19,4409.0937,108,GoGuardian,goguardian.com,California,CA,14723679,90245,2014,Education,33.91714,"Los Angeles-Long Beach-Anaheim, CA",-118.40427,1,6,Los Angeles,
87344,monkedia,67,Irving,8,5,4394.871,30,Monkedia,monkedia.com,Texas,TX,12007014,75039,2014,Advertising & Marketing,32.88561,"Dallas-Fort Worth-Arlington, TX",-96.94266,1,1,Dallas,
87440,pax8,68,Greenwood Village,30,9,4393.0002,135,Pax8,pax8.com,Colorado,CO,10992799,80111,2012,Software,39.61301,"Denver-Aurora-Lakewood, CO",-104.87796,1,18,Denver,
87441,fundera,69,New York City,9,2,4336.4928,65,Fundera,fundera.com,New York,NY,8754620,10038,2014,Financial Services,40.70928,"New York-Newark-Jersey City, NY-NJ-PA",-74.00256,1,17,New York City,
87442,clean-energy-solutions,70,San Dimas,2,16,4330.9909,20,Clean Energy Solutions,cleanenergysolar.org,California,CA,4741692,91773,2013,Energy,34.11019,"Los Angeles-Long Beach-Anaheim, CA",-117.81039,1,2,Los Angeles,
87443,compass,71,New York City,9,3,4309.095,464,Compass,compass.com,New York,NY,370560142,10011,2012,Real Estate,40.74204,"New York-Newark-Jersey City, NY-NJ-PA",-74.00062,1,98,New York City,
87444,convertkit,72,Boise,159,9,4269.5432,30,ConvertKit,convertkit.com,Idaho,ID,9278288,83709,2013,Software,43.55111,"Boise City-Nampa, ID",-116.29008,1,2,"Boise City-Nampa, ID",
43033,mountain-state-software-solutions,73,Ranson,3,29,4244.4453,42,Mountain State Software Solutions,ms3-inc.com,West Virginia,WV,7691015,25414,2009,IT System Development,39.24242,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.86575,2,2,"Washington, DC",
87445,rrds,74,Irvine,2,7,4241.634,18,RRDS,rrds.com,California,CA,16343864,92618,2014,Government Services,33.66694,"Los Angeles-Long Beach-Anaheim, CA",-117.73209,1,3,Los Angeles,
86947,cloudbeds,75,San Diego,11,22,4241.5057,149,Cloudbeds,cloudbeds.com,California,CA,4392996,92103,2012,Travel & Hospitality,32.74741,"San Diego-Carlsbad, CA",-117.16688,1,21,San Diego,
87446,clickfunnels,76,Eagle,159,9,4232.1338,62,ClickFunnels,clickfunnels.com,Idaho,ID,63888879,83616,2014,Software,43.77556,"Boise City-Nampa, ID",-116.39492,1,9,"Boise City-Nampa, ID",
87447,qeo-group,77,Irving,8,1,4206.3188,78,QEO Group,qeo.com,Texas,TX,29302217,75039,2014,Insurance,32.88561,"Dallas-Fort Worth-Arlington, TX",-96.94266,1,5,Dallas,
87448,case-energy-partners,78,Dallas,8,16,4174.3151,15,Case Energy Partners,caseenergypartners.com,Texas,TX,4586853,75360,2012,Energy,32.8491,"Dallas-Fort Worth-Arlington, TX",-96.77,1,2,Dallas,
87449,namely,79,New York City,9,21,4096.6035,417,Namely,namely.com,New York,NY,34789843,10007,2012,Human Resources,40.71385,"New York-Newark-Jersey City, NY-NJ-PA",-74.00776,1,68,New York City,
87379,y7-studio,80,New York City,9,4,4021.6583,200,Y7 Studio,y7-studio.com,New York,NY,5612627,10012,2013,Consumer Products & Services,40.72558,"New York-Newark-Jersey City, NY-NJ-PA",-73.99808,1,2,New York City,
87450,vigene-biosciences,81,Rockville,3,10,3949.1048,35,Vigene Biosciences,vigenebio.com,Maryland,MD,6149416,20852,2012,Health,39.05199,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.12193,1,3,"Washington, DC",
87451,zpower,82,Camarillo,67,16,3945.582,256,ZPower,zpowerbattery.com,California,CA,26454344,93012,1996,Energy,34.19603,"Oxnard-Thousand Oaks-Ventura, CA",-118.99253,1,50,"Oxnard-Thousand Oaks-Ventura, CA",
68721,adcellerant,83,Denver,30,5,3945.003,28,AdCellerant,adcellerant.com,Colorado,CO,8928171,80206,2013,Advertising & Marketing,39.73028,"Denver-Aurora-Lakewood, CO",-104.95259,1,3,Denver,
87452,pine-gate-renewables,84,Jacksonville Beach,43,16,3940.4167,52,Pine Gate Renewables,pgrenewables.com,Florida,FL,9697000,32250,2014,Energy,30.28056,"Charlotte-Concord-Gastonia, NC-SC",-81.41207,1,1,Charlotte,
87453,neu,85,Philadelphia,49,18,3923.6175,24,NEU,whatsneu.com,Pennsylvania,PA,6965244,19104,2012,Retail,39.95852,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.19886,1,1,Philadelphia,
43398,boomsourcing,86,Lehi,48,17,3917.7323,506,Boomsourcing,boomsourcing.com,Utah,UT,9723997,84043,2007,Business Products & Services,40.41076,"Provo-Orem, UT",-111.87679,3,108,"Provo-Orem, UT",
87454,pawstruck,87,Long Beach,2,18,3891.1496,6,Pawstruck,pawstruck.com,California,CA,4058161,90806,2014,Retail,33.8054,"Los Angeles-Long Beach-Anaheim, CA",-118.1877,1,1,Los Angeles,
87455,amaryllis-apparel,88,Irvine,2,18,3882.2845,20,Amaryllis Apparel,amaryllisapparel.com,California,CA,11151870,92618,2014,Retail,33.66694,"Los Angeles-Long Beach-Anaheim, CA",-117.73209,1,2,Los Angeles,
87456,apex-air,89,Vancouver,10,20,3841.6916,45,Apex Air,apexairco.com,Washington,WA,11550733,98686,2014,Construction,45.72339,"Portland-Vancouver-Beaverton, OR-WA",-122.6244,1,3,"Portland, OR",
87457,healpros,90,Atlanta,29,10,3823.661,67,HealPros,healpros.com,Georgia,GA,8797672,30326,2011,Health,33.84952,"Atlanta-Sandy Springs-Roswell, GA",-84.36397,1,7,Atlanta,
87458,real-plans,91,Los Angeles,2,11,3767.927,19,Real Plans,realplans.com,California,CA,4188230,90066,2014,Food & Beverage,34.00203,"Los Angeles-Long Beach-Anaheim, CA",-118.43066,1,1,Los Angeles,
87459,impact-mailers,92,Marietta,29,5,3764.733,7,Impact Mailers,impactmailers.com,Georgia,GA,4618240,30062,2013,Advertising & Marketing,34.00558,"Atlanta-Sandy Springs-Roswell, GA",-84.46895,1,2,Atlanta,
71031,thought-logic-consulting,93,Atlanta,29,17,3751.6318,53,Thought Logic Consulting,thought-logic.com,Georgia,GA,11231936,30326,2013,Business Products & Services,33.84952,"Atlanta-Sandy Springs-Roswell, GA",-84.36397,2,6,Atlanta,
87460,snaps,94,New York City,9,9,3733.176,38,Snaps,snaps.io,New York,NY,5596437,10010,2010,Software,40.73906,"New York-Newark-Jersey City, NY-NJ-PA",-73.98225,1,10,New York City,
70881,club-pilates-franchise,95,Irvine,2,4,3728.3702,40,Club Pilates Franchise,clubpilatesfranchise.com,California,CA,27185793,92614,2007,Consumer Products & Services,33.6803,"Los Angeles-Long Beach-Anaheim, CA",-117.8333,2,5,Los Angeles,
43055,knowbe4,96,Clearwater,7,28,3725.6564,384,KnowBe4,knowbe4.com,Florida,FL,64472601,33755,2010,IT Management,27.97991,"Tampa-St. Petersburg-Clearwater, FL",-82.78051,3,18,Tampa,
87461,peloton,97,New York City,9,18,3710.7823,872,Peloton,onepeloton.com,New York,NY,328337000,10001,2012,Retail,40.75063,"New York-Newark-Jersey City, NY-NJ-PA",-73.99718,1,131,New York City,
87462,swarm,98,Miami,1,5,3681.2703,35,SWARM,swarminc.com,Florida,FL,11343811,33127,2014,Advertising & Marketing,25.81318,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.20581,1,4,Miami,
87463,andusllcandus-health-benefits,99,Conshohocken,49,1,3637.827,14,AndusLLC/Andus Health Benefits,andusllc.com,Pennsylvania,PA,3915000,19428,2014,Insurance,40.08034,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.30046,1,1,Philadelphia,
87464,adsugar,100,Martinsville,9,5,3636.4414,15,Adsugar,adsugar.com,New Jersey,NJ,20000573,8836,1999,Advertising & Marketing,40.59638,"New York-Newark-Jersey City, NY-NJ-PA",-74.55732,1,5,New York City,
72281,recleim,101,Atlanta,29,23,3621.2134,240,Recleim,recleim.com,Georgia,GA,36141876,30342,2012,Environmental Services,33.88218,"Atlanta-Sandy Springs-Roswell, GA",-84.37529,2,70,Atlanta,
87465,skillset-group,102,Santa Ana,2,21,3568.581,34,SkillSet Group,skillsetgroup.com,California,CA,8924777,92704,2013,Human Resources,33.72113,"Los Angeles-Long Beach-Anaheim, CA",-117.90511,1,3,Los Angeles,
87466,the-media-manager,103,Rochester,176,5,3562.4754,5,The Media Manager,themediamgr.com,Minnesota,MN,7059934,55901,2014,Advertising & Marketing,44.06982,"Rochester, MN",-92.50658,1,1,,
87467,asset-panda,104,Frisco,8,9,3551.801,32,Asset Panda,asset pandaassetpanda.com,Texas,TX,4397937,75034,2012,Software,33.14664,"Dallas-Fort Worth-Arlington, TX",-96.85582,1,2,Dallas,
87468,united-trans-group,105,Bensenville,17,6,3543.0121,4,United Trans Group,unitedtg.com,Illinois,IL,4403673,60106,2014,Logistics & Transportation,41.9597,"Chicago-Naperville-Elgin, IL-IN-WI",-87.94183,1,1,Chicago,
87469,love-your-melon,106,Minneapolis,13,18,3536.9056,29,Love Your Melon,loveyourmelon.com,Minnesota,MN,31493348,55401,2012,Retail,44.98458,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.2691,1,2,Minneapolis,
87470,broadly,107,Oakland,4,9,3528.539,84,Broadly,broadly.com,California,CA,4716375,94612,2013,Software,37.8088,"San Francisco-Oakland-Hayward, CA",-122.2692,1,6,San Francisco,
87471,needwant,108,St Louis,74,18,3505.682,8,Need/Want,needwant.com,Missouri,MO,4987776,63105,2014,Retail,38.64431,"St. Louis, MO-IL",-90.3282,1,3,"St. Louis, MO-IL",
87472,1world-online,109,Palo Alto,20,9,3488.6102,31,1World Online,welcome.1worldonline.com,California,CA,8187450,94303,2011,Software,37.45788,"San Jose-Sunnyvale-Santa Clara, CA",-122.11516,1,24,San Jose,
87473,freightsaver,110,Huntington Beach,2,6,3481.8184,22,FreightSaver,freightsaver.com,California,CA,17499762,92647,2014,Logistics & Transportation,33.72323,"Los Angeles-Long Beach-Anaheim, CA",-118.00869,1,5,Los Angeles,
87474,equinox-international-new-york,111,Valley Stream,9,18,3481.1236,15,Equinox International (New York),equinoxintbrands.com,New York,NY,18115221,11581,2014,Retail,40.65103,"New York-Newark-Jersey City, NY-NJ-PA",-73.71533,1,1,New York City,
87346,elite-insurance-partners,112,Clearwater,7,1,3458.3271,28,Elite Insurance Partners,medicarefaq.com,Florida,FL,3627074,33759,2013,Insurance,27.97528,"Tampa-St. Petersburg-Clearwater, FL",-82.70148,1,4,Tampa,
87475,five-doors-network,113,Baltimore,35,3,3425.7729,30,Five Doors Network,fivedoors.com,Maryland,MD,10000326,21208,2014,Real Estate,39.38117,"Baltimore-Columbia-Towson, MD",-76.721,1,2,Baltimore,
87476,parrish-and-partners,114,Columbia,276,24,3421.8297,60,Parrish and Partners,parrishandpartners.com,South Carolina,SC,18607552,29202,2013,Engineering,33.99356,"Columbia, SC",-81.031,1,26,"Columbia, SC",
71316,moore-advanced,115,Memphis,105,6,3390.6425,1641,Moore Advanced,mooreadvanced.info,Tennessee,TN,12618149,38141,2013,Logistics & Transportation,35.01365,"Memphis, TN",-89.85694,2,84,,
42947,fedbiz-it-solutions,116,Leesburg,3,7,3384.298,9,"FedBiz IT Solutions, LLC",http://fedbizit.com,Virginia,VA,20071682,20175,2011,Government Services,39.06444,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.60399,3,4,"Washington, DC",
87477,seedinvest,117,New York City,9,2,3380.5297,23,SeedInvest,seedinvest.com,New York,NY,4749670,10012,2012,Financial Services,40.72558,"New York-Newark-Jersey City, NY-NJ-PA",-73.99808,1,12,New York City,
68611,liftoff,118,Palo Alto,20,5,3379.989,100,Liftoff,liftoff.io,California,CA,123413982,94301,2012,Advertising & Marketing,37.44412,"San Jose-Sunnyvale-Santa Clara, CA",-122.14991,2,20,San Jose,
87478,green-bay-remodeling,119,Concord,4,20,3314.2112,20,GREEN BAY REMODELING,greenbayremodelinginc.com,California,CA,5675375,94520,2014,Construction,37.99529,"San Francisco-Oakland-Hayward, CA",-122.04063,1,1,San Francisco,
87479,at-racing-world,120,Rialto,54,18,3200.1385,25,AT Racing World,atracingworld.com,California,CA,6600277,92376,2003,Retail,34.1116,"Riverside-San Bernardino-Ontario, CA",-117.37741,1,10,"Inland Empire, CA",
87480,redshelf,121,Chicago,17,19,3164.1501,71,RedShelf,redshelf.com,Illinois,IL,21585041,60654,2012,Education,41.89229,"Chicago-Naperville-Elgin, IL-IN-WI",-87.63727,1,12,Chicago,
87481,yoga-international,122,Honesdale,998,12,3152.7076,35,Yoga International,yogainternational.com,Pennsylvania,PA,4560166,18431,2013,Media,41.61651,,-75.2577,1,11,,
87482,big-elk-energy-systems,123,Tulsa,841,15,3152.1645,92,Big Elk Energy Systems,bigelk.com,Oklahoma,OK,20621650,74107,2013,Manufacturing,36.11485,"Tulsa, OK",-96.03232,1,15,"Tulsa, OK",
87483,chomps,124,Naples,295,11,3141.2504,1,Chomps,chomps.com,Florida,FL,8766999,34102,2012,Food & Beverage,26.1375,"Naples-Marco Island, FL",-81.7991,1,1,,
