_ - id,_ - url,_ - rank,_ - city,_ - ifmid,_ - ifiid,_ - growth,_ - workers,_ - company,_ - website,_ - state_l,_ - state_s,_ - revenue,_ - zipcode,_ - founded,_ - industry,_ - latitude,_ - metrocode,_ - longitude,_ - yrs_on_list,_ - previous_workers,_ - metro,_ - partner_lists - partner_lists
73101,crisp-video-group,432,Atlanta,29,5,1157.5969,26,Crisp Video Group,crispvideo.com,Georgia,GA,5567394,30318,2012,Advertising & Marketing,33.7923,"Atlanta-Sandy Springs-Roswell, GA",-84.44786,2,4,Atlanta,EO
87697,geistm,433,New York City,9,5,1157.192,22,GeistM,geistm.com,New York,NY,33097290,10019,2014,Advertising & Marketing,40.76582,"New York-Newark-Jersey City, NY-NJ-PA",-73.98717,1,3,New York City,
80886,monster-grass-and-patio,434,Miami,1,20,1157.1461,21,Monster Grass and Patio,monstergrass.com,Florida,FL,2191985,33186,2012,Construction,25.65443,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.41216,1,3,Miami,
71906,sehlke-consulting,435,Arlington,3,7,1157.1315,154,Sehlke Consulting,sehlkeconsulting.com,Virginia,VA,13054418,22203,2011,Government Services,38.87372,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.11732,2,14,"Washington, DC",
87338,acuity-scheduling,436,Allentown,93,17,1156.594,25,Acuity Scheduling,acuityscheduling.com,Pennsylvania,PA,6908628,18103,2007,Business Products & Services,40.57031,"Allentown-Bethlehem-Easton, PA-NJ",-75.48893,1,3,"Allentown-Bethlehem-Easton, PA-NJ",
71411,triplelift,437,New York City,9,5,1156.4867,161,TripleLift,triplelift.com,New York,NY,73800000,10003,2012,Advertising & Marketing,40.73183,"New York-Newark-Jersey City, NY-NJ-PA",-73.98918,2,22,New York City,
43065,occams-advisory,438,New York City,9,17,1153.6443,9,Occams Advisory,occamsadvisory.com,New York,NY,5061827,10120,2012,Business Products & Services,40.7496,"New York-Newark-Jersey City, NY-NJ-PA",-73.9881,3,4,New York City,
87698,whistle-sports,439,New York City,9,12,1153.4694,90,Whistle Sports,whistlesports.com,New York,NY,31118494,10016,2008,Media,40.74522,"New York-Newark-Jersey City, NY-NJ-PA",-73.9783,1,35,New York City,
87391,piano,440,New York City,9,9,1153.2022,100,Piano,piano.io,New York,NY,7006165,10007,2012,Software,40.71385,"New York-Newark-Jersey City, NY-NJ-PA",-74.00776,1,12,New York City,
87699,saved-by-the-dress,441,Miami,1,18,1150.2214,15,Saved By The Dress,savedbythedress.com,Florida,FL,11225938,33126,2013,Retail,25.7794,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.29948,1,3,Miami,
87700,gather,442,Atlanta,29,9,1149.4003,60,Gather,gatherhere.com,Georgia,GA,5274718,30307,2013,Software,33.77108,"Atlanta-Sandy Springs-Roswell, GA",-84.3336,1,3,Atlanta,
87701,vantage-homes,443,Clackamas,10,3,1147.9439,6,Vantage Homes,vantagehomesllc.com,Oregon,OR,44255559,97015,2014,Real Estate,45.41352,"Portland-Vancouver-Beaverton, OR-WA",-122.53676,1,1,"Portland, OR",
87702,world-housing-solution,444,Sanford,68,15,1144.8363,4,World Housing Solution,worldhousingsolution.com,Florida,FL,3683533,32771,2010,Manufacturing,28.81357,"Orlando-Kissimmee-Sanford, FL",-81.32496,1,1,"Orlando, FL",
87703,tech-keys,445,Lakewood,9,28,1144.4254,45,Tech-Keys,tech-keys.com,New Jersey,NJ,9515188,8701,2009,IT Management,40.07704,"New York-Newark-Jersey City, NY-NJ-PA",-74.20038,1,30,New York City,
87704,zenith-engineers,446,Hayward,4,24,1137.3831,16,Zenith Engineers,zenithengineers.com,California,CA,2165408,94552,2009,Engineering,37.72272,"San Francisco-Oakland-Hayward, CA",-122.02155,1,2,San Francisco,
87705,paragon-private-health,447,New York City,9,10,1136.4027,14,Paragon Private Health,paragonprivatehealth.com,New York,NY,4881627,10022,2012,Health,40.75863,"New York-Newark-Jersey City, NY-NJ-PA",-73.96795,1,3,New York City,
75586,proforma-ideapress,448,Alpharetta,29,17,1136.3839,12,Proforma IdeaPress,proformaip.com,Georgia,GA,5235950,30005,2007,Business Products & Services,34.08904,"Atlanta-Sandy Springs-Roswell, GA",-84.2171,2,4,Atlanta,
87706,babbleboxx,449,South Orange,9,5,1136.0215,7,BabbleBoxx,babbleboxx.com,New Jersey,NJ,2299000,7079,2007,Advertising & Marketing,40.74881,"New York-Newark-Jersey City, NY-NJ-PA",-74.26151,1,2,New York City,
87707,rep-fitness,450,Denver,30,18,1135.4858,30,Rep Fitness,repfitness.com,Colorado,CO,10292968,80229,2012,Retail,39.85532,"Denver-Aurora-Lakewood, CO",-104.95712,1,3,Denver,EO
87708,advertise-purple,451,Santa Monica,2,5,1134.0777,15,Advertise Purple,advertisepurple.com,California,CA,2917730,90401,2012,Advertising & Marketing,34.01367,"Los Angeles-Long Beach-Anaheim, CA",-118.49375,1,3,Los Angeles,
87709,innovatemap,452,Indianapolis,81,17,1131.2714,16,Innovatemap,innovatemap.com,Indiana,IN,3001975,46220,2014,Business Products & Services,39.86711,"Indianapolis-Carmel-Anderson, IN",-86.10885,1,3,"Indianapolis, IN",
87710,cave-tools,453,Newtown,49,4,1120.281,1,Cave Tools,cavetools.com,Pennsylvania,PA,2485688,18940,2013,Consumer Products & Services,40.26132,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-74.93778,1,1,Philadelphia,
87711,tapresearch,454,San Carlos,4,17,1117.8976,10,TapResearch,tapresearch.com,California,CA,7739021,94070,2013,Business Products & Services,37.49647,"San Francisco-Oakland-Hayward, CA",-122.27257,1,5,San Francisco,
67561,century-support-services,455,North Huntingdon,52,2,1117.3276,244,Century Support Services,centuryss.com,Pennsylvania,PA,45273620,15642,2012,Financial Services,40.31838,"Pittsburgh, PA",-79.72374,2,97,"Pittsburgh, PA",
73046,delmarva-veteran-builders,456,Salisbury,61,20,1114.4739,23,Delmarva Veteran Builders,delmarvaveteranbuilders.com,Maryland,MD,18470837,21801,2013,Construction,38.3823,"Salisbury, MD",-75.63958,2,3,,
87712,cabana-holdings,457,Fayetteville,235,2,1112.584,20,Cabana Holdings,cabanaportfolio.com,Arkansas,AR,3181020,72701,2007,Financial Services,35.99239,"Fayetteville-Springdale-Rogers, AR-MO",-94.08558,1,3,,
67451,signscom,458,Salt Lake City,12,17,1112.2434,32,Signs.com,signs.com,Utah,UT,14781066,84104,2012,Business Products & Services,40.74944,"Salt Lake City, UT",-111.98154,2,8,Salt Lake City,
87713,california-autism-center,459,Fresno,345,10,1110.7426,105,California Autism Center,calautismcenter.org,California,CA,3953474,93704,2014,Health,36.79905,"Fresno, CA",-119.80161,1,34,,
87714,carlotz,460,Richmond,40,18,1106.9009,87,CarLotz,carlotz.com,Virginia,VA,24729870,23224,2011,Retail,37.4976,"Richmond, VA",-77.46743,1,33,"Richmond, VA",
43007,tfm-truckload,461,Pittsburgh,52,6,1106.759,9,TFM Truckload,targetfmi.com,Pennsylvania,PA,7130401,15236,2011,Logistics & Transportation,40.3474,"Pittsburgh, PA",-79.97548,4,3,"Pittsburgh, PA",
43432,v3gate,462,Colorado Springs,80,7,1105.6194,30,V3Gate,v3gate.com,Colorado,CO,119257931,80918,2007,Government Services,38.91039,"Colorado Springs, CO",-104.78036,3,10,,
81441,ninjacat,463,Floral Park,9,9,1102.0268,39,NinjaCat,ninjacat.io,New York,NY,3483726,11530,2013,Software,40.72685,"New York-Newark-Jersey City, NY-NJ-PA",-73.63701,1,6,New York City,
87715,fletcher-construction,464,Stafford,3,20,1094.6357,7,Fletcher Construction,fletcherconstructionva.com,Virginia,VA,3478158,22406,2014,Construction,38.39977,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.54731,1,1,"Washington, DC",
87716,es-squared,465,Grand Prairie,8,24,1091.931,14,ES Squared,es2consulting.com,Texas,TX,4820908,75051,2008,Engineering,32.72944,"Dallas-Fort Worth-Arlington, TX",-96.99646,1,3,Dallas,
87717,brilliant-infotech,466,Edison,9,9,1084.4597,16,Brilliant Infotech,brilliantinfotech.com,New Jersey,NJ,3832959,8820,2007,Software,40.57681,"New York-Newark-Jersey City, NY-NJ-PA",-74.36575,1,2,New York City,
72716,ripple-effect-communications,467,Rockville,3,7,1082.655,85,Ripple Effect Communications,rippleeffect.com,Maryland,MD,11588671,20850,2003,Government Services,39.09134,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.18229,2,11,"Washington, DC",Vistage
81591,midpoint-technology-group,468,Hanover,35,14,1076.909,51,MidPoint Technology Group,midpointtechnologygroup.com,Maryland,MD,11084047,21076,2014,Telecommunications,39.16851,"Baltimore-Columbia-Towson, MD",-76.71635,1,7,Baltimore,
87718,tactivos,469,San Francisco,4,9,1076.7371,41,Tactivos,mural.co,California,CA,3651168,94107,2011,Software,37.76046,"San Francisco-Oakland-Hayward, CA",-122.39972,1,14,San Francisco,
43510,brivity,470,Bellingham,94,3,1075.3139,57,Brivity,brivity.com,Washington,WA,5637076,98226,2012,Real Estate,48.79861,"Bellingham, WA",-122.44569,3,10,,
71901,gamechangersf,471,Palo Alto,20,5,1071.6384,10,GameChangerSF,gamechangersf.com,California,CA,9454337,94303,2012,Advertising & Marketing,37.45788,"San Jose-Sunnyvale-Santa Clara, CA",-122.11516,2,2,San Jose,
87719,june-january,472,Georgetown,18,18,1069.7044,13,June & January,juneandjanuary.com,Texas,TX,3731088,78626,2011,Retail,30.6579,"Austin-Round Rock, TX",-97.61789,1,2,Austin,
87720,checkedup,473,New York City,9,10,1069.563,30,CheckedUp,checkedup.com,New York,NY,2198217,10016,2012,Health,40.74522,"New York-Newark-Jersey City, NY-NJ-PA",-73.9783,1,5,New York City,
87721,shr-consulting-group,474,Springfield,3,29,1064.5123,46,SHR Consulting Group,shrgroupllc.com,Virginia,VA,9264394,22554,2012,IT System Development,38.42735,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.36767,1,6,"Washington, DC",
87722,easecentral,475,San Francisco,4,21,1060.7771,62,EaseCentral,easecentral.com,California,CA,4562829,94110,2012,Human Resources,37.75002,"San Francisco-Oakland-Hayward, CA",-122.4152,1,3,San Francisco,
87723,udacity,476,Mountain View,20,19,1059.7585,400,Udacity,udacity.com,California,CA,70119000,94040,2012,Education,37.38057,"San Jose-Sunnyvale-Santa Clara, CA",-122.08529,1,150,San Jose,
87724,challas-group,477,Northbrook,17,2,1059.4265,45,Challas Group,challasgroup.com,Illinois,IL,3790513,60062,2014,Financial Services,42.12628,"Chicago-Naperville-Elgin, IL-IN-WI",-87.84509,1,8,Chicago,
87725,setex-construction,478,Beaumont,279,20,1057.5662,23,SETEX Construction,setexconstruction.com,Texas,TX,28939155,77707,1990,Construction,30.05343,"Beaumont-Port Arthur, TX",-94.17065,1,16,,
87726,natures-fusions-essential-oils,479,Provo,48,4,1053.7785,50,Nature's Fusions Essential Oils,naturesfusions.com,Utah,UT,2166796,84601,2010,Consumer Products & Services,40.22657,"Provo-Orem, UT",-111.69725,1,3,"Provo-Orem, UT",
43310,penrod,480,Milwaukee,27,9,1053.4302,54,Penrod,penrod.co,Wisconsin,WI,6182040,53202,2012,Software,43.04958,"Milwaukee-Waukesha-West Allis, WI",-87.89252,3,9,Milwaukee,Vistage
87727,ct-assist,481,Philippi,998,10,1053.4178,43,CT Assist,ct-assist.com,West Virginia,WV,8359857,26416,2013,Health,39.15714,,-80.02372,1,7,,
74311,cookie-cutters-haircuts-for-kids,482,Holladay,12,18,1048.2158,7,Cookie Cutters Haircuts for Kids,haircutsarefun.com,Utah,UT,4067612,84121,1994,Retail,40.61303,"Salt Lake City, UT",-111.66394,2,3,Salt Lake City,
71986,cansource,483,Longmont,31,11,1047.1125,38,CanSource,cansource.com,Colorado,CO,11499665,80501,2012,Food & Beverage,40.16484,"Boulder, CO",-105.10318,2,16,"Boulder, CO",
87728,eyekor,484,Madison,78,10,1045.3973,26,EyeKor,eyekor.com,Wisconsin,WI,4689726,53719,2012,Health,43.04531,"Madison, WI",-89.51538,1,4,"Madison, WI",
72316,trbhi,485,Rochester,176,29,1044.5089,22,Trbhi,trbhi.com,Minnesota,MN,2740000,55902,2012,IT System Development,43.97122,"Rochester, MN",-92.50709,2,3,,
87729,spatial-front,486,McLean,3,7,1043.8176,75,Spatial Front,spatialfront.com,Virginia,VA,16742756,22102,2008,Government Services,38.95095,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.22954,1,15,"Washington, DC",
87730,shiftgig,487,Chicago,17,9,1043.4992,121,Shiftgig,shiftgig.com,Illinois,IL,42245891,60602,2011,Software,41.88307,"Chicago-Naperville-Elgin, IL-IN-WI",-87.62915,1,70,Chicago,
87731,stratosphere-consulting,488,Sacramento,75,29,1043.4804,22,Stratosphere Consulting,stratosphereconsulting.com,California,CA,4753528,95814,2014,IT System Development,38.58057,"Sacramento--Arden-Arcade--Roseville, CA",-121.49559,1,2,"Sacramento, CA",
87732,expedition-technology,489,Dulles,3,24,1040.0134,21,Expedition Technology,exptechinc.com,Virginia,VA,4361999,20166,2013,Engineering,38.98627,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.45578,1,6,"Washington, DC",
87733,clear-touch-interactive,490,Greenville,107,17,1036.3965,27,Clear Touch Interactive,getcleartouch.com,South Carolina,SC,21615000,29607,2012,Business Products & Services,34.81279,"Greenville-Mauldin-Easley, SC",-82.33171,1,3,"Greenville-Mauldin-Easley, SC",
7972,corsis,491,Livingston,9,9,1035.509,17,Corsis,corsis.com,New Jersey,NJ,4110111,7039,2013,Software,40.78583,"New York-Newark-Jersey City, NY-NJ-PA",-74.3291,2,5,New York City,
43309,bear-down-brands,492,Santa Ana,2,4,1034.0968,13,Bear Down Brands,pureenrichment.com,California,CA,49812845,92705,2010,Consumer Products & Services,33.76564,"Los Angeles-Long Beach-Anaheim, CA",-117.79008,3,3,Los Angeles,
87734,tab-and-slot,493,Isanti,13,15,1031.7203,22,Tab and slot,weldtables.com,Minnesota,MN,2536966,55040,2014,Manufacturing,45.46614,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.28019,1,3,Minneapolis,
71311,the-bizzell-group,494,Lanham,3,7,1029.513,65,The Bizzell Group,thebizzellgroup.com,Maryland,MD,15086645,20706,2010,Government Services,38.96588,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-76.85109,2,13,"Washington, DC",
87735,thistle-health,495,San Francisco,4,11,1029.2887,180,Thistle Health,thistle.co,California,CA,9425676,94103,2013,Food & Beverage,37.77313,"San Francisco-Oakland-Hayward, CA",-122.41117,1,20,San Francisco,
87736,avelead-consulting,496,Suwanee,29,28,1028.9203,32,Avelead Consulting,avelead.com,Georgia,GA,4503771,30024,2014,IT Management,34.06297,"Atlanta-Sandy Springs-Roswell, GA",-84.09077,1,5,Atlanta,
87737,vntana,497,Van Nuys,2,9,1021.1374,10,VNTANA,vntana.com,California,CA,2048318,91406,2012,Software,34.19568,"Los Angeles-Long Beach-Anaheim, CA",-118.49075,1,4,Los Angeles,
79146,fyzical-therapy-balance-centers-sarasota-fl,498,Sarasota,576,10,1020.2716,18,"FYZICAL Therapy & Balance Centers (Sarasota, FL)",fyzicalfranchise.com,Florida,FL,10069136,34236,2012,Health,27.31649,"Sarasota-Bradenton-Venice, FL",-82.55353,2,7,"Sarasota-Bradenton-Venice, FL",
72341,quimbee,499,Charlotte,43,19,1020.2599,16,Quimbee,quimbee.com,North Carolina,NC,5102526,28211,2009,Education,35.16634,"Charlotte-Concord-Gastonia, NC-SC",-80.79729,2,4,Charlotte,
73446,the-language-group,500,Virginia Beach,15,17,1014.1054,23,The Language Group,thelanguagegroup.com,Virginia,VA,4573826,23462,1999,Business Products & Services,36.83731,"Virginia Beach-Norfolk-Newport News, VA-NC",-76.15051,2,3,Virginia Beach,
87738,mightyhive,501,San Francisco,4,5,1010.9622,100,MightyHive,mightyhive.com,California,CA,148532197,94111,2012,Advertising & Marketing,37.79937,"San Francisco-Oakland-Hayward, CA",-122.39841,1,12,San Francisco,EO
87739,crystal-clear-concepts,502,Grand Prairie,8,4,1009.8947,59,Crystal Clear Concepts,crystalclearconcept.com,Texas,TX,7534576,75050,2014,Consumer Products & Services,32.77307,"Dallas-Fort Worth-Arlington, TX",-97.00523,1,6,Dallas,
71281,qubole,503,Santa Clara,20,29,1006.0897,257,Qubole,qubole.com,California,CA,18021497,95050,2011,IT System Development,37.35116,"San Jose-Sunnyvale-Santa Clara, CA",-121.9523,2,35,San Jose,
71201,blue-air-training,504,Las Vegas,1004,7,1004.6285,72,Blue Air Training,blueairtraining.com,Nevada,NV,10881651,89123,2011,Government Services,36.03521,"Las Vegas-Henderson-Paradise, NV",-115.14879,2,6,"Las Vegas, NV",
87740,the-avail-group,505,Middletown,9,14,1004.095,4,The Avail Group,availgroup.net,New Jersey,NJ,2722069,7748,2012,Telecommunications,40.3963,"New York-Newark-Jersey City, NY-NJ-PA",-74.11527,1,3,New York City,
72466,mediakix,506,Santa Monica,2,5,997.2483,13,Mediakix,mediakix.com,California,CA,9279078,90405,2011,Advertising & Marketing,34.01131,"Los Angeles-Long Beach-Anaheim, CA",-118.46976,2,5,Los Angeles,
87741,gobalto,507,San Francisco,4,9,995.9726,80,goBalto,gobalto.com,California,CA,12790000,94103,2008,Software,37.77313,"San Francisco-Oakland-Hayward, CA",-122.41117,1,45,San Francisco,
87742,little-bird-hr,508,New York City,9,1,993.7602,9,Little Bird HR,littlebird.hr,New York,NY,11270379,10001,2014,Insurance,40.75063,"New York-Newark-Jersey City, NY-NJ-PA",-73.99718,1,8,New York City,
87743,torin,509,Sterling,3,7,988.9291,20,Torin,torinconsulting.com,Virginia,VA,5176856,20165,2014,Government Services,39.05794,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.39269,1,3,"Washington, DC",
87744,dirt-wurx-excavation,510,Wagoner,841,20,988.8889,10,Dirt Wurx Excavation,peoplepc.com,Oklahoma,OK,2450000,74467,2008,Construction,35.96748,"Tulsa, OK",-95.39291,1,1,"Tulsa, OK",
72731,black-book-market-research,511,Tampa,7,10,987.0139,18,Black Book Market Research,blackbookmarketresearch.com,Florida,FL,4482791,33607,2010,Health,27.96201,"Tampa-St. Petersburg-Clearwater, FL",-82.49218,2,4,Tampa,
71146,shapes-secrets,512,Doral,1,18,983.193,145,Shapes Secrets,shapessecrets.com,Florida,FL,4707416,33172,2013,Retail,25.78691,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.36125,2,16,Miami,
87745,audley-travel-us,513,Boston,6,22,980.2768,182,Audley Travel US,audleytravel.comus,Massachusetts,MA,62440000,2114,2013,Travel & Hospitality,42.36317,"Boston-Cambridge-Newton, MA-NH",-71.06865,1,33,Boston,Vistage
87746,rent-college-pads,514,Milwaukee,27,3,980.0342,20,Rent College Pads,rentcollegepads.com,Wisconsin,WI,2805000,53202,2013,Real Estate,43.04958,"Milwaukee-Waukesha-West Allis, WI",-87.89252,1,7,Milwaukee,
25564,mod-pizza,515,Bellevue,23,11,979.4089,5500,MOD Pizza,modpizza.com,Washington,WA,219487000,98008,2008,Food & Beverage,47.6058,"Seattle-Tacoma-Bellevue, WA",-122.09912,5,1200,Seattle,
73381,isg-partners,516,Atlanta,29,21,975.447,17,ISG Partners,isgpartners.com,Georgia,GA,2623682,30305,2010,Human Resources,33.8357,"Atlanta-Sandy Springs-Roswell, GA",-84.38912,2,3,Atlanta,
87747,hygo,517,Santa Ana,2,12,973.4682,9,HYGO,hygo.com,California,CA,3587037,92705,2013,Media,33.76564,"Los Angeles-Long Beach-Anaheim, CA",-117.79008,1,2,Los Angeles,
22176,stratus-video,518,Clearwater,7,14,972.8786,1012,Stratus Video,stratusvideo.com,Florida,FL,47426460,33755,2011,Telecommunications,27.97991,"Tampa-St. Petersburg-Clearwater, FL",-82.78051,6,14,Tampa,
87748,securly,519,San Jose,20,9,969.0559,90,Securly,securly.com,California,CA,4200203,95113,2012,Software,37.33369,"San Jose-Sunnyvale-Santa Clara, CA",-121.891,1,25,San Jose,
68016,brandish,520,Jacksonville,64,5,966.7465,12,Brandish,brandish.com,Florida,FL,2810365,32256,2011,Advertising & Marketing,30.1752,"Jacksonville, FL",-81.47278,1,2,"Jacksonville, FL",
87749,priority-ambulance,521,Knoxville,99,10,964.7878,2305,Priority Ambulance,priorityambulance.com,Tennessee,TN,105998608,37932,2014,Health,35.91733,"Knoxville, TN",-84.19876,1,512,,
87750,adduco-media,522,Lehi,48,5,962.7189,9,Adduco Media,adduco.com,Utah,UT,10587943,84043,2014,Advertising & Marketing,40.41076,"Provo-Orem, UT",-111.87679,1,4,"Provo-Orem, UT",
87751,17hats,523,Pasadena,2,17,961.4161,24,17hats,17hats.com,California,CA,4334335,91101,2012,Business Products & Services,34.14667,"Los Angeles-Long Beach-Anaheim, CA",-118.13945,1,3,Los Angeles,
87752,the-auto-cave,524,Addison,8,18,958.4691,22,The Auto Cave,theautocave.com,Texas,TX,9041581,75001,2014,Retail,32.96005,"Dallas-Fort Worth-Arlington, TX",-96.83852,1,2,Dallas,
87753,ecig-distributors,525,Las Vegas,1004,4,958.2817,60,eCig Distributors,ecigdistributors.com,Nevada,NV,31531609,89119,2013,Consumer Products & Services,36.08472,"Las Vegas-Henderson-Paradise, NV",-115.14613,1,10,"Las Vegas, NV",
71721,images-luxury-nail-lounge,526,Newport Beach,2,18,955.6051,5,Images Luxury Nail Lounge,imagesnaillounge.com,California,CA,4021148,92660,2010,Retail,33.63463,"Los Angeles-Long Beach-Anaheim, CA",-117.87488,2,3,Los Angeles,
44886,bruno-total-home-performance,527,Bonita Springs,246,4,952.547,150,Bruno Total Home Performance,brunototal.com,Florida,FL,22935000,34135,2013,Consumer Products & Services,26.35554,"Cape Coral-Fort Myers, FL",-81.75432,2,100,,Vistage
72101,proplogix,528,Sarasota,576,3,949.0396,85,PropLogix,proplogix.com,Florida,FL,11853791,34243,2010,Real Estate,27.40101,"Sarasota-Bradenton-Venice, FL",-82.52789,2,15,"Sarasota-Bradenton-Venice, FL",
87754,gen-y-hitch,529,Bremen,83,15,948.1174,6,GEN-Y Hitch,genyhitch.com,Indiana,IN,3828752,46507,2010,Manufacturing,41.72097,"Elkhart-Goshen, IN",-85.81807,1,3,,
87755,plutora,530,Santa Clara,20,9,947.8945,130,Plutora,plutora.com,California,CA,5817837,95054,2011,Software,37.39349,"San Jose-Sunnyvale-Santa Clara, CA",-121.96467,1,40,San Jose,
87756,radd-interactive,531,San Diego,11,5,946.1665,48,Radd Interactive,raddinteractive.com,California,CA,4692988,92127,2012,Advertising & Marketing,33.01183,"San Diego-Carlsbad, CA",-117.13269,1,6,San Diego,
87757,grp-financial,532,San Rafael,4,2,944.6569,12,GRP Financial,grpfinancial.com,California,CA,2639566,94903,2014,Financial Services,38.02237,"San Francisco-Oakland-Hayward, CA",-122.5556,1,6,San Francisco,
36720,na-alii-consulting-and-sales,533,Honolulu,101,7,940.874,169,Na Ali'i Consulting and Sales,na-alii.com,Hawaii,HI,34567331,96819,2003,Government Services,21.34712,"Honolulu, HI",-157.87732,4,12,,
87758,wonolo,534,San Francisco,4,21,938.4083,27,Wonolo,wonolo.com,California,CA,4553410,94105,2014,Human Resources,37.78986,"San Francisco-Oakland-Hayward, CA",-122.39366,1,6,San Francisco,
36860,smartypants-vitamins,535,Marina Del Rey,2,11,938.3187,51,SmartyPants Vitamins,smartypantsvitamins.com,California,CA,52374550,90292,2011,Food & Beverage,33.97658,"Los Angeles-Long Beach-Anaheim, CA",-118.45522,4,13,Los Angeles,
87759,kipsu,536,Minneapolis,13,9,935.5114,40,Kipsu,kipsu.com,Minnesota,MN,3645000,55458,2010,Software,44.9831,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.2651,1,6,Minneapolis,Vistage
43275,national-merchants-association,537,Temecula,54,2,933.1645,158,National Merchants Association,nationalmerchants.com,California,CA,81164528,92590,2004,Financial Services,33.48281,"Riverside-San Bernardino-Ontario, CA",-117.22613,3,12,"Inland Empire, CA",
72556,jbloom,538,Saint Peters,74,18,929.3204,34,jBloom,jbloomdesigns.com,Missouri,MO,7434678,63376,2013,Retail,38.79892,"St. Louis, MO-IL",-90.60665,2,7,"St. Louis, MO-IL",EO
87760,strategywise,539,Birmingham,140,17,929.0319,20,StrategyWise,strategywise.com,Alabama,AL,2001148,35203,2013,Business Products & Services,33.5186,"Birmingham-Hoover, AL",-86.80981,1,3,"Birmingham, AL",
72026,vydia,540,Holmdel,9,12,929.0163,40,Vydia,vydia.com,New Jersey,NJ,9214872,7733,2013,Media,40.37496,"New York-Newark-Jersey City, NY-NJ-PA",-74.17385,2,4,New York City,
87761,g2s,541,San Antonio,14,7,926.8821,167,G2S,g2scorp.com,Texas,TX,14856828,78216,2009,Government Services,29.53726,"San Antonio-New Braunfels, TX",-98.48788,1,16,"San Antonio, TX",
87288,be-social,542,West Hollywood,2,5,925.6858,25,Be Social,besocialpr.com,California,CA,3538616,90046,2011,Advertising & Marketing,34.10781,"Los Angeles-Long Beach-Anaheim, CA",-118.36225,1,5,Los Angeles,
87762,sock-fancy,543,Atlanta,29,4,925.5324,15,Sock Fancy,sockfancy.com,Georgia,GA,2118073,30312,2013,Consumer Products & Services,33.74473,"Atlanta-Sandy Springs-Roswell, GA",-84.37523,1,2,Atlanta,
87763,steward-partners-global-advisory,544,Washington,3,2,920.4875,180,Steward Partners Global Advisory,stewardpartners.com,District of Columbia,DC,37016366,20006,2013,Financial Services,38.89861,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.04146,1,28,"Washington, DC",
87764,proper-media,545,San Diego,11,5,919.9798,13,Proper Media,proper.io,California,CA,33781139,92109,2014,Advertising & Marketing,32.78677,"San Diego-Carlsbad, CA",-117.23421,1,5,San Diego,
87765,dibsies-personalization-station,546,Cincinnati,47,18,917.5557,9,Dibsies Personalization Station,dibsies.com,Ohio,OH,3715910,45014,2013,Retail,39.32571,"Cincinnati, OH-KY-IN",-84.55239,1,2,Cincinnati,
67516,dogtown-media,547,Venice,2,9,916.8303,40,DOGTOWN MEDIA,dogtownmedia.com,California,CA,3063903,90291,2011,Software,33.9934,"Los Angeles-Long Beach-Anaheim, CA",-118.46519,2,4,Los Angeles,
87766,ecomitize,548,Omaha,97,29,916.3877,30,Ecomitize,ecomitize.com,Nebraska,NE,2268313,68138,2013,IT System Development,41.15523,"Omaha-Council Bluffs, NE-IA",-96.12924,1,5,"Omaha-Council Bluffs, NE-IA",
87767,robco-fence-and-deck,549,Raleigh,36,20,915.7357,22,Robco Fence and Deck,robcofenceanddeck.com,North Carolina,NC,6303737,27608,2014,Construction,35.80905,"Raleigh-Cary, NC",-78.64723,1,3,"Raleigh, NC",
72146,tophatter,550,San Francisco,4,4,913.2678,67,Tophatter,tophatter.com,California,CA,94030342,94107,2011,Consumer Products & Services,37.76046,"San Francisco-Oakland-Hayward, CA",-122.39972,2,24,San Francisco,Vistage
87768,ingrain-construction,551,Lancaster,305,20,910.473,7,Ingrain Construction,ingrainworks.com,Pennsylvania,PA,2597158,17603,2012,Construction,40.03084,"Lancaster, PA",-76.33043,1,3,"Lancaster, PA",
87769,erp-maestro,552,Weston,1,9,909.8927,30,ERP Maestro,erpmaestro.com,Florida,FL,2000850,33326,2013,Software,26.11433,"Miami-Fort Lauderdale-West Palm Beach, FL",-80.37067,1,15,Miami,EO
87770,elite-marketing-pro,553,Melbourne,221,19,907.6779,21,Elite Marketing Pro,elitemarketingpro.com,Florida,FL,2903110,32901,2014,Education,28.0794,"Palm Bay-Melbourne-Titusville, FL",-80.62362,1,7,,
87771,tek-leaders,554,Plano,8,28,907.0855,170,Tek Leaders,tekleaders.com,Texas,TX,11332784,75093,2008,IT Management,33.03422,"Dallas-Fort Worth-Arlington, TX",-96.81161,1,16,Dallas,
