_ - rank,Profile,name,url,state,_ - revenue,_ - growth,_ - industry,_ - workers,_ - founded,_ - yrs_on_list,_ - previous_workers,_ - metro,city
27,https://www.inc.com/profile/fitt-scientific,FITT Scientific,fittscientific.com,VA,15800000,7329.3794,Government Services,191,2013,1,7,"Richmond, VA",Colonial Heights
418,https://www.inc.com/profile/advanced-architectural-products,Advanced Architectural Products,http://smartcisystems.com,MI,15800000,1095.0865,Construction,51,2014,1,5,,Allegan
940,https://www.inc.com/profile/trupet,Trupet,trudog.com,OH,15800000,452.5416,Retail,54,2013,2,15,Cincinnati,Milford
952,https://www.inc.com/profile/coffee-meets-bagel,Coffee Meets Bagel,coffeemeetsbagel.com,CA,15800000,445.5394,Consumer Products & Services,51,2012,2,28,San Francisco,San Francisco
2258,https://www.inc.com/profile/lenora-systems,Lenora Systems,lenorasystems.com,WA,15800000,178.187,IT System Development,100,2012,3,15,Seattle,Redmond
2704,https://www.inc.com/profile/modus-create,Modus Create,moduscreate.com,VA,15800000,142.4716,Software,170,2011,5,65,"Washington, DC",Reston
3168,https://www.inc.com/profile/providence-care,Providence Care,providencecanhelp.com,SC,15800000,115.5517,Health,55,2010,1,30,Charlotte,Rock Hill
4081,https://www.inc.com/profile/compressor-world,Compressor World,compressorworld.com,MA,15800000,78.3937,Business Products & Services,12,2000,4,5,,Plymouth
4794,https://www.inc.com/profile/hrq,hrQ,hrqinc.com,CO,15800000,58.2087,Human Resources,34,1998,8,24,,Denver
4996,https://www.inc.com/profile/village-plumbing-air,Village Plumbing & Air,villageplumbing.com,TX,15800000,52.2377,Consumer Products & Services,88,1946,3,62,Houston,Houston
164,https://www.inc.com/profile/decisionpoint,DecisionPoint,decisionpointcorp.com,MD,15900000,2354.4235,IT Management,100,2011,1,6,"Washington, DC",Gaithersburg
442,https://www.inc.com/profile/uptime,Uptime,http://uptimeenergy.com,CA,15900000,1031.4816,Food & Beverage,49,1985,2,9,Los Angeles,Van Nuys
1784,https://www.inc.com/profile/cosolutions,CoSolutions,cosolutions.com,VA,15900000,228.655,IT Management,150,1998,1,98,"Washington, DC",Sterling
2136,https://www.inc.com/profile/buffalo-computer-graphics,Buffalo Computer Graphics,buffalocomputergraphics.com,NY,15900000,188.1107,Software,41,1982,1,52,,Blasdell
2854,https://www.inc.com/profile/beverly-hills-rejuvenation-center,Beverly Hills Rejuvenation Center,bhrcenter.com,CA,15900000,131.3634,Health,78,2005,1,35,Los Angeles,Los Angeles
3551,https://www.inc.com/profile/we-insure,We Insure,weinsuregroup.com,FL,15900000,98.5386,Insurance,65,2009,3,48,"Jacksonville, FL",Jacksonville
3573,https://www.inc.com/profile/louisville-geek,Louisville Geek,louisvillegeek.com,KY,15900000,97.8415,IT Management,82,2004,1,53,"Louisville/Jefferson County, KY-IN",Louisville
3602,https://www.inc.com/profile/5,5,energyby5.com,TX,15900000,97.0544,Energy,29,2011,4,32,Dallas,Irving
3911,https://www.inc.com/profile/koncept-events,Koncept Events,http://konceptevents.com,FL,15900000,84.4765,Travel & Hospitality,38,2007,2,36,Miami,Fort Lauderdale
4137,https://www.inc.com/profile/creditsafe-usa,Creditsafe USA,creditsafe.com,PA,15900000,76.7512,Business Products & Services,114,2012,3,125,"Allentown-Bethlehem-Easton, PA-NJ",Allentown
4761,https://www.inc.com/profile/mobiledemand,MobileDemand,ruggedtabletpc.com,IA,15900000,58.9992,Computer Hardware,40,2003,6,23,,Hiawatha
363,https://www.inc.com/profile/titan-mechanical,Titan Mechanical,titanmech.net,VA,16000000,1254.748,Construction,32,2014,1,3,"Washington, DC",manassas
887,https://www.inc.com/profile/softrams,Softrams,softrams.com,VA,16000000,478.1969,IT System Development,100,2007,1,10,"Washington, DC",Leesburg
1277,https://www.inc.com/profile/commercial-services,Commercial Services,fessfire.com,NC,16000000,322.8211,Construction,123,1978,1,33,"Raleigh, NC",Morrisville
1557,https://www.inc.com/profile/lighter-capital,Lighter Capital,lightercapital.com,WA,16000000,266.5826,Financial Services,56,2012,4,24,Seattle,Seattle
1674,https://www.inc.com/profile/nearshore-technology,Nearshore Technology,nearshoretechnology.com,GA,16000000,244.7538,IT System Development,240,2013,2,72,Atlanta,Canton
2339,https://www.inc.com/profile/airosmith-development,Airosmith Development,airosmithdevelopment.com,NY,16000000,171.7408,Telecommunications,63,2004,3,26,"Albany-Schenectady-Troy, NY",Saratoga Springs
2577,https://www.inc.com/profile/med-tech-solutions,Med Tech Solutions,medtechsolutions.com,CA,16000000,151.8267,Health,54,2006,5,26,Los Angeles,Valencia
2651,https://www.inc.com/profile/elite-roofing,Elite Roofing,elite-roofs.com,CO,16000000,146.5483,Construction,22,2008,2,10,Denver,Denver
3002,https://www.inc.com/profile/yes,Yes&,yesandagency.com,VA,16000000,123.9309,Advertising & Marketing,68,1985,2,24,"Washington, DC",Alexandria
307,https://www.inc.com/profile/crisp-video-group,Crisp Video Group,crispvideo.com,GA,16100000,1469.7828,Advertising & Marketing,36,2012,3,6,Atlanta,Atlanta
1561,https://www.inc.com/profile/perkspot,PerkSpot,perkspot.com,IL,16100000,265.802,Human Resources,44,2006,1,21,Chicago,Chicago
2342,https://www.inc.com/profile/collateral-management,Collateral Management,youramc.com,FL,16100000,171.4122,Financial Services,30,2010,5,16,Miami,Fort Lauderdale
2933,https://www.inc.com/profile/evans-incorporated,Evans Incorporated,http://evansincorporated.com,VA,16100000,127.5231,Government Services,60,1994,6,49,"Washington, DC",Falls Church
2959,https://www.inc.com/profile/jack-browns-joint,Jack Browns Joint,jackbrownsjoint.com,AL,16100000,126.3166,Food & Beverage,325,2009,1,100,"Birmingham, AL",Birmingham
3462,https://www.inc.com/profile/transparent-bpo,Transparent BPO,transparentbpo.com,MD,16100000,101.6439,Business Products & Services,750,2009,5,502,"Washington, DC",Laytonsville
4400,https://www.inc.com/profile/jusbyjuliecom,JusbyJulie.com,jusbyjulie.com,NY,16100000,68.0916,Food & Beverage,40,2014,1,3,New York City,Brooklyn
331,https://www.inc.com/profile/dropoff,Dropoff,dropoff.com,TX,16200000,1405.9213,Logistics & Transportation,84,2014,1,22,Austin,Austin
511,https://www.inc.com/profile/admera-health,Admera Health,admerahealth.com,NJ,16200000,854.5555,Health,80,2014,1,25,New York City,South Plainfield
789,https://www.inc.com/profile/octane-energy,Octane Energy,octane-energy.com,TX,16200000,546.9559,Energy,75,2013,2,15,,Midland
1436,https://www.inc.com/profile/digitalspec,Digitalspec,http://digitalspec.net,VA,16200000,287.893,Government Services,105,2005,5,20,"Washington, DC",Fairfax
1458,https://www.inc.com/profile/medbridge,MedBridge,medbridgeeducation.com,WA,16200000,284.0595,Health,116,2011,3,17,Seattle,Seattle
1957,https://www.inc.com/profile/dayblink-consulting,DayBlink Consulting,dayblink.com,VA,16200000,205.4294,Business Products & Services,54,2013,3,40,"Washington, DC",Vienna
2740,https://www.inc.com/profile/feury-image-group,Feury Image Group,feuryimagegroup.com,NJ,16200000,139.4471,Advertising & Marketing,50,1995,1,25,New York City,Newark
3123,https://www.inc.com/profile/fathom-oakland-ca,"FATHOM (Oakland, CA)",studiofathom.com,CA,16200000,117.718,Manufacturing,72,2008,7,62,San Francisco,Oakland
3607,https://www.inc.com/profile/archimedia-solutions-group,Archimedia Solutions Group,archimediasg.com,MA,16200000,96.9568,Business Products & Services,67,2006,4,25,Boston,Danvers
3872,https://www.inc.com/profile/mrg-construction-management,MRG Construction Management,mrgcm.com,MA,16200000,85.6526,Construction,19,2011,3,14,Boston,Peabody
4584,https://www.inc.com/profile/10pearls,10Pearls,http://10pearls.com,VA,16200000,63.2355,IT Services,402,2004,1,25,"Washington, DC",Vienna
81,https://www.inc.com/profile/confidio,Confidio,confidio.com,MD,16300000,4035.1825,Health,38,2014,1,8,Baltimore,Towson
517,https://www.inc.com/profile/maxx-builders-and-designers,Maxx Builders and Designers,maxxbuilders.com,TX,16300000,847.9453,Construction,23,2009,3,6,Houston,Stafford
2563,https://www.inc.com/profile/apps-solutions,Apps Solutions,http://appssolutionsinc.com,MI,16300000,152.9066,IT System Development,145,2010,4,43,Detroit,TROY
3311,https://www.inc.com/profile/linden-construction-of-south-carolina,Linden Construction of South Carolina,lindenconstructionco.com,SC,16300000,108.6943,Construction,23,2009,1,16,"Charleston, SC",Charleston
4222,https://www.inc.com/profile/freight-hub-group,Freight Hub Group,http://gofreighthub.io,FL,16300000,73.2836,Logistics & Transportation,154,2006,1,31,Miami,Miami
4444,https://www.inc.com/profile/classic-rock-fabrication,Classic Rock Fabrication,classicrockfab.com,PA,16300000,66.8343,Manufacturing,97,2006,1,64,,Harrisburg
4642,https://www.inc.com/profile/AgentHR,ARG - AgentHR Recruiting Group,http://argbackoffice.com,GA,16300000,61.7955,Human Resources,285,1998,4,162,Tampa,Suwanee
575,https://www.inc.com/profile/dynamo-technologies,Dynamo Technologies,dynamotechnologies.com,VA,16400000,768.6774,Government Services,67,2012,3,23,"Washington, DC",Mclean
903,https://www.inc.com/profile/centralreach,CentralReach,http://centralreach.com,FL,16400000,470.7448,Software,142,2012,1,46,Miami,Pompano Beach
3964,https://www.inc.com/profile/emex,EMEX,emexllc.com,TX,16400000,82.4074,Energy,42,2007,1,31,Houston,Houston
4416,https://www.inc.com/profile/krd---kutchins-robbins-diamond-ltd,"KRD - Kutchins, Robbins & Diamond, Ltd.",krdcpas.com,IL,16400000,67.5638,Business Products & Services,82,1983,1,46,Chicago,Schaumberg
1000,https://www.inc.com/profile/home-view-technologies,Home View Technologies,liveviewtech.com,UT,16500000,424.0165,Security,110,2005,1,30,"Provo-Orem, UT",Orem
2816,https://www.inc.com/profile/swarm,Swarm,http://swarminc.com,FL,16500000,133.7809,Advertising & Marketing,62,2014,2,4,Miami,Miami
2874,https://www.inc.com/profile/lendr,Lendr,lendr.online,IL,16500000,130.2523,Financial Services,38,2011,2,17,Chicago,Chicago
2979,https://www.inc.com/profile/apic-solutions,APIC Solutions,apicnm.com,NM,16500000,125.5128,Construction,132,2012,1,35,,Albuquerque
3384,https://www.inc.com/profile/sawyer-manufacturing-company,Sawyer Manufacturing Company,sawyermfg.com,OK,16500000,105.3526,Manufacturing,70,1948,1,36,"Tulsa, OK",Tulsa
3631,https://www.inc.com/profile/agileengine,AgileEngine,agileengine.com,VA,16500000,96.0075,Software,290,2000,4,99,"Washington, DC",McLean
4980,https://www.inc.com/profile/msnw-group,MSNW Group,msnw.org,WA,16500000,52.7413,Business Products & Services,467,1995,9,357,,Ferndale
1114,https://www.inc.com/profile/united-energy-services,United Energy Services,unitedenergyservices.com,FL,16600000,374.4754,Energy,15,2011,2,7,,Gainesville
2117,https://www.inc.com/profile/defi-solutions,defi solutions,defisolutions.com,TX,16600000,190.3227,Software,110,2012,3,41,Dallas,Westlake
4464,https://www.inc.com/profile/lumitec-lighting,Lumitec Lighting,lumiteclighting.com,FL,16600000,66.3487,Engineering,55,2007,8,43,Miami,delray beach
4579,https://www.inc.com/profile/powertrain-products,Powertrain Products,powertrainproducts.net,MD,16600000,63.3308,Manufacturing,23,2007,5,17,Baltimore,Stevensville
4922,https://www.inc.com/profile/wtwh-media,WTWH Media,wtwhmedia.com,OH,16600000,54.6062,Media,71,2006,9,43,Cleveland,Cleveland
565,https://www.inc.com/profile/ashley-black-guru,Ashley Black Guru,fasciablaster.com,TX,16700000,784.2647,Consumer Products & Services,11,2014,1,4,Houston,Pearland
703,https://www.inc.com/profile/123-home-care,123 Home Care,http://123homecares.com,CA,16700000,620.9226,Health,75,2013,2,9,Los Angeles,Los Angeles
963,https://www.inc.com/profile/onit,Onit,onit.com,TX,16700000,440.8789,Software,162,2011,4,25,Houston,Houston
1207,https://www.inc.com/profile/matterhackers,MatterHackers,matterhackers.com,CA,16700000,339.0965,Retail,49,2012,3,20,Los Angeles,Foothill Ranch
1506,https://www.inc.com/profile/generx-generators,GenerX Generators,fixmygen.com,FL,16700000,274.4781,Consumer Products & Services,54,2005,1,22,Tampa,Oldsmar
2492,https://www.inc.com/profile/good-life-companies,Good Life Companies,goodlifeco.com,PA,16700000,158.1052,Financial Services,58,2012,1,28,,Reading
3281,https://www.inc.com/profile/freeit-data-solutions,Freeit Data Solutions,freeitdata.com,TX,16700000,110.0878,IT Management,11,2010,5,7,Austin,Austin
3467,https://www.inc.com/profile/lifestyle-publications,Lifestyle Publications,lifestylepubs.com,MO,16700000,101.4672,Media,32,2008,5,19,"Kansas City, MO-KS",Kansas City
4564,https://www.inc.com/profile/transport-express,Transport Express,transportexpress.com,MN,16700000,63.8643,Logistics & Transportation,10,1990,3,8,Minneapolis,Eagan
1341,https://www.inc.com/profile/eassist-dental-solutions,eAssist Dental Solutions,http://dentalbilling.com,UT,16800000,308.0733,Health,53,2012,4,1,"Ogden-Clearfield, UT",Syracuse
2724,https://www.inc.com/profile/globo,Globo,http://helloglobo.com,PA,16800000,141.1611,Business Products & Services,40,2009,5,13,Philadelphia,Wyncote
3021,https://www.inc.com/profile/miguel-lopez-jr,Miguel Lopez Jr.,lopezinc.com,FL,16800000,122.9045,Construction,58,1989,2,42,Miami,Pembroke Pines
3783,https://www.inc.com/profile/tribal-tech,Tribal Tech,tribaltechllc.com,VA,16800000,88.7008,Government Services,91,2010,6,45,"Washington, DC",Alexandria
3792,https://www.inc.com/profile/roundstone,Roundstone,roundstoneinsurance.com,OH,16800000,88.4107,Insurance,59,2003,2,39,Cleveland,Lakewood
3934,https://www.inc.com/profile/peck-brothers-roofing,Peck Brothers Roofing,peckbrothersroofing.com,NJ,16800000,83.6522,Construction,48,2007,1,30,New York City,Elmwood Park
4100,https://www.inc.com/profile/insight-resource-group,Insight Resource Group,insightresourcegroup.com,CA,16800000,77.8048,Advertising & Marketing,24,2007,6,20,San Francisco,Lafayette
46,https://www.inc.com/profile/beeswax,Beeswax,http://beeswax.com,NY,16900000,5768.1833,Software,56,2014,1,7,New York City,New York
592,https://www.inc.com/profile/trinity-technology-partners,Trinity Technology Partners,trinitytp.com,MD,16900000,750.8813,Government Services,35,2008,3,16,"Washington, DC",Greenbelt
1591,https://www.inc.com/profile/martinfederal,MartinFederal,martinfed.com,AL,16900000,258.2751,Government Services,97,2007,3,38,"Huntsville, AL",Huntsville
1801,https://www.inc.com/profile/nationwide-transport-services,Nationwide Transport Services,ntslogistics.com,FL,16900000,226.2742,Logistics & Transportation,74,2009,3,15,Miami,Fort Lauderdale
1871,https://www.inc.com/profile/beneficial-blends-dba-kelapo,Beneficial Blends dba Kelapo,beneficialblends.com,FL,16900000,216.4184,Food & Beverage,40,2009,1,15,Tampa,Tampa
2141,https://www.inc.com/profile/blossom-ridge-home-health,Blossom Ridge Home Health,blossomridge.com,CA,16900000,187.699,Health,175,2011,1,100,"Sacramento, CA",Sacramento
4187,https://www.inc.com/profile/my-shower-door-d3-glass,MY Shower Door / D3 Glass,myshowerdoor.com,FL,16900000,74.7501,Construction,99,2003,4,59,,Fort Myers
4866,https://www.inc.com/profile/mcgill-restoration,McGill Restoration,mcgillrestoration.com,NE,16900000,56.3396,Construction,100,1984,4,80,"Omaha-Council Bluffs, NE-IA",Omaha
1378,https://www.inc.com/profile/greentek-energy-systems,Greentek Energy Systems,greentekenergysystems.com,GA,17000000,300.186,Energy,27,2011,3,18,Atlanta,Atlanta
1388,https://www.inc.com/profile/savilinx,SaviLinx,savilinx.com,ME,17000000,298.151,Business Products & Services,450,2013,3,182,,Brunswick
2133,https://www.inc.com/profile/nutronics,Nutronics,naosystems.com,CO,17000000,188.2722,Engineering,34,1995,2,20,"Boulder, CO",Longmont
2392,https://www.inc.com/profile/enviro-master-international-franchise,Enviro-Master International Franchise,enviro-master.info,NC,17000000,166.9119,Business Products & Services,57,2009,5,35,Charlotte,Charlotte
3062,https://www.inc.com/profile/affiliated-communications-dba-alert-communications,Affiliated Communications dba Alert Communications,alertcommunications.com,CA,17000000,120.9798,Business Products & Services,256,1965,3,135,"Oxnard-Thousand Oaks-Ventura, CA",Camarillo
4731,https://www.inc.com/profile/arservices,ARServices,arslimited.com,VA,17000000,59.5818,Government Services,105,2003,5,93,"Washington, DC",Alexandria
4813,https://www.inc.com/profile/abacus-wealth-partners,Abacus Wealth Partners,abacuswealth.com,CA,17000000,57.8268,Financial Services,57,2002,8,46,Los Angeles,Santa Monica
582,https://www.inc.com/profile/freealliancecom,FreeAlliance.com,freealliance.com,VA,17100000,758.8236,Government Services,183,2001,3,15,"Washington, DC",Leesburg
1164,https://www.inc.com/profile/ucw-logistics,UCW Logistics,ucwlogistics.com,SC,17100000,356.0987,Logistics & Transportation,25,2014,2,13,"Greenville-Mauldin-Easley, SC",GREENVILLE
3334,https://www.inc.com/profile/stickergiant,StickerGiant,stickergiant.com,CO,17100000,107.4033,Manufacturing,63,2000,2,31,"Boulder, CO",Longmont
4797,https://www.inc.com/profile/fig,FIG,figagency.com,NY,17100000,58.1418,Advertising & Marketing,65,2013,1,39,New York City,New York
561,https://www.inc.com/profile/bairesdev,BairesDev,bairesdev.com,CA,17200000,791.5612,IT System Development,700,2009,1,250,San Jose,Campbell
868,https://www.inc.com/profile/f3-mfg,F3 MFG,f3mfg.com,ME,17200000,489.9901,Manufacturing,156,2010,2,14,,Waterville
1737,https://www.inc.com/profile/worth-clark-realty,Worth Clark Realty,worthclark.com,MO,17200000,233.9324,Real Estate,8,2009,4,10,"St. Louis, MO-IL",St. Charles
