Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Shimizu,7.185,14.472,0.7673,14.047,949,Industrials,Construction Services,Asia,Japan,Japan,,Yoichi Miyamoto,http://www.forbes.com/companies/shimizu/,0.0546237630810849,0.0530196241017137
Snam,14.995,2.676,0.9524,21.23,950,Utilities,Electric Utilities,Europe,Italy,Italy,,Marco Alverà,http://www.forbes.com/companies/snam/,0.0448610456900612,0.355904334828102
VakifBank,3.717,6.966,0.6884,69.047,951,Financials,Regional Banks,Europe,Turkey,Turkey,,Halil Aydogan,http://www.forbes.com/companies/vakifbank/,0.00997002042087274,0.0988228538616135
Baker Hughes,26.065,9.841,-2.738,19.034,952,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Martin S. Craighead,http://www.forbes.com/companies/baker-hughes/,-0.143847851213618,-0.278223757748196
Onex,7.296,22.522,-0.6535,42.913,952,Financials,Investment Services,North America,Canada,Canada,,Gerald W. Schwartz,http://www.forbes.com/companies/onex/,-0.0152284855405122,-0.0290160731728976
Publicis Groupe,15.421,10.555,-0.583,26.259,954,Consumer Discretionary,Advertising,Europe,France,France,,Maurice Lévy,http://www.forbes.com/companies/publicis-groupe/,-0.0222019117255036,-0.0552344860255803
St. James's Place,6.744,15.321,0.1514,92.602,955,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,David Charles Bellamy,http://www.forbes.com/companies/st-jamess-place/,0.00163495388868491,0.0098818614972913
Hershey,22.692,7.44,0.72,5.524,956,Consumer Staples,Food Processing,North America,United States,Pennsylvania,Pennsylvania,Michele G. Buck,http://www.forbes.com/companies/hershey/,0.130340333091962,0.0967741935483871
CenterPoint Energy,12.024,7.545,0.432,22.317,957,Utilities,Electric Utilities,North America,United States,Texas,Texas,Scott M. Prochazka,http://www.forbes.com/companies/centerpoint-energy/,0.0193574405161984,0.0572564612326044
HCL Technologies,18.658,6.269,1.1406,6.422,958,Information Technology,Software & Programming,Asia,India,India,,C. Vijayakumar,http://www.forbes.com/companies/hcl-technologies/,0.177608221737776,0.181942893603446
Riyad Bank,8.271,2.59,0.8912,58.004,959,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Abdulmajeed Abdullah Al-Mubarak,http://www.forbes.com/companies/riyad-bank/,0.0153644576236122,0.344092664092664
TUI,7.922,18.805,0.501,14.66,960,Consumer Discretionary,Business & Personal Services,Europe,Germany,Germany,,Friedrich Peter Joussen,http://www.forbes.com/companies/tui/,0.0341746248294679,0.0266418505716565
BOE Technology Group,18.436,8.827,-0.0361,26.263,961,Information Technology,Electronics,Asia,China,China,,Chen Yanshun,http://www.forbes.com/companies/boe-technology-group/,-0.00137455736206831,-0.00408972470828141
UC Rusal,7.939,7.983,1.1786,14.584,961,Materials,Aluminum,Asia,Russia,Russia,,Vladislav Aleksandrovich Soloviev,http://www.forbes.com/companies/uc-rusal/,0.0808145913329676,0.147638732306151
Idemitsu Kosan,5.576,27.924,0.4749,22.497,963,Energy,Oil & Gas Operations,Asia,Japan,Japan,,Kazuhisa Nakano,http://www.forbes.com/companies/idemitsu-kosan/,0.0211094812641686,0.0170068758057585
WestRock,12.797,14.352,0.1381,22.871,964,Materials,Containers & Packaging,North America,United States,Virginia,Virginia,Steven C. Voorhees,http://www.forbes.com/companies/westrock/,0.00603821433256089,0.00962235228539576
Deutsche Wohnen,12.015,1.253,1.7521,17.703,965,Industrials,Construction Services,Europe,Germany,Germany,,Michael Zahn,http://www.forbes.com/companies/deutsche-wohnen/,0.0989719256623171,1.39832402234637
Public Storage,38.796,2.561,1.449,10.13,965,Financials,Real Estate,North America,United States,California,California,"Ronald L. Havner, Jr.",http://www.forbes.com/companies/public-storage/,0.143040473840079,0.565794611479891
Mebuki Financial Group,4.472,1.411,1.4829,137.481,967,Financials,Regional Banks,Asia,Japan,Japan,,Satoshi Fujisawa,http://www.forbes.com/companies/mebuki-financial-group/,0.0107862177319048,1.05095676824947
Comerica,12.014,2.914,0.473,73.221,968,Financials,Major Banks,North America,United States,Texas,Texas,"Ralph W. Babb, Jr.",http://www.forbes.com/companies/comerica/,0.0064598953852037,0.162319835277968
Voya Financial,7.049,10.709,-0.428,216.943,969,Financials,Investment Services,North America,United States,New York,New York,"Rodney Owen Martin, Jr.",http://www.forbes.com/companies/voya-financial/,-0.00197286844931618,-0.0399663834158185
Arch Capital Group,11.534,4.33,0.6927,29.372,970,Financials,Property & Casualty Insurance,North America,Bermuda,Bermuda,,Constantine P. Iordanou,http://www.forbes.com/companies/arch-capital-group/,0.0235836851423124,0.159976905311778
Daito Trust Construction,10.448,13.505,0.7493,5.956,971,Industrials,Construction Services,Asia,Japan,Japan,,Naomi Kumakiri,http://www.forbes.com/companies/daito-trust-construction/,0.125805910006716,0.055483154387264
Fiserv,24.851,5.505,0.93,9.743,972,Information Technology,Software & Programming,North America,United States,Wisconsin,Wisconsin,Jeffery W. Yabuki,http://www.forbes.com/companies/fiserv/,0.0954531458483013,0.168937329700273
Ventas,23.019,3.444,0.551,23.167,973,Financials,Real Estate,North America,United States,Illinois,Illinois,Debra A. Cafaro,http://www.forbes.com/companies/ventas/,0.0237838304484828,0.159988385598142
CBRE Group,11.13,13.168,0.572,10.78,974,Financials,Real Estate,North America,United States,California,California,Robert E. Sulentic,http://www.forbes.com/companies/cbre-group/,0.0530612244897959,0.0434386391251519
Huadian Power International,6.761,9.378,0.511,30.234,974,Utilities,Electric Utilities,Asia,China,China,,Hong Bao Tian,http://www.forbes.com/companies/huadian-power-international/,0.0169015016206919,0.0544892301130305
Markel,13.631,5.625,0.4402,25.875,976,Financials,Diversified Insurance,North America,United States,Virginia,Virginia,Thomas Sinnickson Gayner,http://www.forbes.com/companies/markel/,0.0170125603864734,0.0782577777777778
Fidelity National Financial,10.404,8.219,0.65,14.633,977,Financials,Property & Casualty Insurance,North America,United States,Florida,Florida,Randy Quirk,http://www.forbes.com/companies/fidelity-national-financial/,0.0444201462447892,0.0790850468426816
Inpex,14.856,7.583,-0.0253,37.478,978,Energy,Oil & Gas Operations,Asia,Japan,Japan,,Naoki Kuroda,http://www.forbes.com/companies/inpex/,-0.000675062703452692,-0.00333641039166557
Leucadia National,9.459,10.858,0.1266,45.347,978,Industrials,Conglomerates,North America,United States,New York,New York,Rich Handler,http://www.forbes.com/companies/leucadia-national/,0.00279180541160385,0.0116596058205931
China Coal Energy,10.298,8.819,0.3016,34.805,980,Materials,Diversified Metals & Mining,Asia,China,China,,Yan Li,http://www.forbes.com/companies/china-coal-energy/,0.00866542163482258,0.0341988887628983
Ultrapar Participacoes,12.51,22.191,0.448,7.423,981,Energy,Oil & Gas Operations,South America,Brazil,Brazil,,Thilo Helmut Georg Mannhardt,http://www.forbes.com/companies/ultrapar-participacoes/,0.0603529570254614,0.0201883646523365
Bank Of Hangzhou,8.613,4.101,0.5894,85.329,982,Financials,Regional Banks,Asia,China,China,,,http://www.forbes.com/companies/bank-of-hangzhou/,0.00690738201549298,0.143721043647891
Electronic Arts,27.352,4.608,1.3,7.719,983,Consumer Discretionary,Recreational Products,North America,United States,California,California,Andrew P. Wilson,http://www.forbes.com/companies/electronic-arts/,0.168415597875372,0.282118055555556
Fortive,20.923,6.224,0.8723,8.19,984,Industrials,Electrical Equipment,North America,United States,Washington,Washington,James A. Lico,http://www.forbes.com/companies/fortive/,0.106507936507937,0.140151028277635
CP All,15.968,12.322,0.4727,9.837,985,Consumer Staples,Food Retail,Asia,Thailand,Thailand,,Tanin Buranamanit,http://www.forbes.com/companies/cp-all/,0.0480532682728474,0.0383622788508359
Amphenol,21.466,6.286,0.8228,8.499,986,Information Technology,Electronics,North America,United States,Connecticut,Connecticut,Richard Adam Norwitt,http://www.forbes.com/companies/amphenol/,0.0968113895752441,0.130894050270442
Regeneron Pharmaceuticals,40.369,4.86,0.8799,6.973,986,Health Care,Biotechs,North America,United States,New York,New York,Leonard S. Schleifer,http://www.forbes.com/companies/regeneron-pharmaceuticals/,0.126186720206511,0.181049382716049
Mediobanca,7.568,2.631,0.7762,77.498,988,Financials,Regional Banks,Europe,Italy,Italy,,Alberto Nicola Nagel,http://www.forbes.com/companies/mediobanca/,0.0100157423417379,0.295020904599012
Asahi Glass,9.218,11.804,0.4366,16.988,989,Materials,Construction Materials,Asia,Japan,Japan,,Takuya Shimamura,http://www.forbes.com/companies/asahi-glass/,0.0257004944666824,0.0369874618773297
Universal Health,11.906,9.766,0.7021,10.318,990,Health Care,Healthcare Services,North America,United States,Pennsylvania,Pennsylvania,Alan B. Miller,http://www.forbes.com/companies/universal-health/,0.0680461329715061,0.0718922793364735
Mediatek,11.13,8.543,0.7349,11.502,991,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Ching Chiang Hsieh,http://www.forbes.com/companies/mediatek/,0.0638932359589637,0.086023645089547
Singapore Airlines,8.412,10.762,0.524,17.041,992,Industrials,Airline,Asia,Singapore,Singapore,,Choon Phong Goh,http://www.forbes.com/companies/singapore-airlines/,0.030749369168476,0.0486898346032336
Banco BTG Pactual Participations,5.697,5.303,0.9215,59.418,993,Financials,Investment Services,North America,Bermuda,Bermuda,,Roberto Balls Sallouti,http://www.forbes.com/companies/banco-btg-pactual-participations/,0.0155087683866842,0.173769564397511
Suntory Beverage & Food,13.31,12.983,0.4239,11.712,993,Consumer Staples,Beverages,Asia,Japan,Japan,,Nobuhiro Torii,http://www.forbes.com/companies/suntory-beverage-food/,0.0361936475409836,0.0326503889701918
Shanghai Pharmaceuticals,9.105,18.127,0.4811,11.906,995,Consumer Staples,Drug Retail,Asia,China,China,,Chuan He,http://www.forbes.com/companies/shanghai-pharmaceuticals/,0.0404081975474551,0.0265405196667954
Netflix,61.596,8.831,0.1867,13.587,996,Consumer Discretionary,Internet & Catalog Retail,North America,United States,California,California,"Reed Hastings, Jr.",http://www.forbes.com/companies/netflix/,0.0137410760285567,0.0211414335862303
CGI Group,14.149,8.057,0.8353,8.602,997,Information Technology,Computer Services,North America,Canada,Canada,,George D. Schindler,http://www.forbes.com/companies/cgi-group/,0.097105324343176,0.103673824003972
Gap,9.617,15.516,0.676,7.61,998,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,California,California,Art Peck,http://www.forbes.com/companies/gap/,0.0888304862023653,0.0435679298788348
Hankyu Hanshin Holdings,8.246,6.891,0.7192,19.78,999,Industrials,Railroads,Asia,Japan,Japan,,Kazuo Sumi,http://www.forbes.com/companies/hankyu-hanshin-holdings/,0.0363599595551062,0.104368016253084
Dr Pepper Snapple Group,17.745,6.419,0.847,9.791,1000,Consumer Staples,Beverages,North America,United States,Texas,Texas,Larry D. Young,http://www.forbes.com/companies/dr-pepper-snapple/,0.0865080175671535,0.131952017448201
Cincinnati Financial,11.577,5.451,0.591,20.8,1001,Financials,Diversified Insurance,North America,United States,Ohio,Ohio,"Steven J. Johnston, CFA",http://www.forbes.com/companies/cincinnati-financial/,0.0284134615384615,0.10842047330765
Dongbu Insurance,4.11,12.417,0.4514,36.536,1002,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Jeong-Nam Kim,http://www.forbes.com/companies/dongbu-insurance/,0.0123549375957959,0.0363533864862688
Power Assets Holdings,18.884,0.166,0.8267,16.739,1002,Utilities,Electric Utilities,Asia,Hong Kong,Hong Kong,,Chao Chung Tsai,http://www.forbes.com/companies/power-assets-holdings/,0.0493876575661628,4.98012048192771
Bank of East Asia,11.199,3.25,0.4158,98.761,1004,Financials,Regional Banks,Asia,Hong Kong,Hong Kong,,"Kwok Po Li, LLD",http://www.forbes.com/companies/bank-of-east-asia/,0.00421016393110641,0.127938461538462
Harris,13.712,7.267,0.668,11.618,1005,Information Technology,Communications Equipment,North America,United States,Florida,Florida,Bill Brown,http://www.forbes.com/companies/harris/,0.0574969874332932,0.091922388881244
YPF,9.943,14.219,-1.911,26.612,1006,Energy,Oil & Gas Operations,South America,Argentina,Argentina,,Ricardo Darré,http://www.forbes.com/companies/ypf/,-0.0718097099053059,-0.134397636964625
Finatis,0.292,40.695,-2.4889,45.967,1007,Consumer Staples,Food Retail,Europe,France,France,,Didier Lévêque,http://www.forbes.com/companies/finatis/,-0.0541453651532621,-0.0611598476471311
Nielsen,14.902,6.309,0.502,15.73,1007,Consumer Discretionary,Printing & Publishing,North America,United States,New York,New York,Dwight Mitchell Barns,http://www.forbes.com/companies/nielsen/,0.0319135410044501,0.0795688698684419
Novolipetsk Steel,11.639,7.59,0.9068,10.239,1009,Materials,Iron & Steel,Asia,Russia,Russia,,Oleg Vladimirovich Bagrin,http://www.forbes.com/companies/novolipetsk-steel/,0.088563336263307,0.119472990777339
Kuwait Finance House,10.052,3.128,0.5466,53.999,1010,Financials,Regional Banks,Asia,Kuwait,Kuwait,,Mazen Saad Ali Saad El-Nahedh,http://www.forbes.com/companies/kuwait-finance-house/,0.0101224096742532,0.174744245524297
China Grand Automotive Services,7.391,17.973,0.4205,16.324,1011,Consumer Discretionary,Specialty Stores,Asia,China,China,,Tao Yang,http://www.forbes.com/companies/china-grand-automotive-services/,0.0257596177407498,0.02339620541924
EnBW-Energie Baden,6.489,21.425,-1.9881,43.138,1012,Utilities,Electric Utilities,Europe,Germany,Germany,,Frank Mastiaux,http://www.forbes.com/companies/enbw-energie-baden/,-0.0460869766794937,-0.0927934655775963
Dubai Islamic Bank,7.804,2.299,0.8431,47.638,1013,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Adnan Abdul Shakoor Chilwan,http://www.forbes.com/companies/dubai-islamic-bank/,0.0176980561736429,0.366724662896912
Hikvision,28.898,4.514,1.0635,5.471,1014,Information Technology,Electronics,Asia,China,China,,Yang Zhong Hu,http://www.forbes.com/companies/hikvision/,0.194388594406873,0.235600354452813
Navient,4.272,5.042,0.682,121.136,1015,Financials,Regional Banks,North America,United States,Delaware,Delaware,John F. Remondi,http://www.forbes.com/companies/navient/,0.00563003566239599,0.135263784212614
South32,11.634,6.047,0.7473,14.123,1016,Materials,Diversified Metals & Mining,Australia,Australia,Australia,,Graham Kerr,http://www.forbes.com/companies/south32/,0.0529136868937195,0.123581941458574
Tokyo Electron,18.053,6.473,0.7968,7.595,1017,Information Technology,Semiconductors,Asia,Japan,Japan,,Toshiki Kawai,http://www.forbes.com/companies/tokyo-electron/,0.104911125740619,0.123095936968948
BDO Unibank,10.216,2.594,0.5494,46.797,1018,Financials,Regional Banks,Asia,Philippines,Philippines,,Nestor V. Tan,http://www.forbes.com/companies/bdo-unibank/,0.0117400688078296,0.211796453353894
Kohl's,6.756,18.686,0.555,13.574,1019,Consumer Discretionary,Department Stores,North America,United States,Wisconsin,Wisconsin,Kevin Mansell,http://www.forbes.com/companies/kohls/,0.0408869898335052,0.0297013807128331
MTN Group,16.588,10.067,-0.1779,19.649,1020,Telecommunication Services,Telecommunications services,Africa,South Africa,South Africa,,Robert Andrew Shuter,http://www.forbes.com/companies/mtn-group/,-0.00905389587256349,-0.0176716002781365
WW Grainger,13.463,10.137,0.6005,5.694,1021,Industrials,Electrical Equipment,North America,United States,Illinois,Illinois,Donald G. Macpherson,http://www.forbes.com/companies/ww-grainger/,0.105461889708465,0.0592384334615764
Severstal,12.328,5.861,1.6077,6.718,1022,Materials,Iron & Steel,Asia,Russia,Russia,,Shevelev Alexander,http://www.forbes.com/companies/severstal/,0.23931229532599,0.274304726155946
Sun Pharma Industries,24.87,4.594,1.1094,9.078,1023,Health Care,Pharmaceuticals,Asia,India,India,,Dilip Shantilal Shanghvi,http://www.forbes.com/companies/sun-pharma-industries/,0.122207534699273,0.241488898563343
Weichai Power,6.978,13.925,0.3659,24.075,1024,Industrials,Heavy Equipment,Asia,China,China,,Xu Guang Tan,http://www.forbes.com/companies/weichai-power/,0.0151983385254413,0.0262764811490126
Arrow Electronics,6.31,23.825,0.5228,14.206,1025,Information Technology,Electronics,North America,United States,Colorado,Colorado,Michael J. Long,http://www.forbes.com/companies/arrow-electronics/,0.0368013515416021,0.0219433368310598
Grupa PZU,8.133,6.38,0.4918,29.791,1026,Financials,Property & Casualty Insurance,Europe,Poland,Poland,,"Pawel Surowka, CFA",http://www.forbes.com/companies/grupa-pzu/,0.016508341445403,0.0770846394984326
PTT Global Chemical,9.481,9.895,0.7257,10.979,1026,Materials,Diversified Chemicals,Asia,Thailand,Thailand,,Supattanapong Punmeechaow,http://www.forbes.com/companies/ptt-global-chemical/,0.0660989161125786,0.0733400707427994
Bank Leumi,6.658,3.898,0.7271,113.963,1028,Financials,Regional Banks,Asia,Israel,Israel,,Rakefet Russak-Aminoach,http://www.forbes.com/companies/bank-leumi/,0.00638014092293113,0.186531554643407
China Resources Pharmaceutical Group,7.312,20.188,0.3635,17.281,1029,Health Care,Pharmaceuticals,Asia,Hong Kong,Hong Kong,,Chun Cheng Wang,http://www.forbes.com/companies/china-resources-pharmaceutical-group/,0.0210346623459291,0.0180057459877155
Geely Automobile Holdings,12.667,8.046,0.7666,9.725,1030,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Hong Kong,Hong Kong,,Sheng Yue Gui,http://www.forbes.com/companies/geely-automobile-holdings/,0.078827763496144,0.0952771563509819
Insurance Australia Group,10.632,6.663,0.4498,21.192,1031,Financials,Property & Casualty Insurance,Australia,Australia,Australia,,Peter Harmer,http://www.forbes.com/companies/insurance-australia-group/,0.0212249905624764,0.0675071289209065
E-Trade Financial,9.582,2.038,0.552,49.517,1032,Financials,Investment Services,North America,United States,New York,New York,Karl A. Roessner,http://www.forbes.com/companies/e-trade-financial/,0.0111476866530686,0.270853778213935
Nintendo,32.839,3.588,0.7263,12.545,1033,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Tatsumi Kimishima,http://www.forbes.com/companies/nintendo/,0.057895575926664,0.20242474916388
Stora Enso,9.511,10.843,0.5122,13.001,1033,Materials,Paper & Paper Products,Europe,Finland,Finland,,Karl-Henrik Sundström,http://www.forbes.com/companies/stora-enso/,0.0393969694638874,0.0472378493036982
BBMG,8.873,6.939,0.4069,29.987,1035,Materials,Construction Materials,Asia,China,China,,Wei Jiang,http://www.forbes.com/companies/bbmg/,0.0135692133257745,0.0586395734255656
Seagate Technology,13.829,10.94,0.513,8.561,1036,Information Technology,Computer Storage Devices,Europe,Ireland,Ireland,,Stephen James Luczo,http://www.forbes.com/companies/seagate-technology/,0.0599229062025464,0.0468921389396709
TDK,7.683,10.739,0.6028,14.376,1036,Information Technology,Electronics,Asia,Japan,Japan,,Takehiro Kamigama,http://www.forbes.com/companies/tdk/,0.0419309961046188,0.0561318558525002
Uni-President,10.428,12.817,0.4504,11.747,1036,Consumer Staples,Food Processing,Asia,Taiwan,Taiwan,,Jung Lung Hou,http://www.forbes.com/companies/uni-president/,0.0383417042649187,0.0351408285870328
Rockwell Automation,19.969,5.946,0.7582,7.094,1039,Industrials,Other Industrial Equipment,North America,United States,Wisconsin,Wisconsin,Blake D. Moret,http://www.forbes.com/companies/rockwell-automation/,0.106879052720609,0.127514295324588
Henry Schein,13.269,11.572,0.5068,6.73,1040,Health Care,Medical Equipment & Supplies,North America,United States,New York,New York,Stanley M. Bergman,http://www.forbes.com/companies/henry-schein/,0.0753046062407132,0.0437953681299689
Meiji Holdings,12.671,11.444,0.5305,7.625,1041,Consumer Staples,Food Processing,Asia,Japan,Japan,,Shigetaro Asano,http://www.forbes.com/companies/meiji-holdings/,0.0695737704918033,0.0463561691716183
Intuit,30.3,4.852,0.793,4.373,1042,Information Technology,Software & Programming,North America,United States,California,California,Brad D. Smith,http://www.forbes.com/companies/intuit/,0.181340041161674,0.163437757625721
Lixil Group,7.712,16.764,0.3296,18.499,1043,Materials,Construction Materials,Asia,Japan,Japan,,Kinya Seto,http://www.forbes.com/companies/lixil-group/,0.0178171793069896,0.0196611787162968
London Stock Exchange,14.036,2.244,0.205,697.89,1044,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Xavier Rolet,http://www.forbes.com/companies/london-stock-exchange/,0.000293742566880167,0.0913547237076649
Amadeus IT Group,21.82,4.948,0.9132,8.274,1045,Information Technology,Software & Programming,Europe,Spain,Spain,,Luis Maroto Camino,http://www.forbes.com/companies/amadeus-it-group/,0.110369833212473,0.184559417946645
Arconic,11.635,12.393,-0.941,20.038,1046,Materials,Aluminum,North America,United States,New York,New York,David Peter Hess,http://www.forbes.com/companies/arconic/,-0.046960774528396,-0.0759299604615509
Zoetis,25.833,4.888,0.821,7.649,1047,Health Care,Pharmaceuticals,North America,United States,New Jersey,New Jersey,Juan Ramón Alaix,http://www.forbes.com/companies/zoetis/,0.107334292064322,0.167962356792144
Helvetia Holding,5.394,9.494,0.3823,54.485,1048,Financials,Diversified Insurance,Europe,Switzerland,Switzerland,,Philipp Gmür,http://www.forbes.com/companies/helvetia-holding/,0.00701661007616775,0.0402675373920371
Advanced Semiconductor,10.048,8.523,0.6919,11.106,1049,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Hung Pen Chang,http://www.forbes.com/companies/advanced-semiconductor/,0.0622996578426076,0.0811803355625953
Yamaha Motor,7.96,13.831,0.5812,11.307,1049,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Hiroyuki Yanagi,http://www.forbes.com/companies/yamaha-motor/,0.0514017865039356,0.0420215458029065
Alleghany,9.444,6.149,0.4569,24.141,1051,Financials,Property & Casualty Insurance,North America,United States,New York,New York,"Weston M. Hicks, CFA",http://www.forbes.com/companies/alleghany/,0.0189263079408475,0.0743047650024394
Crown Castle International,34.148,3.921,0.357,22.675,1052,Telecommunication Services,Telecommunications services,North America,United States,Texas,Texas,Jay A. Brown,http://www.forbes.com/companies/crown-castle-international/,0.0157442116868798,0.0910482019892885
ZTE,9.941,15.081,-0.329,20.382,1052,Information Technology,Communications Equipment,Asia,China,China,,Xian Zhao,http://www.forbes.com/companies/zte/,-0.0161416936512609,-0.0218155294741728
Grupo Inbursa,11.177,3.271,0.665,25.832,1054,Financials,Regional Banks,North America,Mexico,Mexico,,Javier Foncerrada Izquierdo,http://www.forbes.com/companies/grupo-inbursa/,0.0257432641684732,0.203301742586365
Inter Rao,7.496,12.959,0.9069,9.336,1054,Utilities,Electric Utilities,Asia,Russia,Russia,,Boris Yuryevich Kovalchuk,http://www.forbes.com/companies/inter-rao/,0.0971401028277635,0.0699822517169535
Newmont Mining,18.236,7.65,-0.027,21.031,1056,Materials,Diversified Metals & Mining,North America,United States,Colorado,Colorado,Gary J. Goldberg,http://www.forbes.com/companies/newmont-mining/,-0.00128381912415006,-0.00352941176470588
AES,7.279,13.692,-1.135,36.119,1057,Utilities,Electric Utilities,North America,United States,Virginia,Virginia,Andrés Ricardo Gluski Weilert,http://www.forbes.com/companies/aes/,-0.0314239043162878,-0.0828951212386795
Oneok,11.851,8.895,0.352,16.139,1058,Energy,Oil Services & Equipment,North America,United States,Oklahoma,Oklahoma,Terry K. Spencer,http://www.forbes.com/companies/oneok/,0.0218105210979615,0.0395727937043283
Schroders,10.902,3.129,0.6614,25.927,1059,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Peter Harrison,http://www.forbes.com/companies/schroders/,0.0255100860107224,0.211377436880793
C.H. Robinson,10.737,13.144,0.5134,3.688,1060,Industrials,Other Transportation,North America,United States,Minnesota,Minnesota,John P. Wiehoff,http://www.forbes.com/companies/ch-robinson/,0.139208242950108,0.0390596469872185
Quest Diagnostics,13.419,7.515,0.641,10.1,1061,Health Care,Healthcare Services,North America,United States,New Jersey,New Jersey,Stephen H. Rusckowski,http://www.forbes.com/companies/quest-diagnostics/,0.0634653465346535,0.0852960745176314
Mitsubishi UFJ Lease,4.343,7.639,0.4915,44.211,1062,Financials,Rental & Leasing,Asia,Japan,Japan,,Tadashi Shiraishi,http://www.forbes.com/companies/mitsubishi-ufj-lease/,0.0111171427925177,0.0643408823144391
Expedia,18.949,8.774,0.2686,15.778,1063,Consumer Discretionary,Business & Personal Services,North America,United States,Washington,Washington,Dara Khosrowshahi,http://www.forbes.com/companies/expedia/,0.0170237038914945,0.0306131752906314
Boston Properties,20.719,2.61,0.5108,18.852,1064,Financials,Real Estate,North America,United States,Massachusetts,Massachusetts,Owen D. Thomas,http://www.forbes.com/companies/boston-properties/,0.0270952684065351,0.195708812260536
Beijing Enterprises,6.611,7.209,0.8033,18.665,1065,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Si Zhou,http://www.forbes.com/companies/beijing-enterprises/,0.0430377712295741,0.111430156748509
Restaurant Brands International,13.136,4.143,0.675,19.125,1066,Consumer Discretionary,Restaurants,North America,Canada,Canada,,Daniel S. Schwartz,http://www.forbes.com/companies/restaurant-brands-international/,0.0352941176470588,0.162925416364953
Analog Devices,29.211,3.636,0.9143,10.203,1067,Information Technology,Semiconductors,North America,United States,Massachusetts,Massachusetts,Vincent T. Roche,http://www.forbes.com/companies/analog-devices/,0.0896108987552681,0.251457645764576
Liberty Expedia Holdings,2.6,1.581,2.292,34.589,1068,Consumer Discretionary,Business & Personal Services,North America,United States,Colorado,Colorado,Christopher W. Shean,http://www.forbes.com/companies/liberty-expedia-holdings/,0.0662638411055538,1.44971537001898
KPN,12.604,7.523,0.3993,15.543,1069,Telecommunication Services,Telecommunications services,Europe,Netherlands,Netherlands,,Eelco Blok,http://www.forbes.com/companies/kpn/,0.0256900212314225,0.0530772298285259
GS Holdings,4.79,11.632,0.6945,16.842,1070,Energy,Oil & Gas Operations,Asia,South Korea,South Korea,,Chang-Soo Huh,http://www.forbes.com/companies/gs-holdings/,0.0412361952262202,0.0597059834938102
OTP Bank,7.921,3.699,0.7182,38.615,1071,Financials,Regional Banks,Europe,Hungary,Hungary,,Sándor Csányi,http://www.forbes.com/companies/otp-bank/,0.0185989900297812,0.194160583941606
Roper Technologies,21.211,3.79,0.6586,14.325,1071,Industrials,Other Industrial Equipment,North America,United States,Florida,Florida,Brian D. Jellison,http://www.forbes.com/companies/roper-technologies/,0.0459755671902269,0.17377308707124
Host Hotels & Resorts,13.528,5.43,0.762,11.408,1073,Financials,Real Estate,North America,United States,Maryland,Maryland,James F. Risoleo,http://www.forbes.com/companies/host-hotels-resorts/,0.0667952314165498,0.140331491712707
Asustek Computer,7.252,14.474,0.5954,11.301,1074,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Chen Lai Shen,http://www.forbes.com/companies/asustek-computer/,0.0526856030439784,0.0411358297637143
Interpublic Group,9.515,7.847,0.6085,12.485,1075,Consumer Discretionary,Advertising,North America,United States,New York,New York,Michael Isor Roth,http://www.forbes.com/companies/interpublic-group/,0.0487384861834201,0.0775455588122849
QuintilesIMS,18.679,6.888,0.1146,21.208,1076,Health Care,Pharmaceuticals,North America,United States,North Carolina,North Carolina,Ari Bousbib,http://www.forbes.com/companies/quintilesims/,0.00540362127499057,0.0166376306620209
Tata Steel,7.455,16.141,-0.4437,25.682,1076,Materials,Iron & Steel,Asia,India,India,,Cyrus Mistry,http://www.forbes.com/companies/tata-steel/,-0.0172766918464294,-0.0274890031596555
Bankinter,7.609,2.236,0.5422,70.861,1078,Financials,Regional Banks,Europe,Spain,Spain,,María Dolores Dancausa Treviño,http://www.forbes.com/companies/bankinter/,0.00765159961050507,0.242486583184258
Campbell Soup,17.17,7.93,0.497,7.57,1079,Consumer Staples,Food Processing,North America,United States,New Jersey,New Jersey,Denise M. Morrison,http://www.forbes.com/companies/campbell-soup/,0.0656538969616909,0.0626733921815889
Osaka Gas,7.952,10.902,0.459,14.85,1080,Utilities,Natural Gas Utilities,Asia,Japan,Japan,,Hiroshi Ozaki,http://www.forbes.com/companies/osaka-gas/,0.0309090909090909,0.0421023665382499
