Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Fifth Third Bancorp,18.773,6.701,1.55,142.177,453,Financials,Regional Banks,North America,United States,Ohio,Ohio,Gregory D. Carmichael,http://www.forbes.com/companies/fifth-third-bancorp/,0.0109019039647763,0.231308759886584
Bouygues,14.468,35.142,0.8097,36.762,454,Industrials,Construction Services,Europe,France,France,,Martin Bouygues,http://www.forbes.com/companies/bouygues/,0.022025461073935,0.023040805873314
ENGIE,34.776,73.716,-0.4591,167.934,455,Utilities,Electric Utilities,Europe,France,France,,Isabelle Kocher,http://www.forbes.com/companies/engie/,-0.002733812092846,-0.00622795593900917
Steinhoff International,21.094,14.487,1.2935,27.486,456,Consumer Discretionary,Furniture & Fixtures,Europe,Netherlands,Netherlands,,Markus Johannes Jooste,http://www.forbes.com/companies/steinhoff-international/,0.0470603216182784,0.0892869469179264
Wheelock,16.714,7.804,2.0991,67.126,457,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Chun-Kuen Woo,http://www.forbes.com/companies/wheelock-co/,0.0312710425170575,0.26897744746284
Marsh & McLennan,37.836,13.199,1.768,18.19,458,Financials,Insurance Brokers,North America,United States,New York,New York,Daniel S. Glaser,http://www.forbes.com/companies/marsh-mclennan/,0.097196261682243,0.133949541631942
CBS,29.499,13.166,1.261,24.238,459,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Leslie Moonves,http://www.forbes.com/companies/cbs/,0.0520257446984075,0.0957770013671578
Fujitsu,12.479,41.705,1.1934,27.104,460,Information Technology,Computer Hardware,Asia,Japan,Japan,,Masami Yamamoto,http://www.forbes.com/companies/fujitsu/,0.0440304014167651,0.0286152739479679
Statoil,56.24,45.665,-2.8926,104.53,461,Energy,Oil & Gas Operations,Europe,Norway,Norway,,Eldar Sætre,http://www.forbes.com/companies/statoil/,-0.027672438534392,-0.0633439176612285
Wesfarmers,37.822,50.033,0.4393,29.977,461,Consumer Staples,Food Retail,Australia,Australia,Australia,,Richard J. B. Goyder,http://www.forbes.com/companies/wesfarmers/,0.0146545685025186,0.00878020506465733
Axis Bank,18.788,7.844,1.2753,80.367,463,Financials,Regional Banks,Asia,India,India,,Shikha Sharma,http://www.forbes.com/companies/axis-bank/,0.0158684534697077,0.162582865884753
HeidelbergCement,18.546,16.776,0.7815,40.449,463,Materials,Construction Materials,Europe,Germany,Germany,,Bernd Scheifele,http://www.forbes.com/companies/heidelbergcement/,0.019320625973448,0.0465844062947067
Illinois Tool Works,45.535,13.599,2.035,15.201,465,Industrials,Other Industrial Equipment,North America,United States,Illinois,Illinois,Ernest Scott Santi,http://www.forbes.com/companies/illinois-tool-works/,0.133872771528189,0.149643356129127
Formosa Petrochemical,33.596,16.935,2.3492,14.036,466,Energy,Oil & Gas Operations,Asia,Taiwan,Taiwan,,Ming Tsao,http://www.forbes.com/companies/formosa-petrochemical/,0.167369620974637,0.138718630056097
Marriott International,34.881,17.072,0.78,24.14,467,Consumer Discretionary,Hotels & Motels,North America,United States,Maryland,Maryland,Arne M. Sorenson,http://www.forbes.com/companies/marriott-international/,0.0323115161557581,0.045688847235239
Adidas,39.605,21.34,1.1261,16.007,468,Consumer Discretionary,Apparel/Accessories,Europe,Germany,Germany,,Kasper Bo Rørsted,http://www.forbes.com/companies/adidas/,0.070350471668645,0.0527694470477976
CLP Holdings,26.76,10.233,1.6375,26.567,469,Utilities,Electric Utilities,Asia,Hong Kong,Hong Kong,,Richard Kendall Lancaster,http://www.forbes.com/companies/clp-holdings/,0.0616366168554974,0.160021499071631
Thomson Reuters,31.352,11.172,1.101,27.852,470,Consumer Discretionary,Printing & Publishing,North America,United States,New York,New York,Jim Smith,http://www.forbes.com/companies/thomson-reuters/,0.0395303748384317,0.0985499462943072
Kering,33.671,13.7,0.9127,25.461,471,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,François-Henri Pinault,http://www.forbes.com/companies/kering/,0.0358469816582224,0.0666204379562044
Colgate-Palmolive,64.944,15.195,2.441,12.123,472,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Ian M. Cook,http://www.forbes.com/companies/colgate-palmolive/,0.201352800461932,0.16064494899638
Richemont,44.337,11.483,1.1405,22.61,472,Consumer Discretionary,Specialty Stores,Europe,Switzerland,Switzerland,,Nicolas Bos,http://www.forbes.com/companies/richemont/,0.0504422821760283,0.0993207349995646
Shin-Etsu Chemical,36.212,11.284,1.5429,20.991,474,Materials,Diversified Chemicals,Asia,Japan,Japan,,Chihiro Kanagawa,http://www.forbes.com/companies/shin-etsu-chemical/,0.0735029298270687,0.13673342786246
Mapfre,10.515,23.302,0.8579,67.449,475,Financials,Diversified Insurance,Europe,Spain,Spain,,Antonio Huertas Mejías,http://www.forbes.com/companies/mapfre/,0.0127192397218639,0.0368165822676165
Poste Italiane,8.639,36.558,0.6881,203.783,475,Financials,Life & Health Insurance,Europe,Italy,Italy,,Matteo del Fante,http://www.forbes.com/companies/poste-italiane/,0.00337663102417768,0.0188221456315991
Aisin Seiki,13.159,31.706,1.0987,27.694,477,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Kanshiro Toyoda,http://www.forbes.com/companies/aisin-seiki/,0.0396728533256301,0.0346527471141109
Mitsubishi,34.711,57.046,-0.1642,129.113,478,Industrials,Trading Companies,Asia,Japan,Japan,,Ken Kobayashi,http://www.forbes.com/companies/mitsubishi/,-0.00127175419980947,-0.0028783788521544
Mitsubishi Estate,25.434,10.322,0.8686,46.337,479,Financials,Real Estate,Asia,Japan,Japan,,Junichi Yoshida,http://www.forbes.com/companies/mitsubishi-estate/,0.0187452791505708,0.0841503584576632
PPL,25.373,7.517,1.896,38.315,479,Utilities,Electric Utilities,North America,United States,Pennsylvania,Pennsylvania,William H. Spence,http://www.forbes.com/companies/ppl/,0.0494845360824742,0.252228282559532
Waste Management,32.344,13.609,1.182,21.323,481,Industrials,Environmental & Waste,North America,United States,Texas,Texas,"James C. Fish, Jr.",http://www.forbes.com/companies/waste-management/,0.0554331004080101,0.0868542876037916
Micron Technology,31.552,14.733,0.689,32.355,482,Information Technology,Semiconductors,North America,United States,Idaho,Idaho,Sanjay Mehrotra,http://www.forbes.com/companies/micron-technology/,0.0212950084994591,0.0467657639313107
Larsen & Toubro,24.503,15.697,0.8141,29.773,483,Industrials,Construction Services,Asia,India,India,,Anil Manibhai,http://www.forbes.com/companies/larsen-toubro/,0.0273435663184765,0.0518634133910938
Aegon,9.958,36.61,0.5011,437.433,484,Financials,Diversified Insurance,Europe,Netherlands,Netherlands,,Alexander Rijn Wynaendts,http://www.forbes.com/companies/aegon/,0.0011455468608907,0.0136875170718383
Teva Pharmaceutical,32.422,21.895,0.3369,92.89,485,Health Care,Pharmaceuticals,Asia,Israel,Israel,,Yitzhak Peterburg,http://www.forbes.com/companies/teva-pharmaceutical/,0.00362687049197976,0.0153870746745832
Compass Group,31.115,27.823,1.4078,13.694,486,Consumer Discretionary,Restaurants,Europe,United Kingdom,United Kingdom,,Richard John Cousins,http://www.forbes.com/companies/compass-group/,0.102804147801957,0.0505984257628581
Suncor Energy,51.686,20.233,0.3276,66.144,487,Energy,Oil & Gas Operations,North America,Canada,Canada,,Steven Walter Williams,http://www.forbes.com/companies/suncor-energy/,0.00495283018867925,0.0161913705332872
EDP-Energias de Portugal,12.271,16.145,1.0626,46.497,488,Utilities,Electric Utilities,Europe,Portugal,Portugal,,António Luís Guerra Nunes Mexia,http://www.forbes.com/companies/edp-energias-de-portugal/,0.0228530872959546,0.0658160421183029
Syngenta,40.907,12.785,1.1749,19.54,489,Materials,Specialized Chemicals,Europe,Switzerland,Switzerland,,John Ramsay,http://www.forbes.com/companies/syngenta/,0.0601279426816786,0.0918967540086038
Tenaga Nasional,17.435,10.922,1.7274,30.912,490,Utilities,Electric Utilities,Asia,Malaysia,Malaysia,,Azman bin Mohammed,http://www.forbes.com/companies/tenaga-nasional/,0.0558812111801242,0.158157846548251
Credit Suisse Group,30.142,29.933,-2.7538,806.672,491,Financials,Major Banks,Europe,Switzerland,Switzerland,,Tidjane Thiam,http://www.forbes.com/companies/credit-suisse-group/,-0.00341377908245235,-0.0919987973140013
Hana Financial Group,9.654,11.082,1.1278,288.274,492,Financials,Regional Banks,Asia,South Korea,South Korea,,Jung-Tai Kim,http://www.forbes.com/companies/hana-financial/,0.0039122501508981,0.10176863382061
Sampo,26.458,6.867,1.8252,39.81,493,Financials,Diversified Insurance,Europe,Finland,Finland,,Kari Henrik Stadigh,http://www.forbes.com/companies/sampo/,0.0458477769404672,0.265792922673657
Bank Mandiri,21.369,7.477,1.0381,77.107,494,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Kartika Wirjoatmodjo,http://www.forbes.com/companies/bank-mandiri/,0.0134631097046961,0.138839106593554
Schlumberger,109.201,27.81,-1.687,77.956,495,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Paal Kibsgaard,http://www.forbes.com/companies/schlumberger/,-0.0216404125404074,-0.0606616325062927
UniCredit Group,33.346,24.42,-13.0421,906.592,496,Financials,Regional Banks,Europe,Italy,Italy,,Jean-Pierre Mustier,http://www.forbes.com/companies/unicredit-group/,-0.0143858538350217,-0.534074529074529
M&T Bank,23.529,5.661,1.3048,123.449,497,Financials,Regional Banks,North America,United States,New York,New York,Robert G. Wilmers,http://www.forbes.com/companies/mt-bank/,0.0105695469384118,0.230489312842254
Thales,20.594,16.466,1.0469,23.932,497,Industrials,Aerospace & Defense,Europe,France,France,,Patrice Caine,http://www.forbes.com/companies/thales/,0.0437447768677921,0.0635794971456334
Applied Materials,42.038,11.846,2.138,15.244,499,Information Technology,Semiconductors,North America,United States,California,California,Gary E. Dickerson,http://www.forbes.com/companies/applied-materials/,0.140251902387825,0.180482863413811
Royal Bank of Scotland,34.971,21.609,-7.0946,986.859,500,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Ross Maxwell McEwan,http://www.forbes.com/companies/royal-bank-of-scotland/,-0.00718907158976105,-0.32831690499329
SK Telecom,16.325,14.732,1.43,25.913,501,Telecommunication Services,Telecommunications services,Asia,South Korea,South Korea,,Jung-Ho Park,http://www.forbes.com/companies/sk-telecom/,0.0551846563500945,0.0970676079283193
TE Connectivity,25.976,12.468,2.071,17.615,502,Information Technology,Electronics,Europe,Switzerland,Switzerland,,Terrence R. Curtin,http://www.forbes.com/companies/te-connectivity/,0.117570252625603,0.166105229387231
Caterpillar,56.021,38.537,-0.067,74.704,503,Industrials,Heavy Equipment,North America,United States,Illinois,Illinois,"Donald James Umpleby, III",http://www.forbes.com/companies/caterpillar/,-0.000896872992075391,-0.00173858888860057
China Merchants Shekou Industrial Zone Holdings,20.841,8.64,1.4422,36.079,504,Financials,Real Estate,Asia,China,China,,Yong Jun Xu,http://www.forbes.com/companies/china-merchants-shekou-industrial-zone-holdings/,0.0399733917237174,0.166921296296296
Ecolab,36.33,13.022,1.2296,18.33,505,Materials,Specialized Chemicals,North America,United States,Michigan,Michigan,"Douglas M. Baker, Jr.",http://www.forbes.com/companies/ecolab/,0.0670812875068194,0.0944248195361696
H&M,39.938,22.671,2.1503,10.857,506,Consumer Discretionary,Apparel/Footwear Retail,Europe,Sweden,Sweden,,Karl-Johan Persson,http://www.forbes.com/companies/hm/,0.198056553375702,0.0948480437563407
Omnicom Group,20.104,15.48,1.1423,23.165,506,Consumer Discretionary,Advertising,North America,United States,New York,New York,John D. Wren,http://www.forbes.com/companies/omnicom-group/,0.0493114612562055,0.0737919896640827
Chinatrust Financial,11.825,10.985,0.866,150.152,508,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Yi Kuei Wu,http://www.forbes.com/companies/chinatrust-financial/,0.0057674889445362,0.0788347746927629
Komatsu,24.277,15.748,0.9389,22.957,509,Industrials,Heavy Equipment,Asia,Japan,Japan,,Tetsuji Ohashi,http://www.forbes.com/companies/komatsu/,0.0408982009844492,0.0596202692405385
Haitong Securities,22.872,6.264,1.2131,80.706,510,Financials,Investment Services,Asia,China,China,,Qiu Ping Qu,http://www.forbes.com/companies/haitong-securities/,0.0150311005377543,0.193662196679438
Grupo ACS,11.168,36.276,0.8308,35.2,511,Industrials,Construction Services,Europe,Spain,Spain,,Florentino Pérez Rodríguez,http://www.forbes.com/companies/grupo-acs/,0.0236022727272727,0.0229021942882346
Resona Holdings,11.669,6.659,1.6889,410.703,512,Financials,Regional Banks,Asia,Japan,Japan,,Kazuhiro Higashi,http://www.forbes.com/companies/resona-holdings/,0.00411221734440703,0.253626670671272
Bharti Airtel,21.445,14.658,0.702,34.828,513,Telecommunication Services,Telecommunications services,Asia,India,India,,Gopal Vittal,http://www.forbes.com/companies/bharti-airtel/,0.020156196164006,0.0478919361440851
Deutsche Lufthansa,7.416,35.022,1.9646,37.765,513,Industrials,Airline,Europe,Germany,Germany,,Carsten Spohr,http://www.forbes.com/companies/deutsche-lufthansa/,0.0520217132265325,0.0560961681228942
Al Rajhi Bank,27.635,4.508,2.1665,90.546,515,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Stefano Paolo Bertamini,http://www.forbes.com/companies/al-rajhi-bank/,0.0239270646963974,0.480590062111801
Swisscom,22.501,11.818,1.6282,21.109,516,Telecommunication Services,Telecommunications services,Europe,Switzerland,Switzerland,,Urs Schaeppi,http://www.forbes.com/companies/swisscom/,0.0771329764555403,0.137772888813674
Couche Tard,25.856,35.668,1.1387,13.785,517,Consumer Staples,Food Retail,North America,Canada,Canada,,Brian P. Hannasch,http://www.forbes.com/companies/couche-tard/,0.0826042800145085,0.0319249747672984
Loews,15.905,12.994,0.654,76.594,517,Financials,Diversified Insurance,North America,United States,New York,New York,Jim Tisch,http://www.forbes.com/companies/loews/,0.00853852782202261,0.0503309219639834
ConocoPhillips,61.283,23.848,-3.615,89.772,519,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Ryan M. Lance,http://www.forbes.com/companies/conocophillips/,-0.0402686806576661,-0.151585038577659
Baxter International,28.61,10.163,4.946,15.546,520,Health Care,Medical Equipment & Supplies,North America,United States,Illinois,Illinois,Joe Almeida,http://www.forbes.com/companies/baxter-international/,0.318152579441657,0.486667322640952
Praxair,33.905,10.534,1.5,19.332,521,Materials,Specialized Chemicals,North America,United States,Connecticut,Connecticut,Stephen F. Angel,http://www.forbes.com/companies/praxair/,0.0775915580384854,0.142396050882856
Kyocera,19.884,12.895,1.108,26.518,522,Information Technology,Electronics,Asia,Japan,Japan,,Goro Yamaguchi,http://www.forbes.com/companies/kyocera/,0.0417829398898861,0.0859247770453664
Garanti Bank,10.192,9.19,1.6565,88.096,523,Financials,Regional Banks,Europe,Turkey,Turkey,,Ali Fuat Erbil,http://www.forbes.com/companies/garanti-bank/,0.0188033508899382,0.18025027203482
China Unicom,33.778,41.303,0.1016,88.86,524,Telecommunication Services,Telecommunications services,Asia,Hong Kong,Hong Kong,,Xiao Chu Wang,http://www.forbes.com/companies/china-unicom/,0.00114337159576862,0.00245986974311793
CIC Group,7.882,11.712,1.3012,304.789,525,Financials,Regional Banks,Europe,France,France,,Alain Fradin,http://www.forbes.com/companies/cic-group/,0.00426918294295398,0.111099726775956
Kubota,18.47,14.689,1.2193,22.897,526,Industrials,Heavy Equipment,Asia,Japan,Japan,,Masatoshi Kimata,http://www.forbes.com/companies/kubota/,0.0532515176660698,0.0830076928313704
Isbank,7.907,11.652,1.7519,118.024,527,Financials,Regional Banks,Europe,Turkey,Turkey,,Adnan Bali,http://www.forbes.com/companies/isbank/,0.0148435911340066,0.150351870923447
Astellas Pharma,27.98,12.08,1.9137,15.895,528,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Yoshihiko Hatanaka,http://www.forbes.com/companies/astellas-pharma/,0.12039635105379,0.158418874172185
CNOOC,54.818,22.027,0.0959,91.759,529,Energy,Oil & Gas Operations,Asia,Hong Kong,Hong Kong,,Guang Yu Yuan,http://www.forbes.com/companies/cnooc/,0.00104512908815484,0.00435374767331003
Simon Property Group,53.039,5.426,1.7543,31.104,530,Financials,Real Estate,North America,United States,Indiana,Indiana,David E. Simon,http://www.forbes.com/companies/simon-property-group/,0.0564011059670782,0.323313674898636
ASML Holding,56.8,7.516,1.7223,19.742,531,Information Technology,Semiconductors,Europe,Netherlands,Netherlands,,Peter T. F. M. Wennink,http://www.forbes.com/companies/asml-holding/,0.0872404011751595,0.229151144225652
British Sky Broadcasting,20.642,17.078,0.8474,22.851,531,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,United Kingdom,,David Jeremy Darroch,http://www.forbes.com/companies/british-sky-broadcasting/,0.0370837162487418,0.0496193933715892
Cummins,25.102,17.526,1.394,15.011,533,Industrials,Heavy Equipment,North America,United States,Indiana,Indiana,Tom Linebarger,http://www.forbes.com/companies/cummins/,0.0928652321630804,0.0795389706721442
China Zheshang Bank,9.754,8.077,1.5272,194.981,534,Financials,Regional Banks,Asia,China,China,,Ren Shen,http://www.forbes.com/companies/china-zheshang-bank/,0.00783255804411712,0.18908010399901
Standard Chartered,30.249,19.433,-0.247,646.692,535,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Bill Winters,http://www.forbes.com/companies/standard-chartered/,-0.000381943800139788,-0.0127103380847013
Tokyo Electric Power,6.135,50.161,1.0195,105.532,536,Utilities,Electric Utilities,Asia,Japan,Japan,,Fumio Sudo,http://www.forbes.com/companies/tokyo-electric-power/,0.00966057688663154,0.0203245549331154
Cognizant Technology,35.563,13.487,1.554,14.262,537,Information Technology,Computer Services,North America,United States,New Jersey,New Jersey,Francisco D'Souza,http://www.forbes.com/companies/cognizant-technology/,0.108960875052587,0.115222065692889
Viacom,17.967,12.658,1.385,23.312,538,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Robert M. Bakish,http://www.forbes.com/companies/viacom/,0.0594114619080302,0.109416969505451
Sasol,19.845,11.799,0.9929,27.57,539,Materials,Diversified Chemicals,Africa,South Africa,South Africa,,Stephen Russell Cornell,http://www.forbes.com/companies/sasol/,0.0360137830975698,0.0841511992541741
Public Service Enterprise Group,22.638,8.831,0.887,40.07,540,Utilities,Electric Utilities,North America,United States,New Jersey,New Jersey,Ralph Izzo,http://www.forbes.com/companies/public-service-enterprise-group/,0.022136261542301,0.100441626089911
Coal India,27.448,10.999,1.607,17.801,541,Materials,Diversified Metals & Mining,Asia,India,India,,Sutirtha Bhattacharya,http://www.forbes.com/companies/coal-india/,0.0902758272007191,0.146104191290117
Novatek,38.983,8.012,3.8479,15.841,542,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Leonid Viktorovich Mikhelson,http://www.forbes.com/companies/novatek/,0.242907644719399,0.480267099350974
Kirin Holdings,17.388,19.097,1.0874,20.133,543,Consumer Staples,Beverages,Asia,Japan,Japan,,Senji Miyake,http://www.forbes.com/companies/kirin-holdings/,0.054010827993841,0.0569408807666126
T&D Holdings,9.156,16.591,0.7032,128.6,544,Financials,Life & Health Insurance,Asia,Japan,Japan,,Kenji Nakagome,http://www.forbes.com/companies/td-holdings/,0.00546811819595645,0.0423844252908203
Mitsui,26.167,39.218,0.1149,99.953,545,Industrials,Trading Companies,Asia,Japan,Japan,,Tatsuo Yasunaga,http://www.forbes.com/companies/mitsui-co/,0.00114954028393345,0.00292977714314855
Regions Financial,17.404,5.805,1.163,126.704,546,Financials,Major Banks,North America,United States,Alabama,Alabama,"O. B. Grayson Hall, Jr.",http://www.forbes.com/companies/regions-financial/,0.0091788735951509,0.200344530577089
Ingersoll Rand,21.441,13.509,1.4762,17.397,547,Industrials,Conglomerates,Europe,Ireland,Ireland,,Michael W. Lamach,http://www.forbes.com/companies/ingersoll-rand/,0.0848537104098408,0.109275297949515
CenturyLink,13.413,17.47,0.626,47.017,548,Telecommunication Services,Telecommunications services,North America,United States,Louisiana,Louisiana,"Glen F. Post, III",http://www.forbes.com/companies/centurylink/,0.0133143331135547,0.0358328563251288
Bank of Nanjing,10.46,7.755,1.251,153.406,549,Financials,Regional Banks,Asia,China,China,,Fu Lin,http://www.forbes.com/companies/bank-of-nanjing/,0.0081548309714092,0.161315280464217
Dongfeng Motor Group,9.359,18.414,2.0114,26.615,550,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Liang Ma,http://www.forbes.com/companies/dongfeng-motor-group/,0.0755739244786774,0.1092321060063
Citizens Financial Group,17.638,5.783,1.045,150.611,551,Financials,Regional Banks,North America,United States,Rhode Island,Rhode Island,Bruce Winfield van Saun,http://www.forbes.com/companies/citizens-financial-group/,0.00693840423342253,0.18070205775549
Swire Pacific,15.081,8.037,1.2424,48.174,552,Industrials,Conglomerates,Asia,Hong Kong,Hong Kong,,John Slosar,http://www.forbes.com/companies/swire-pacific/,0.0257898451446839,0.15458504417071
RELX Group,40.929,9.303,1.5665,16.463,553,Information Technology,Computer Services,Europe,United Kingdom,United Kingdom,,Erik N. Engstrom,http://www.forbes.com/companies/relx-group/,0.0951527668104234,0.168386541975707
Samsung Fire & Marine,10.396,17.188,0.7395,55.545,553,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Min-Soo Ahn,http://www.forbes.com/companies/samsung-fire-marine/,0.0133135295706184,0.0430242029322783
Associated British Foods,24.369,19.015,1.1609,14.777,555,Consumer Staples,Food Processing,Europe,United Kingdom,United Kingdom,,George Garfield Weston,http://www.forbes.com/companies/associated-british-foods/,0.0785612776612303,0.0610518012095714
Standard Life,9.043,25.2,0.4965,228.73,556,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,Keith Skeoch,http://www.forbes.com/companies/standard-life/,0.00217068158964718,0.019702380952381
Ally Financial,9.089,10.057,1.067,163.728,557,Financials,Regional Banks,North America,United States,Michigan,Michigan,Jeffrey Jonathan Brown,http://www.forbes.com/companies/ally-financial/,0.00651690608814619,0.106095257034901
Møller-Maersk,35.046,35.466,-2.0126,62.589,558,Industrials,Other Transportation,Europe,Denmark,Denmark,,Søren Skou,http://www.forbes.com/companies/moller-maersk/,-0.03215581012638,-0.056747307280212
Ecopetrol,19.658,15.638,0.5127,40.409,559,Energy,Oil & Gas Operations,South America,Colombia,Colombia,,Juan Carlos Echeverry Garzón,http://www.forbes.com/companies/ecopetrol/,0.01268776757653,0.0327855224453255
National Bank of Canada,14.255,6.205,1.0783,179.574,560,Financials,Regional Banks,North America,Canada,Canada,,"Louis Vachon, CFA",http://www.forbes.com/companies/national-bank-of-canada/,0.00600476683706995,0.173779210314263
Sumitomo Electric,12.453,25.611,0.9046,24.566,561,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Masayoshi Matsumoto,http://www.forbes.com/companies/sumitomo-electric/,0.03682325164862,0.0353207606106751
Shire,51.264,11.584,0.3423,67.035,562,Health Care,Pharmaceuticals,Europe,Ireland,Ireland,,Flemming Ornskov,http://www.forbes.com/companies/shire/,0.00510628776012531,0.0295493784530387
Akzo Nobel,21.357,15.705,1.073,17.449,563,Materials,Diversified Chemicals,Europe,Netherlands,Netherlands,,Ton Büchner,http://www.forbes.com/companies/akzo-nobel/,0.0614934953292452,0.0683221903852276
Bank Central Asia,32.111,4.822,1.5493,50.231,564,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Jahja Setiaatmadja,http://www.forbes.com/companies/bank-central-asia/,0.0308435030160658,0.321298216507673
Marubeni,10.693,63.536,0.4293,64.348,565,Industrials,Trading Companies,Asia,Japan,Japan,,Teruo Asada,http://www.forbes.com/companies/marubeni/,0.00667153602287561,0.00675679929488794
DTE Energy,18.472,10.687,0.868,32.041,566,Utilities,Electric Utilities,North America,United States,Michigan,Michigan,Gerard M. Anderson,http://www.forbes.com/companies/dte-energy/,0.0270902905652133,0.0812201740432301
Koç Holding,10.386,23.456,1.1442,25.075,567,Industrials,Conglomerates,Europe,Turkey,Turkey,,Levent Çakiroglu,http://www.forbes.com/companies/koc-holding/,0.0456311066799601,0.0487806957708049
Unum,10.627,11.082,0.9314,63.558,568,Financials,Life & Health Insurance,North America,United States,Tennessee,Tennessee,Rick McKenney,http://www.forbes.com/companies/unum/,0.0146543314767614,0.0840462010467425
Best Buy,14.905,39.403,1.228,14.215,569,Information Technology,Computer & Electronics Retail,North America,United States,Minnesota,Minnesota,Hubert Joly,http://www.forbes.com/companies/best-buy/,0.0863876187126275,0.0311651397101744
Atlas Copco,42.94,12.1,1.3935,13.161,570,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Mats Rahmström,http://www.forbes.com/companies/atlas-copco/,0.105881012081149,0.115165289256198
MTR,33.258,5.821,1.321,33.192,570,Industrials,Railroads,Asia,Hong Kong,Hong Kong,,Kwok Kuen Leong,http://www.forbes.com/companies/mtr/,0.0397987466859484,0.226936952413675
Suncorp Group,12.639,10.339,0.7768,70.094,572,Financials,Diversified Insurance,Australia,Australia,Australia,,Michael Andrew Cameron,http://www.forbes.com/companies/suncorp-group/,0.0110822609638485,0.0751329915852597
Emirates NBD,12.484,5.533,1.8101,121.976,573,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Shayne Kieth Nelson,http://www.forbes.com/companies/emirates-nbd/,0.0148398045517151,0.327146213627327
LG Chem,17.692,17.807,1.1267,16.962,573,Materials,Specialized Chemicals,Asia,South Korea,South Korea,,Jin-Soo Park,http://www.forbes.com/companies/lg-chem/,0.0664249498879849,0.0632728702195766
QBE Insurance Group,13.277,11.587,0.8397,42.283,575,Financials,Property & Casualty Insurance,Australia,Australia,Australia,,John D. Neal,http://www.forbes.com/companies/qbe-insurance-group/,0.0198590450062673,0.0724691464572366
Northern Trust,19.756,5.195,1.008,123.927,576,Financials,Regional Banks,North America,United States,Illinois,Illinois,Frederick H. Waddell,http://www.forbes.com/companies/northern-trust/,0.00813382071703503,0.194032723772859
CME Group,40.092,3.608,1.5341,69.369,577,Financials,Investment Services,North America,United States,Illinois,Illinois,Terrence A. Duffy,http://www.forbes.com/companies/cme-group/,0.0221150658074933,0.425194013303769
Otsuka Holding,25.053,11.003,0.8519,22.735,578,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Tatsuo Higuchi,http://www.forbes.com/companies/otsuka-holding/,0.0374708599076314,0.0774243388166864
Altice,30.853,20.628,-1.7304,89.319,579,Telecommunication Services,Telecommunications services,Europe,Netherlands,Netherlands,,Michael Combes,http://www.forbes.com/companies/altice/,-0.0193732576495482,-0.0838859802210588
American Tower,52.169,5.786,0.9564,30.879,580,Financials,Real Estate,North America,United States,Massachusetts,Massachusetts,"James D. Taiclet, Jr.",http://www.forbes.com/companies/american-tower/,0.0309725055863208,0.16529554096094
Sinopharm Group,12.696,38.892,0.7008,22.694,581,Health Care,Pharmaceuticals,Asia,China,China,,Yu Wei,http://www.forbes.com/companies/sinopharm-group/,0.0308804089186569,0.0180191298981796
Falabella,21.319,12.718,0.9006,20.791,582,Consumer Discretionary,Department Stores,South America,Chile,Chile,,Sandro Solari Donaggio,http://www.forbes.com/companies/falabella/,0.0433168197777885,0.0708130209152382
Bharat Petroleum,15.206,28.783,1.2191,14.361,583,Energy,Oil & Gas Operations,Asia,India,India,,Rajkumar Duraiswamy,http://www.forbes.com/companies/bharat-petroleum/,0.0848896316412506,0.0423548622450752
Newell Brands,22.297,13.264,0.5272,33.838,584,Consumer Staples,Household/Personal Care,North America,United States,New Jersey,New Jersey,Michael B. Polk,http://www.forbes.com/companies/newell-brands/,0.0155801170281932,0.0397466827503016
Akbank,9.171,7.94,1.4862,91.624,585,Financials,Regional Banks,Europe,Turkey,Turkey,,Hakan Binbasgil,http://www.forbes.com/companies/akbank/,0.0162206408801187,0.187178841309824
