Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Pgnig Group,9.19,11.412,0.889,14.18,1009,Energy,Oil & Gas Operations,Europe,Poland,Poland,,Piotr Wozniak,http://www.forbes.com/companies/pgnig-group/,0.0626939351198872,0.077900455660708
HollyFrontier,8.084,17.72,1.094,11.062,1011,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,George Damiris,http://www.forbes.com/companies/hollyfrontier/,0.0988971252937986,0.0617381489841987
DSV,15.451,12.513,0.633,5.946,1012,Industrials,Trucking,Europe,Denmark,Denmark,,Jens Andersen,http://www.forbes.com/companies/dsv/,0.106458123107972,0.0505873891153201
Intuitive Surgical,60.918,3.724,1.128,7.847,1013,Health Care,Medical Equipment & Supplies,North America,United States,California,California,Gary S. Guthart,http://www.forbes.com/companies/intuitive-surgical/,0.143749203517268,0.302900107411386
Legrand,19.271,7.075,0.91,11.782,1014,Industrials,Electrical Equipment,Europe,France,France,,Benoît Coquart,http://www.forbes.com/companies/legrand/,0.0772364624002716,0.128621908127208
Inner Mongolia Baotou Steel,12.51,10.205,0.452,21.501,1015,Materials,Iron & Steel,Asia,China,China,,Xiao Li,http://www.forbes.com/companies/inner-mongolia-baotou-steel/,0.0210222780335798,0.0442920137187653
En+ Group Plc Sponsored GDR RegS,4.571,12.378,0.967,21.282,1016,,,Europe,United Kingdom,United Kingdom,,Vladimir Kiryukhin,http://www.forbes.com/companies/en-plus-group-plc-sponsored-gdr-regs/,0.0454374588854431,0.0781224753595088
Sany Heavy Industry,16.37,8.387,0.924,10.928,1017,Industrials,Heavy Equipment,Asia,China,China,,Wen Liang,http://www.forbes.com/companies/sany-heavy-industry/,0.0845534407027818,0.11017050196733
BDO Unibank,11.157,3.389,0.621,57.487,1018,Financials,Regional Banks,Asia,Philippines,Philippines,,Nestor Tan,http://www.forbes.com/companies/bdo-unibank/,0.0108024422913006,0.183239893773975
China Gas Holdings,16.43,7.767,0.884,11.951,1019,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Ming Liu,http://www.forbes.com/companies/china-gas-holdings/,0.0739687055476529,0.113814857731428
Aeroports de Paris,19.95,5.283,0.72,18.367,1020,Industrials,Other Transportation,Europe,France,France,,Augustin de Romanet de Beaune,http://www.forbes.com/companies/aeroports-de-paris/,0.0392007404584309,0.136286201022147
Diamondback Energy,17.635,2.178,0.846,21.596,1021,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Travis Stice,http://www.forbes.com/companies/diamondback-energy/,0.0391739210964994,0.388429752066116
Asr Nederland,6.327,6.893,0.726,66.783,1022,Financials,Diversified Insurance,Europe,Netherlands,Netherlands,,Jos Baeten,http://www.forbes.com/companies/asr-nederland/,0.0108710300525583,0.105324241984622
NEC,8.728,26.329,0.325,25.164,1023,Information Technology,Electronics,Asia,Japan,Japan,,Takashi Niino,http://www.forbes.com/companies/nec/,0.0129152757908123,0.0123438034106878
Db Insurance,3.836,13.141,0.484,45.083,1024,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Jeong-Nam Kim,http://www.forbes.com/companies/db-insurance/,0.0107357540536344,0.0368312913781295
JM Smucker,13.729,7.717,0.626,16.928,1025,Consumer Staples,Food Processing,North America,United States,Ohio,Ohio,Mark T. Smucker,http://www.forbes.com/companies/jm-smucker/,0.0369801512287335,0.0811196060645328
Schaeffler,6.345,16.801,1.039,14.613,1026,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,Germany,,Klaus Rosenfeld,http://www.forbes.com/companies/schaeffler/,0.0711010743858208,0.0618415570501756
Zimmer Biomet,24.55,7.933,-0.379,24.127,1027,Health Care,Medical Equipment & Supplies,North America,United States,Indiana,Indiana,Bryan C. Hanson,http://www.forbes.com/companies/zimmer-biomet/,-0.0157085422970116,-0.0477751166015379
China Jinmao,7.966,5.938,0.797,39.565,1028,Financials,Consumer Financial Services,Asia,Hong Kong,Hong Kong,,Cong Li,http://www.forbes.com/companies/china-jinmao/,0.0201440667256414,0.134220276187268
Hengli Petrochemical,13.391,9.029,0.502,18.242,1028,Industrials,Other Industrial Equipment,Asia,China,China,,Hong Fan,http://www.forbes.com/companies/hengli-petrochemical/,0.0275189123999561,0.0555986266474693
ALFA,5.467,19.048,0.683,18.779,1030,Industrials,Conglomerates,North America,Mexico,Mexico,,Armando Sada,http://www.forbes.com/companies/alfa/,0.0363704137600511,0.0358567828643427
Shanghai Construction,5.193,25.408,0.42,31.449,1031,Industrials,Construction Services,Asia,China,China,,Kyung-Shik Son,http://www.forbes.com/companies/shanghai-construction/,0.0133549556424688,0.0165302267002519
Qatar Islamic Bank,10.921,1.376,0.717,42.667,1032,Financials,Regional Banks,Asia,Qatar,Qatar,,Bassel Mohamed,http://www.forbes.com/companies/qatar-islamic-bank/,0.0168045562144046,0.521075581395349
CJ Cheiljedang,4.481,16.965,0.795,17.474,1033,Consumer Staples,Food Processing,Asia,South Korea,South Korea,,Cheol-Ha Kim,http://www.forbes.com/companies/cj-cheiljedang/,0.0454961657319446,0.0468611847922193
Turkish Airlines,3.407,12.959,0.834,20.503,1034,Industrials,Airline,Europe,Turkey,Turkey,,Bilal Eksi,http://www.forbes.com/companies/turkish-airlines/,0.040676974101351,0.0643568176556833
Thomson Reuters,30.061,5.502,0.533,17.047,1035,Consumer Discretionary,Printing & Publishing,North America,Canada,Canada,,Jim Smith,http://www.forbes.com/companies/thomson-reuters/,0.0312664985041356,0.0968738640494366
Investor AB,36.079,4.652,-0.259,46.972,1036,Financials,Investment Services,Europe,Sweden,Sweden,,Johan Forssell,http://www.forbes.com/companies/investor-ab/,-0.00551392318828238,-0.0556749785038693
Adecco,9.692,28.163,0.544,11.109,1037,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,Switzerland,,Alain Dehaze,http://www.forbes.com/companies/adecco/,0.0489693041677919,0.0193161239924724
Rockwell Automation,22.704,6.72,0.852,5.935,1038,Industrials,Other Industrial Equipment,North America,United States,Wisconsin,Wisconsin,Blake Moret,http://www.forbes.com/companies/rockwell-automation/,0.143555181128896,0.126785714285714
Moody's,35.696,4.443,1.31,9.526,1039,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Raymond McDaniel,http://www.forbes.com/companies/moodys/,0.137518370774722,0.29484582489309
Datang International Power,8.23,13.915,0.197,41.935,1040,Utilities,Electric Utilities,Asia,China,China,,Xin Wang,http://www.forbes.com/companies/datang-international-power/,0.00469774651245976,0.0141573841178584
Accor,11.952,4.259,2.634,14.766,1041,Consumer Discretionary,Hotels & Motels,Europe,France,France,,Sébastien Bazin,http://www.forbes.com/companies/accor/,0.178382771231207,0.61845503639352
IndusInd Bank,15.336,3.416,0.559,34.022,1042,Financials,Regional Banks,Asia,India,India,,Romesh Sobti,http://www.forbes.com/companies/indusind-bank/,0.0164305449415084,0.16364168618267
Intact Financial,11.562,8.037,0.545,20.206,1043,Financials,Property & Casualty Insurance,North America,Canada,Canada,,Charles Brindamour,http://www.forbes.com/companies/intact-financial/,0.0269721864792636,0.0678113724026378
J Sainsbury,6.537,38.9,0.362,29.395,1044,Consumer Staples,Food Retail,Europe,United Kingdom,United Kingdom,,Michael Coupe,http://www.forbes.com/companies/j-sainsbury/,0.0123150195611499,0.00930591259640103
Thai Beverage,15.28,7.944,0.713,12.806,1044,Consumer Staples,Beverages,Asia,Thailand,Thailand,,Thapana Sirivadhanabhakdi,http://www.forbes.com/companies/thai-beverage/,0.0556770263938779,0.0897532729103726
Yamaha Motor,7.591,15.149,0.845,13.065,1044,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,József Molnár,http://www.forbes.com/companies/yamaha-motor/,0.0646766169154229,0.0557792593570533
Cintas,22.345,6.768,0.834,7.434,1047,Consumer Discretionary,Business & Personal Services,North America,United States,Ohio,Ohio,Scott D. Farmer,http://www.forbes.com/companies/cintas/,0.112187247780468,0.12322695035461
Beijing Enterprises,6.805,8.646,0.967,22.287,1048,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Zi Hou,http://www.forbes.com/companies/beijing-enterprises/,0.0433885224570377,0.111843627110803
Gallagher,14.896,6.787,0.634,16.334,1049,Financials,Insurance Brokers,North America,United States,Illinois,Illinois,Patrick Gallagher,http://www.forbes.com/companies/gallagher/,0.0388147422554181,0.0934138794754678
Continental Resources,18.78,4.734,0.988,15.874,1050,Energy,Oil & Gas Operations,North America,United States,Oklahoma,Oklahoma,Harold Hamm,http://www.forbes.com/companies/continental-resources/,0.0622401411112511,0.208702999577524
Daito Trust Construction,10.187,14.246,0.764,7.456,1051,Industrials,Construction Services,Asia,Japan,Japan,,Naomi Kumakiri,http://www.forbes.com/companies/daito-trust-construction/,0.102467811158798,0.0536290888670504
China Shipbuilding Industry,23.033,6.483,0.175,30.054,1052,Industrials,Heavy Equipment,Asia,China,China,,Liang Wang,http://www.forbes.com/companies/china-shipbuilding-industry/,0.00582285219937446,0.0269936757673916
Shin Kong Financial,3.433,13.129,0.323,118.697,1053,Financials,Life & Health Insurance,Asia,Taiwan,Taiwan,,Jih-Chu Lee,http://www.forbes.com/companies/shin-kong-financial/,0.00272121452100727,0.0246020260492041
BBMG,6.217,12.034,0.503,39.075,1054,Materials,Construction Materials,Asia,China,China,,Jin PhD,http://www.forbes.com/companies/bbmg/,0.0128726807421625,0.0417982383247466
MediaTek,14.964,7.895,0.688,13.106,1054,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Li Tsai,http://www.forbes.com/companies/mediatek/,0.0524950404394934,0.0871437618746042
Onex,5.963,25.131,-0.659,45.417,1056,Financials,Investment Services,North America,Canada,Canada,,Gerald Schwartz,http://www.forbes.com/companies/onex/,-0.0145099852478147,-0.0262225936094863
Tokyu,9.517,10.434,0.493,21.617,1057,Industrials,Railroads,Asia,Japan,Japan,,Hirofumi Nomoto,http://www.forbes.com/companies/tokyu/,0.022806124809178,0.0472493770366111
WellCare Health Plans,12.691,20.414,0.44,11.87,1058,Health Care,Managed Health Care,North America,United States,Missouri,Missouri,Ken Burdick,http://www.forbes.com/companies/wellcare-health-plans/,0.0370682392586352,0.0215538356030175
Mitsubishi UFJ Lease,4.567,7.798,0.626,52.042,1059,Financials,Rental & Leasing,Asia,Japan,Japan,,David Williams,http://www.forbes.com/companies/mitsubishi-ufj-lease/,0.0120287460128358,0.0802769941010515
Celanese,13.448,7.155,1.207,9.313,1060,Materials,Diversified Chemicals,North America,United States,Texas,Texas,Lori Ryerkerk,http://www.forbes.com/companies/celanese/,0.129603779662837,0.16869322152341
Hesteel,5.59,17.119,0.458,29.98,1060,Materials,Iron & Steel,Asia,China,China,,Lanyu Wang,http://www.forbes.com/companies/hesteel/,0.0152768512341561,0.0267538991763538
Interactive Brokers Group,22.793,2.522,0.172,63.526,1060,Financials,Investment Services,North America,United States,Connecticut,Connecticut,Tom Peterffy,http://www.forbes.com/companies/interactive-brokers-group/,0.00270755281302144,0.0681998413957177
Sumitomo Metal Mining,8.874,8.612,0.847,15.962,1060,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Nobumasa Kemori,http://www.forbes.com/companies/sumitomo-metal-mining/,0.0530635258739506,0.0983511379470506
Japan Exchange Group,8.78,1.133,0.468,501.383,1064,Financials,Investment Services,Asia,Japan,Japan,,Akira Kiyota,http://www.forbes.com/companies/japan-exchange-group/,0.000933418165354629,0.41306266548985
Mohawk Industries,9.543,9.984,0.858,13.099,1064,Consumer Discretionary,Furniture & Fixtures,North America,United States,Georgia,Georgia,Jeffrey Lorberbaum,http://www.forbes.com/companies/mohawk-industries/,0.0655011832964348,0.0859375
Sojitz,4.288,16.963,0.596,21.172,1066,Industrials,Trading Companies,Asia,Japan,Japan,,Masayoshi Fujimoto,http://www.forbes.com/companies/sojitz/,0.0281503873039864,0.0351352944644226
Investec,6.315,5.962,0.716,73.206,1067,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Stephen Koseff,http://www.forbes.com/companies/investec/,0.00978061907493921,0.120093928212009
NetApp,19.187,6.195,1.044,8.418,1068,Information Technology,Computer Storage Devices,North America,United States,California,California,George Kurian,http://www.forbes.com/companies/netapp/,0.124019957234498,0.168523002421307
Yum China Holdings,17.144,8.415,0.708,4.61,1069,Consumer Discretionary,Restaurants,Asia,China,China,,Joey Wat,http://www.forbes.com/companies/yum-china-holdings/,0.153579175704989,0.0841354723707665
Melrose Industries Plc,12.426,11.474,-0.633,25.133,1070,Financials,Consumer Financial Services,Europe,United Kingdom,United Kingdom,,Christoper Miller,http://www.forbes.com/companies/melrose-industries-plc/,-0.0251860104245414,-0.0551682063796409
Universal Health,11.343,10.772,0.779,11.265,1071,Health Care,Healthcare Services,North America,United States,Pennsylvania,Pennsylvania,Alan Miller,http://www.forbes.com/companies/universal-health/,0.0691522414558367,0.0723171184552544
Gecina,10.843,1.13,1.186,22.53,1072,Financials,Real Estate,Europe,France,France,,Méka Brunel,http://www.forbes.com/companies/gecina/,0.0526409232134931,1.04955752212389
Restaurant Brands International,17.093,5.357,0.612,20.141,1072,Consumer Discretionary,Restaurants,North America,Canada,Canada,,José Cil,http://www.forbes.com/companies/restaurant-brands-international/,0.0303857802492428,0.114243046481239
Dexia,0.009,11.049,-0.5587,196.545,1074,Financials,Major Banks,Europe,Belgium,Belgium,,Wouter Devriendt,http://www.forbes.com/companies/dexia/,-0.00284260601897784,-0.0505656620508643
Norwegian Cruise Line Holdings,12.26,6.055,0.955,15.206,1075,Consumer Discretionary,Hotels & Motels,North America,United States,Florida,Florida,Frank Del Rio,http://www.forbes.com/companies/norwegian-cruise-line-holdings/,0.0628041562541102,0.157720891824938
Sika,21.2,7.24,0.698,6.474,1076,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Paul Schuler,http://www.forbes.com/companies/sika/,0.107815878900216,0.0964088397790055
Zhejiang Zheneng Electric Power,10.081,8.592,0.66,16.107,1076,Utilities,Electric Utilities,Asia,China,China,,Guo Yu,http://www.forbes.com/companies/zhejiang-zheneng-electric-power/,0.040975973179363,0.0768156424581006
Singapore Airlines,8.599,12.055,0.491,20.184,1078,Industrials,Airline,Asia,Singapore,Singapore,,Choon Goh,http://www.forbes.com/companies/singapore-airlines/,0.0243261989694808,0.0407299875570303
Technipfmc,11.006,12.556,-1.922,25.004,1079,Energy,Oil Services & Equipment,Europe,United Kingdom,United Kingdom,,Douglas Pferdehirt,http://www.forbes.com/companies/technipfmc/,-0.0768677011678131,-0.153074227460975
BCI-Banco Credito,9.347,3.642,0.616,59.582,1080,Financials,Major Banks,South America,Chile,Chile,,Eugenio Chrismar,http://www.forbes.com/companies/bci-banco-credito/,0.010338692893827,0.169137836353652
SDIC Power Holdings,8.593,6.053,0.66,32.147,1080,Utilities,Electric Utilities,Asia,China,China,,Ji Zhu,http://www.forbes.com/companies/sdic-power-holdings/,0.0205306871558777,0.109036841235751
Dassault Aviation,12.121,6.039,0.676,19.494,1082,Industrials,Aerospace & Defense,Europe,France,France,,Éric Trappier,http://www.forbes.com/companies/dassault-aviation/,0.0346773366163948,0.111939062758735
First Financial Holding,8.542,2.894,0.575,95.494,1083,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Ying Wu,http://www.forbes.com/companies/first-financial-holding/,0.00602132071124887,0.198686938493435
Barrick Gold,23.192,7.259,-1.575,22.631,1084,Materials,Diversified Metals & Mining,North America,Canada,Canada,,Dennis Bristow,http://www.forbes.com/companies/barrick-gold/,-0.0695948035879988,-0.216972034715526
Shimizu,6.542,14.671,0.766,15.986,1085,Industrials,Construction Services,Asia,Japan,Japan,,Yoichi Miyamoto,http://www.forbes.com/companies/shimizu/,0.0479169273113975,0.0522118464998978
Vistra Energy,12.638,10.059,-0.054,26.024,1086,Utilities,Electric Utilities,North America,United States,Texas,Texas,Curtis Morgan,http://www.forbes.com/companies/vistra-energy/,-0.00207500768521365,-0.0053683268714584
Invesco,8.65,5.231,0.856,30.978,1087,Financials,Investment Services,North America,United States,Georgia,Georgia,Martin Flanagan,http://www.forbes.com/companies/invesco/,0.027632513396604,0.163639839418849
Mosaic,10.443,9.587,0.47,20.119,1088,Materials,Specialized Chemicals,North America,United States,Massachusetts,Massachusetts,James O'Rourke,http://www.forbes.com/companies/mosaic/,0.0233610020378746,0.0490247209763221
Oi,2.474,6.033,6.726,16.884,1089,Telecommunication Services,Telecommunications services,South America,Brazil,Brazil,,Eurico Teles Neto,http://www.forbes.com/companies/oi/,0.398365316275764,1.1148682247638
Jiangsu Yanghe Brewery,27.418,3.064,1.236,6.566,1090,Consumer Staples,Beverages,Asia,China,China,,Gi-Hong Woo,http://www.forbes.com/companies/jiangsu-yanghe-brewery/,0.18824246116357,0.403394255874674
Klepierre,10.65,1.382,0.823,29.216,1091,Financials,Real Estate,Europe,France,France,,Jean-Marc Jestin,http://www.forbes.com/companies/klepierre/,0.0281694961664841,0.595513748191028
SM Investments,21.639,8.538,,18.951,1092,Consumer Discretionary,Department Stores,Asia,Philippines,Philippines,,Frederic DyBuncio,http://www.forbes.com/companies/sm-investments/,,
Harris,19.54,6.442,0.853,9.852,1093,Information Technology,Communications Equipment,North America,United States,Florida,Florida,William M. Brown,http://www.forbes.com/companies/harris/,0.0865814047909054,0.132412294318535
Agilent Technologies,24.185,4.987,1.14,8.952,1094,Information Technology,Electronics,North America,United States,California,California,Mike McMullen,http://www.forbes.com/companies/agilent-technologies/,0.127345844504021,0.228594345297774
Altice Europe,3.405,16.818,-0.393,51.82,1095,Consumer Discretionary,Broadcasting & Cable,Europe,Netherlands,Netherlands,,Alain Weill,http://www.forbes.com/companies/altice-europe/,-0.0075839444230027,-0.0233678201926507
Joint Stock Commercial Bank for Foreign Trade of Vietnam,10.853,3.066,0.562,46.304,1096,Financials,Regional Banks,Asia,Vietnam,Vietnam,,Dung Pham,http://www.forbes.com/companies/joint-stock-commercial-bank-for-foreign-trade-of-vietnam/,0.0121371803731859,0.183300717547293
Kyushu Electric Power,4.895,18.302,0.36,42.502,1096,Utilities,Electric Utilities,Asia,Japan,Japan,,Masayoshi Nuki,http://www.forbes.com/companies/kyushu-electric-power/,0.00847018963813467,0.0196699814227953
Markel,14.07,7.269,-0.133,33.755,1098,Financials,Diversified Insurance,North America,United States,Virginia,Virginia,Thomas Gayner,http://www.forbes.com/companies/markel/,-0.00394015701377574,-0.0182968771495391
Welltower,29.269,4.702,0.389,30.342,1099,Financials,Real Estate,North America,United States,Ohio,Ohio,Thomas DeRosa,http://www.forbes.com/companies/welltower/,0.0128205128205128,0.0827307528711187
Twitter,26.416,3.042,1.206,10.167,1100,,,North America,United States,California,California,Jack Dorsey,http://www.forbes.com/companies/twitter/,0.118619061670109,0.396449704142012
Kerry Group,19.232,7.795,0.638,9.515,1101,Consumer Staples,Food Processing,Europe,Ireland,Ireland,,Edmond Scanlon,http://www.forbes.com/companies/kerry-group/,0.0670520231213873,0.0818473380372033
Angang Steel,6.029,15.103,1.063,13.112,1102,Materials,Iron & Steel,Asia,China,China,,Da Lin,http://www.forbes.com/companies/angang-steel/,0.0810707748627212,0.0703833675428723
Hoya,25.228,5.073,1.017,6.56,1102,Information Technology,Electronics,Asia,Japan,Japan,,Hiroshi Suzuki,http://www.forbes.com/companies/hoya/,0.155030487804878,0.200473092844471
Illumina,46.868,3.332,0.826,6.959,1104,Health Care,Biotechs,North America,United States,California,California,Francis deSouza,http://www.forbes.com/companies/illumina/,0.118695214829717,0.247899159663866
Mondi,10.901,8.824,0.973,9.193,1105,Materials,Paper & Paper Products,Europe,United Kingdom,United Kingdom,,Peter Oswald,http://www.forbes.com/companies/mondi/,0.105841401066029,0.110267452402539
Steel Dynamics,7.571,11.822,1.258,7.704,1105,Materials,Iron & Steel,North America,United States,Indiana,Indiana,Mark Millet,http://www.forbes.com/companies/steel-dynamics/,0.163291796469367,0.106411774657418
Bajaj Finserv,17.362,5.529,0.448,24.867,1107,,,Asia,India,India,,Sanjivnayan Bajaj,http://www.forbes.com/companies/bajaj-finserv/,0.0180158442916315,0.0810273105444023
Boston Properties,20.549,2.708,0.583,20.256,1108,Financials,Real Estate,North America,United States,Massachusetts,Massachusetts,Owen Thomas,http://www.forbes.com/companies/boston-properties/,0.0287815955766193,0.215288035450517
Insurance Australia Group,12.792,5.491,0.651,20.251,1109,Financials,Property & Casualty Insurance,Australia,Australia,Australia,,Peter Harmer,http://www.forbes.com/companies/insurance-australia-group/,0.0321465606636709,0.118557639774176
American Water Works,18.9,3.44,0.567,22.216,1110,Utilities,Diversified Utilities,North America,United States,New Jersey,New Jersey,Susan Story,http://www.forbes.com/companies/american-water-works/,0.0255221462009363,0.164825581395349
Goodyear,4.764,15.475,0.693,16.872,1111,Consumer Discretionary,Auto & Truck Parts,North America,United States,Ohio,Ohio,Richard J. Kramer,http://www.forbes.com/companies/goodyear/,0.0410739687055477,0.0447819063004846
Banco de Sabadell,6.367,7.785,0.387,254.148,1112,Financials,Regional Banks,Europe,Spain,Spain,,Jaime Guardiola Romojaro,http://www.forbes.com/companies/banco-de-sabadell/,0.0015227347844563,0.0497109826589595
Knorr-Bremse,18.088,7.033,0.743,7.113,1113,,,Europe,Germany,Germany,,Klaus Mangold,http://www.forbes.com/companies/knorr-bremse/,0.104456628707999,0.105644817289919
Annaly Capital Management,14.415,1.967,0.054,105.788,1114,Financials,Real Estate,North America,United States,New York,New York,Kevin Keyes,http://www.forbes.com/companies/annaly-capital-management/,0.000510454872008167,0.0274529740721912
Helvetia Holding,6.22,9.348,0.442,59.16,1115,Financials,Diversified Insurance,Europe,Switzerland,Switzerland,,Philipp Gmür,http://www.forbes.com/companies/helvetia-holding/,0.00747126436781609,0.0472828412494651
LG Display,6.845,22.114,-0.188,29.733,1116,Information Technology,Electronics,Asia,South Korea,South Korea,,Sang-Beom Han,http://www.forbes.com/companies/lg-display/,-0.00632294084014395,-0.00850140182689699
Harbin Bank,2.579,4.82,0.838,89.691,1117,Financials,Major Banks,Asia,China,China,,Shu Gao,http://www.forbes.com/companies/harbin-bank/,0.00934318939469958,0.173858921161826
Alinma Bank,10.569,1.584,0.671,32.344,1118,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Abdul Aziz Al-Fares,http://www.forbes.com/companies/alinma-bank/,0.0207457333663121,0.423611111111111
Grupo Inbursa,10.2,4.05,0.889,25.866,1118,Financials,Regional Banks,North America,Mexico,Mexico,,Javier Izquierdo,http://www.forbes.com/companies/grupo-inbursa/,0.0343694425114049,0.219506172839506
AGL Energy,10.22,9.485,0.937,10.713,1120,Utilities,Electric Utilities,Australia,Australia,Australia,,Brett Redman,http://www.forbes.com/companies/agl-energy/,0.0874638289928125,0.0987875593041645
E.Sun Financial,8.427,2.243,0.566,74.431,1121,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Nan Huang,http://www.forbes.com/companies/esun-financial/,0.00760435839905416,0.252340615247436
Paychex,29.323,3.663,1.033,10.363,1122,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Martin Mucci,http://www.forbes.com/companies/paychex/,0.0996815593939979,0.282009282009282
AerCap Holdings,7.05,4.747,1.016,43.209,1123,Industrials,Other Transportation,Europe,Ireland,Ireland,,Aengus Kelly,http://www.forbes.com/companies/aercap-holdings/,0.0235136198477169,0.214029913629661
Rongsheng Petrochemical,12.498,13.792,0.243,17.684,1124,Consumer Discretionary,Apparel/Accessories,Asia,China,China,,Shuirong Li,http://www.forbes.com/companies/rongsheng-petrochemical/,0.0137412350147026,0.017618909512761
Bunge,7.233,45.745,0.267,19.425,1125,Consumer Staples,Food Processing,North America,United States,New York,New York,Gregory Heckman,http://www.forbes.com/companies/bunge/,0.0137451737451737,0.00583670346485955
Meiji Holdings,11.265,11.361,0.656,9.343,1126,Consumer Staples,Food Processing,Asia,Japan,Japan,,Shigetaro Asano,http://www.forbes.com/companies/meiji-holdings/,0.0702129936851119,0.0577413960038729
Bankinter,7.424,2.616,0.621,87.453,1127,Financials,Regional Banks,Europe,Spain,Spain,,María Dolores Dancausa Treviño,http://www.forbes.com/companies/bankinter/,0.00710095708552022,0.237385321100917
Westlake Chemical,9.671,8.635,0.99,11.602,1128,Materials,Diversified Chemicals,North America,United States,Texas,Texas,Albert Chao,http://www.forbes.com/companies/westlake-chemical/,0.085330115497328,0.114649681528662
Grifols,18.481,5.293,0.704,14.263,1129,Health Care,Biotechs,Europe,Spain,Spain,,Victor Deu,http://www.forbes.com/companies/grifols/,0.0493584799831732,0.133005856791989
KLA-Tencor,20.327,4.302,1.421,5.605,1129,Information Technology,Semiconductors,North America,United States,California,California,Rick Wallace,http://www.forbes.com/companies/kla-tencor/,0.253523639607493,0.330311483031148
Monster Beverage,29.982,3.807,0.993,4.653,1131,Consumer Staples,Beverages,North America,United States,California,California,Rodney Sacks,http://www.forbes.com/companies/monster-beverage/,0.213410702772405,0.260835303388495
Darden Restaurants,14.372,8.415,0.68,5.698,1132,Consumer Discretionary,Restaurants,North America,United States,Florida,Florida,"Eugene I. Lee, Jr.",http://www.forbes.com/companies/darden-restaurants/,0.119340119340119,0.0808080808080808
Ferrovial,17.253,6.768,-0.564,27.986,1133,Industrials,Other Transportation,Europe,Spain,Spain,,Íñigo Amusco,http://www.forbes.com/companies/ferrovial/,-0.020152933609662,-0.0833333333333333
Encana,10.804,5.528,1.086,15.344,1134,Energy,Oil & Gas Operations,North America,Canada,Canada,,Douglas Suttles,http://www.forbes.com/companies/encana/,0.0707768508863399,0.196454413892909
Taiwan Cooperative Financial,8.09,2.637,0.518,114.139,1135,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Mei Chen,http://www.forbes.com/companies/taiwan-cooperative-financial/,0.00453832607610019,0.196435343193022
Industries Qatar,20.769,1.59,1.381,10.18,1136,Materials,Specialized Chemicals,Asia,Qatar,Qatar,,Saad Al-Kaabi,http://www.forbes.com/companies/industries-qatar/,0.13565815324165,0.868553459119497
Clorox,19.671,6.244,0.79,5.073,1137,Consumer Staples,Household/Personal Care,North America,United States,California,California,Benno Dorer,http://www.forbes.com/companies/clorox/,0.155726394638281,0.126521460602178
Lonza Group,21.786,5.663,0.571,14.122,1137,Materials,Specialized Chemicals,Europe,Switzerland,Switzerland,,Marc Funk,http://www.forbes.com/companies/lonza-group/,0.0404333663786999,0.100829948790394
Hankyu Hanshin Holdings,8.761,7.201,0.614,22.299,1139,Industrials,Railroads,Asia,Japan,Japan,,Kazuo Sumi,http://www.forbes.com/companies/hankyu-hanshin-holdings/,0.0275348670343962,0.0852659352867657
Ternium,5.263,11.547,1.5,12.546,1140,Materials,Iron & Steel,Europe,Luxembourg,Luxembourg,,Máximo Vedoya,http://www.forbes.com/companies/ternium/,0.119560019129603,0.12990387113536
Tohoku Electric Power,5.997,19.683,0.255,38.182,1141,Utilities,Electric Utilities,Asia,Japan,Japan,,Makoto Kaiwa,http://www.forbes.com/companies/tohoku-electric-power/,0.00667853962600178,0.0129553421734492
BorgWarner,9.135,10.532,0.931,10.095,1142,Consumer Discretionary,Auto & Truck Parts,North America,United States,Michigan,Michigan,Frédéric Lissalde,http://www.forbes.com/companies/borgwarner/,0.0922238732045567,0.0883972654766426
Attijariwafa Bank,8.732,4.128,0.608,53.26,1143,Financials,Regional Banks,Africa,Morocco,Morocco,,Mohamed Kettani,http://www.forbes.com/companies/attijariwafa-bank/,0.0114156965828014,0.147286821705426
Ulta Beauty,20.633,6.717,0.659,3.279,1144,Consumer Discretionary,Specialty Stores,North America,United States,Illinois,Illinois,Mary Dillon,http://www.forbes.com/companies/ulta-beauty/,0.200975907288808,0.0981092749739467
CIFI Holdings Group,5.563,6.382,0.843,35.111,1145,,,Asia,China,China,,Feng Lin,http://www.forbes.com/companies/cifi-holdings-group/,0.0240095696505369,0.132090253838922
