Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Regeneron Pharmaceuticals,33.107,6.065,1.4276,9.373,927,Health Care,Biotechs,North America,United States,New York,New York,Leonard Schleifer,http://www.forbes.com/companies/regeneron-pharmaceuticals/,0.152309826096234,0.235383347073372
Genuine Parts,13.409,16.989,0.6332,12.759,928,Consumer Discretionary,Specialty Stores,North America,United States,Georgia,Georgia,Paul Donahue,http://www.forbes.com/companies/genuine-parts/,0.0496277137706717,0.0372711754664783
Mohawk Industries,15.933,9.683,0.9795,12.56,929,Consumer Discretionary,Furniture & Fixtures,North America,United States,Georgia,Georgia,Jeffrey Lorberbaum,http://www.forbes.com/companies/mohawk-industries/,0.0779856687898089,0.101156666322421
Abu Dhabi Commercial Bank,9.656,3.5,1.148,72.597,930,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Ala'a Khalil Eraiqat,http://www.forbes.com/companies/abu-dhabi-commercial/,0.015813325619516,0.328
CapitaLand,11.597,4.033,1.0933,47.36,931,Financials,Real Estate,Asia,Singapore,Singapore,,Ming Lim,http://www.forbes.com/companies/capitaland/,0.0230848817567568,0.271088519712373
Bank Hapoalim,9.568,4.966,0.7395,130.896,932,Financials,Regional Banks,Asia,Israel,Israel,,Ari Pinto,http://www.forbes.com/companies/bank-hapoalim/,0.0056495232856619,0.148912605718888
Gecina,12.772,0.799,2.1381,24.143,933,Financials,Real Estate,Europe,France,France,,Méka Brunel,http://www.forbes.com/companies/gecina/,0.0885598310069171,2.67596996245307
Mediobanca,10.343,2.56,0.912,86.565,934,Financials,Regional Banks,Europe,Italy,Italy,,Alberto Nagel,http://www.forbes.com/companies/mediobanca/,0.0105354357996881,0.35625
VakifBank,3.322,6.761,1.127,69.05,935,Financials,Regional Banks,Europe,Turkey,Turkey,,Mehmet Özcan,http://www.forbes.com/companies/vakifbank/,0.0163215061549602,0.166691317852389
HCL Technologies,19.282,7.844,1.3528,7.363,936,Information Technology,Software & Programming,Asia,India,India,,Shiv Nadar,http://www.forbes.com/companies/hcl-technologies/,0.183729458101317,0.172463029066803
Technipfmc,14.789,14.81,0.2271,28.528,936,Energy,Oil Services & Equipment,Europe,United Kingdom,United Kingdom,,C. Vijayakumar,http://www.forbes.com/companies/technipfmc/,0.0079606001121705,0.0153342336259284
Westlake Chemical,15.177,8.248,1.4444,11.604,938,Materials,Diversified Chemicals,North America,United States,Texas,Texas,Albert Chao,http://www.forbes.com/companies/westlake-chemical/,0.124474319200276,0.175121241513094
China Gezhouba,5.83,15.573,0.7084,31.049,939,Industrials,Construction Services,Asia,China,China,,Jian He,http://www.forbes.com/companies/china-gezhouba/,0.0228155496151245,0.0454889873499005
Corning,23.25,10.241,-1.172,26.834,940,Information Technology,Communications Equipment,North America,United States,New York,New York,Wendell Weeks,http://www.forbes.com/companies/corning/,-0.0436759335171797,-0.114441949028415
Suntory Beverage & Food,14.295,11.005,0.6966,14.482,941,Consumer Staples,Beverages,Asia,Japan,Japan,,Saburo Kogo,http://www.forbes.com/companies/suntory-beverage-food/,0.0481010910095291,0.0632985006815084
Asr Nederland,6.517,7.162,1.0219,65.875,942,Financials,Diversified Insurance,Europe,Netherlands,Netherlands,,Jos M.,http://www.forbes.com/companies/asr-nederland/,0.0155127134724858,0.142683607930746
Shanghai Electric Group,11.993,11.949,0.396,31.609,943,Industrials,Heavy Equipment,Asia,China,China,,Jian Zheng,http://www.forbes.com/companies/shanghai-electric-group/,0.0125280774462969,0.033140848606578
JM Smucker,12.839,7.36,1.2564,15.329,944,Consumer Staples,Food Processing,North America,United States,Ohio,Ohio,Mark Smucker,http://www.forbes.com/companies/jm-smucker/,0.0819622936916955,0.17070652173913
SVB Financial Group,17.006,2.126,0.584,53.501,945,Financials,Regional Banks,North America,United States,California,California,Gregory Becker,http://www.forbes.com/companies/svb-financial-group/,0.010915683818994,0.274694261523989
Aluminum Corp of China,10.111,26.263,0.195,32.197,946,Materials,Aluminum,Asia,China,China,,De Yu,http://www.forbes.com/companies/aluminum-corp-of-china/,0.00605646488803305,0.00742489433804211
Zijin Mining Group,13.821,14.755,0.546,14.458,947,Materials,Diversified Metals & Mining,Asia,China,China,,Jing Chen,http://www.forbes.com/companies/zijin-mining-group/,0.0377645594134735,0.0370044052863436
Klepierre,12.395,1.575,1.3858,30.195,948,Financials,Real Estate,Europe,France,France,,Jean-Marc Jestin,http://www.forbes.com/companies/klepierre/,0.0458950157310813,0.879873015873016
Db Insurance,4.072,13.552,0.585,44.586,949,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Jeong-Nam Kim,http://www.forbes.com/companies/db-insurance/,0.0131207105369398,0.0431670602125148
Fortive,26.358,6.862,1.106,10.655,950,Industrials,Electrical Equipment,North America,United States,Washington,Washington,James Lico,http://www.forbes.com/companies/fortive/,0.103801032379165,0.161177499271349
Hindustan Petroleum,7.202,27.933,1.2282,12.503,951,Energy,Oil & Gas Operations,Asia,India,India,,Mukesh Surana,http://www.forbes.com/companies/hindustan-petroleum/,0.0982324242181876,0.0439694984427022
OTP Bank,10.875,3.951,1.0254,51.059,952,Financials,Regional Banks,Europe,Hungary,Hungary,,Sándor Csányi,http://www.forbes.com/companies/otp-bank/,0.0200826494839304,0.259529233105543
Yum! Brands,27.351,5.832,1.493,4.836,952,Consumer Discretionary,Restaurants,North America,United States,Kentucky,Kentucky,Greg Creed,http://www.forbes.com/companies/yum-brands/,0.308726220016543,0.256001371742113
STMicroelectronics,21.185,8.73,0.928,10.068,954,Information Technology,Semiconductors,Europe,Switzerland,Switzerland,,Carlo Bozotti,http://www.forbes.com/companies/stmicroelectronics/,0.0921732220897894,0.106300114547537
Fiserv,29.803,5.742,1.422,10.167,955,Information Technology,Software & Programming,North America,United States,Wisconsin,Wisconsin,Jeffery Yabuki,http://www.forbes.com/companies/fiserv/,0.139864266745353,0.247648902821317
Cemex,8.839,13.959,0.4873,29.199,956,Materials,Construction Materials,North America,Mexico,Mexico,,Fernando Olivieri,http://www.forbes.com/companies/cemex/,0.0166889277030035,0.034909377462569
China Coal Energy,9.384,13.076,0.406,39.644,957,Materials,Diversified Metals & Mining,Asia,China,China,,Yan Li,http://www.forbes.com/companies/china-coal-energy/,0.0102411462011906,0.0310492505353319
Hormel Foods,19.201,9.219,0.9147,7.859,958,Consumer Staples,Food Processing,North America,United States,Minnesota,Minnesota,James Snee,http://www.forbes.com/companies/hormel-foods/,0.116388853543708,0.0992190042303938
Towngas,30.007,4.167,1.0555,16.768,959,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Wing Chan,http://www.forbes.com/companies/towngas/,0.0629472805343512,0.253299736021118
Crown Castle International,42.98,4.639,0.4394,32.25,960,Telecommunication Services,Telecommunications services,North America,United States,Texas,Texas,Jay Brown,http://www.forbes.com/companies/crown-castle-international/,0.0136248062015504,0.0947186893727096
TDK,11.877,11.475,0.5726,17.915,961,Information Technology,Electronics,Asia,Japan,Japan,,Takehiro Kamigama,http://www.forbes.com/companies/tdk/,0.0319620429807424,0.0498997821350763
Bank of Ireland,9.664,4.03,0.722,147.163,962,Financials,Regional Banks,Europe,Ireland,Ireland,,Francesca McDonagh,http://www.forbes.com/companies/bank-of-ireland/,0.00490612450140321,0.179156327543424
L3 Technologies,15.39,10.323,0.717,12.873,963,Industrials,Aerospace & Defense,North America,United States,New York,New York,Chris Kubasik,http://www.forbes.com/companies/l3-technologies/,0.0556979725005826,0.0694565533275211
Snam,15.638,2.812,1.0118,26.658,964,Utilities,Electric Utilities,Europe,Italy,Italy,,Marco Alverà,http://www.forbes.com/companies/snam/,0.0379548353214795,0.359815078236131
Boston Scientific,41.353,9.266,0.112,19.202,965,Health Care,Medical Equipment & Supplies,North America,United States,Massachusetts,Massachusetts,Michael Mahoney,http://www.forbes.com/companies/boston-scientific/,0.00583272575773357,0.0120872005180229
St. James's Place,8.508,11.595,0.1879,121.644,966,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Andrew Croft,http://www.forbes.com/companies/st-jamess-place/,0.00154467133602973,0.0162052608883139
Bunge,10.028,45.314,0.092,23.084,967,Consumer Staples,Food Processing,North America,United States,New York,New York,Soren Schroder,http://www.forbes.com/companies/bunge/,0.0039854444636978,0.00203027761839608
Cielo,13.696,3.599,1.262,24.975,968,Consumer Discretionary,Business & Personal Services,South America,Brazil,Brazil,,Eduardo Gouveia,http://www.forbes.com/companies/cielo/,0.0505305305305305,0.350652959155321
Franklin Resources,17.967,6.652,0.6735,17.69,968,Financials,Investment Services,North America,United States,California,California,Gregory Johnson,http://www.forbes.com/companies/franklin-resources/,0.038072357263991,0.101247745039086
Seagate Technology,16.279,10.755,0.835,9.012,968,Information Technology,Computer Storage Devices,Europe,Ireland,Ireland,,William Mosley,http://www.forbes.com/companies/seagate-technology/,0.0926542387927208,0.0776383077638308
Tokyu,10.243,10.273,0.6325,21.294,971,Industrials,Railroads,Asia,Japan,Japan,,Hirofumi Nomoto,http://www.forbes.com/companies/tokyu/,0.0297032027801259,0.061569161880658
Westfield,14.238,1.418,1.5454,21.254,972,Financials,Real Estate,Australia,Australia,Australia,,Peter Lowy,http://www.forbes.com/companies/westfield/,0.0727110191022866,1.08984485190409
Guangdong Wens Foodstuffs Group,18.131,8.441,1.0089,7.991,973,Consumer Staples,Food Processing,Asia,China,China,,Steven Lowy,http://www.forbes.com/companies/guangdong-wens-foodstuffs-group/,0.126254536353398,0.119523753109821
Voya Financial,8.907,9.323,-0.4292,219.824,974,Financials,Investment Services,North America,United States,New York,New York,Rodney Martin,http://www.forbes.com/companies/voya-financial/,-0.0019524710677633,-0.0460366834709857
Daito Trust Construction,12.798,14.048,0.7924,7.926,975,Industrials,Construction Services,Asia,Japan,Japan,,Naomi Kumakiri,http://www.forbes.com/companies/daito-trust-construction/,0.0999747665909664,0.0564066059225512
Gap,11.364,15.855,0.848,7.989,976,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,California,California,Art Peck,http://www.forbes.com/companies/gap/,0.106145950682188,0.0534847051403343
China Resources Power,9.181,9.408,0.5933,28.267,977,Utilities,Electric Utilities,Asia,Hong Kong,Hong Kong,,Ru Li,http://www.forbes.com/companies/china-resources-power/,0.0209891392790179,0.0630633503401361
Beiersdorf,26.306,7.959,0.758,9.931,978,Consumer Staples,Household/Personal Care,Europe,Germany,Germany,,Stefan Heidenreich,http://www.forbes.com/companies/beiersdorf/,0.0763266539119928,0.0952380952380952
Intuit,49.737,5.434,0.95,4.898,979,Information Technology,Software & Programming,North America,United States,California,California,Brad Smith,http://www.forbes.com/companies/intuit/,0.193956717027358,0.174825174825175
Zions Bancorp,11.395,2.814,0.688,66.481,980,Financials,Regional Banks,North America,United States,Utah,Utah,Harris Simmons,http://www.forbes.com/companies/zions-bancorp/,0.0103488214677878,0.244491826581379
Ceconomy,3.542,25.036,1.1392,13.747,981,Consumer Discretionary,Department Stores,Europe,Germany,Germany,,Pieter Haas,http://www.forbes.com/companies/ceconomy/,0.0828689895977304,0.0455024764339351
Severstal,13.393,8.252,1.4593,7.068,982,Materials,Iron & Steel,Asia,Russia,Russia,,Shevelev Alexander,http://www.forbes.com/companies/severstal/,0.206465761177136,0.176841977702375
Ameren,13.857,6.248,0.572,26.079,983,Utilities,Electric Utilities,North America,United States,Missouri,Missouri,Warner Baxter,http://www.forbes.com/companies/ameren/,0.0219333563403505,0.0915492957746479
QBE Insurance Group,10.459,12.665,-1.2183,44.364,983,Financials,Property & Casualty Insurance,Australia,Australia,Australia,,Pat Regan,http://www.forbes.com/companies/qbe-insurance-group/,-0.0274614552339735,-0.0961942360836952
Amadeus IT Group,33.588,5.474,1.1312,9.528,985,Information Technology,Software & Programming,Europe,Spain,Spain,,Luis Camino,http://www.forbes.com/companies/amadeus-it-group/,0.11872376154492,0.206649616368286
SMC,26.452,5.134,1.2368,12.053,986,Industrials,Other Industrial Equipment,Asia,Japan,Japan,,Yoshiyuki Takada,http://www.forbes.com/companies/smc-corp/,0.102613457230565,0.240903778730035
Banque Saudi Fransi,10.31,2.205,0.944,49.071,987,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Rayan Mohammed,http://www.forbes.com/companies/banque-saudi-fransi/,0.0192374314768397,0.428117913832199
Sumitomo Metal Mining,11.673,8.423,0.8269,15.976,987,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Nobumasa Kemori,http://www.forbes.com/companies/sumitomo-metal-mining/,0.0517588883324987,0.0981716728006648
Dr Pepper Snapple Group,21.511,6.774,1.058,10.179,989,Consumer Staples,Beverages,North America,United States,Texas,Texas,Larry Young,http://www.forbes.com/companies/dr-pepper-snapple/,0.103939483249828,0.156185414821376
American Financial Group,9.956,6.697,0.467,60.656,990,Financials,Diversified Insurance,North America,United States,Ohio,Ohio,Carl Lindner,http://www.forbes.com/companies/american-financial-group/,0.00769915589554207,0.0697327161415559
Zoetis,40.862,5.442,0.978,8.69,991,Health Care,Pharmaceuticals,North America,United States,New Jersey,New Jersey,Juan Alaix,http://www.forbes.com/companies/zoetis/,0.112543153049482,0.179713340683572
Cencosud,8.085,16.115,0.678,16.813,992,Consumer Discretionary,Specialty Stores,South America,Chile,Chile,,Jaime Bottinelli,http://www.forbes.com/companies/cencosud/,0.0403259382620591,0.0420726031647533
Finatis,0.337,43.586,-0.0665,48.194,993,Consumer Staples,Food Retail,Europe,France,France,,Didier Lévêque,http://www.forbes.com/companies/finatis/,-0.00137983981408474,-0.00152571926765475
Roper Technologies,28.826,4.724,1.025,14.074,993,Industrials,Other Industrial Equipment,North America,United States,Florida,Florida,Brian Jellison,http://www.forbes.com/companies/roper-technologies/,0.0728293306806878,0.216977138018628
Hershey,18.836,7.608,1.0081,7.333,995,Consumer Staples,Food Processing,North America,United States,Pennsylvania,Pennsylvania,Michele Buck,http://www.forbes.com/companies/hershey/,0.137474430655939,0.132505257623554
T Rowe Price,28.625,5.043,1.5298,7.374,995,Financials,Investment Services,North America,United States,Maryland,Maryland,Bill Stromberg,http://www.forbes.com/companies/t-rowe-price/,0.207458638459452,0.303351179853262
Activision Blizzard,54.578,7.257,0.347,18.397,997,Consumer Discretionary,Recreational Products,North America,United States,California,California,Robert Kotick,http://www.forbes.com/companies/activision-blizzard/,0.0188617709409143,0.0478159018878324
Textron,16.845,14.401,0.395,14.968,998,Industrials,Conglomerates,North America,United States,Rhode Island,Rhode Island,Scott Donnelly,http://www.forbes.com/companies/textron/,0.0263896312132549,0.0274286507881397
Dassault Aviation,16.799,5.451,0.7997,18.318,999,Industrials,Aerospace & Defense,Europe,France,France,,Éric Trappier,http://www.forbes.com/companies/dassault-aviation/,0.0436565127197292,0.146707026233719
China Resources Pharmaceutical Group,8.534,22.14,0.447,20.564,1000,Health Care,Pharmaceuticals,Asia,Hong Kong,Hong Kong,,Chun Wang,http://www.forbes.com/companies/china-resources-pharmaceutical-group/,0.0217370161447189,0.020189701897019
MediaTek,16.895,7.73,0.6766,14.177,1001,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Ching Hsieh,http://www.forbes.com/companies/mediatek/,0.0477251886858997,0.087529107373868
Shenzhen Overseas,10.555,4.337,1.0369,37.996,1002,Consumer Discretionary,Hotels & Motels,Asia,China,China,,Li Tsai,http://www.forbes.com/companies/shenzhen-overseas/,0.0272897147068112,0.239082314964261
Ball,13.463,11.303,0.456,17.731,1003,Materials,Containers & Packaging,North America,United States,Colorado,Colorado,John Hayes,http://www.forbes.com/companies/ball/,0.0257176696181828,0.0403432716977793
Electronic Arts,40.737,5.137,1.043,8.584,1004,Consumer Discretionary,Recreational Products,North America,United States,California,California,Andrew Wilson,http://www.forbes.com/companies/electronic-arts/,0.121505125815471,0.203036791901888
Shin Kong Financial,4.212,14.814,0.3462,113.713,1005,Financials,Life & Health Insurance,Asia,Taiwan,Taiwan,,Jih-Chu Lee,http://www.forbes.com/companies/shin-kong-financial/,0.00304450678462445,0.0233697853381936
Onex,7.22,25.348,-0.973,44.679,1006,Financials,Investment Services,North America,Canada,Canada,,Gerald Schwartz,http://www.forbes.com/companies/onex/,-0.0217775688802346,-0.0383856714533691
Tata Steel,10.155,19.867,0.3031,26.672,1007,Materials,Iron & Steel,Asia,India,India,,Thachat Narendran,http://www.forbes.com/companies/tata-steel/,0.0113639772045591,0.0152564554286002
Shimizu,7.933,13.709,0.7667,16.891,1008,Industrials,Construction Services,Asia,Japan,Japan,,Yoichi Miyamoto,http://www.forbes.com/companies/shimizu/,0.045391036646735,0.0559267634400759
Tohoku Electric Power,6.584,18.689,0.426,39.701,1009,Utilities,Electric Utilities,Asia,Japan,Japan,,Makoto Kaiwa,http://www.forbes.com/companies/tohoku-electric-power/,0.0107302083070955,0.0227941569907432
NEC,7.244,25.664,0.4139,26.529,1010,Information Technology,Electronics,Asia,Japan,Japan,,Takashi Niino,http://www.forbes.com/companies/nec/,0.0156017942628821,0.0161276496259352
CGI Group,17.226,8.736,0.814,9.59,1011,Information Technology,Computer Services,North America,Canada,Canada,,George Schindler,http://www.forbes.com/companies/cgi-group/,0.0848800834202294,0.0931776556776557
Unipol Gruppo,3.681,16.112,-0.39,106.989,1012,Financials,Diversified Insurance,Europe,Italy,Italy,,Carlo Cimbri,http://www.forbes.com/companies/unipol-gruppo/,-0.0036452345568236,-0.0242055610724926
Yes Bank,11.985,3.965,0.6567,47.906,1013,Financials,Regional Banks,Asia,India,India,,Rana Kapoor,http://www.forbes.com/companies/yes-bank/,0.013708095019413,0.16562421185372
UBI Banca,5.834,5.306,0.7789,152.953,1014,Financials,Regional Banks,Europe,Italy,Italy,,Letizia Moratti,http://www.forbes.com/companies/ubi-banca/,0.00509241400953234,0.146796079909536
Agile Property Holdings,7.864,7.689,0.8985,25.086,1015,Financials,Real Estate,Asia,China,China,,Victor Massiah,http://www.forbes.com/companies/agile-property-holdings/,0.035816790241569,0.116855247756535
Gemdale,8.075,5.321,1.0663,35.739,1016,Financials,Real Estate,Asia,China,China,,Ke Ling,http://www.forbes.com/companies/gemdale/,0.0298357536584683,0.200394662657395
Interactive Brokers Group,32.813,2.046,0.098,59.093,1017,Financials,Investment Services,North America,United States,Connecticut,Connecticut,Tom Peterffy,http://www.forbes.com/companies/interactive-brokers-group/,0.00165840285651431,0.0478983382209189
Amphenol,26.52,7.318,0.6912,9.404,1018,Information Technology,Electronics,North America,United States,Connecticut,Connecticut,Richard Norwitt,http://www.forbes.com/companies/amphenol/,0.0735006380263718,0.0944520360754305
Discovery Communications,16.817,7.589,-0.181,34.658,1019,Consumer Discretionary,Broadcasting & Cable,North America,United States,Maryland,Maryland,David Zaslav,http://www.forbes.com/companies/discovery-communications/,-0.0052224594610191,-0.0238503096587166
Public Storage,36.867,2.693,1.4381,10.686,1020,Financials,Real Estate,North America,United States,California,California,Ronald Havner,http://www.forbes.com/companies/public-storage/,0.134577952461164,0.53401411065726
Quanta Computer,6.878,33.566,0.4722,20.612,1020,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Tzu Liang,http://www.forbes.com/companies/quanta-computer/,0.0229089850572482,0.01406780670917
Air Canada,5.078,12.997,1.4842,14.714,1022,Industrials,Airline,North America,Canada,Canada,,Calin Rovinescu,http://www.forbes.com/companies/air-canada/,0.100869919804268,0.114195583596215
AvalonBay Communities,22.995,2.187,0.7805,18.646,1023,Financials,Real Estate,North America,United States,Virginia,Virginia,Timothy Naughton,http://www.forbes.com/companies/avalonbay-communities/,0.0418588437198327,0.356881572930956
HAL Trust,14.799,9.081,0.4405,19.502,1024,Financials,Investment Services,,Monaco,Monaco,,Melchert Groot,http://www.forbes.com/companies/hal-trust/,0.0225874269305712,0.0485078735822046
AerCap Holdings,7.974,4.961,1.0804,42.494,1025,Industrials,Other Transportation,Europe,Ireland,Ireland,,Aengus Kelly,http://www.forbes.com/companies/aercap-holdings/,0.0254247658492964,0.217778673654505
Pgnig Group,10.329,10.366,0.7999,13.872,1026,Energy,Oil & Gas Operations,Europe,Poland,Poland,,Piotr Wozniak,http://www.forbes.com/companies/pgnig-group/,0.0576629181084198,0.0771657341308123
WW Grainger,16.584,10.65,0.6373,5.903,1027,Industrials,Electrical Equipment,North America,United States,Illinois,Illinois,Donald Macpherson,http://www.forbes.com/companies/ww-grainger/,0.107962053193292,0.0598403755868545
AGNC Investment,7.435,2.196,1.119,69.221,1028,Financials,Investment Services,North America,United States,Maryland,Maryland,Gary Kain,http://www.forbes.com/companies/agnc-investment/,0.0161656144811546,0.509562841530055
AntarChile,8.475,20.342,0.3985,22.729,1029,Financials,Investment Services,South America,Chile,Chile,,Andrés Bromley,http://www.forbes.com/companies/antarchile/,0.0175326675172687,0.0195900108150624
Kuwait Finance House,10.931,3.418,0.6273,57.977,1029,Financials,Regional Banks,Asia,Kuwait,Kuwait,,Mazen Ali,http://www.forbes.com/companies/kuwait-finance-house/,0.010819807854839,0.183528379169105
Concho Resources,22.763,2.921,1.132,14.381,1031,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Tim Leach,http://www.forbes.com/companies/concho-resources/,0.0787149711424796,0.387538514207463
GS Holdings,5.463,14.758,0.7274,20.748,1032,Energy,Oil & Gas Operations,Asia,South Korea,South Korea,,Chang-Soo Huh,http://www.forbes.com/companies/gs-holdings/,0.0350588008482745,0.0492885214798753
Chongqing Changan Auto,7.239,12.014,0.921,17.033,1033,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Taek-Geun Jeong,http://www.forbes.com/companies/chongqing-changan-aut/,0.0540715082486937,0.076660562676877
Schroders,13.195,3.268,0.7637,30.421,1034,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Peter Harrison,http://www.forbes.com/companies/schroders/,0.0251043686926794,0.233690330477356
Bankinter,9.773,2.487,0.6005,87.678,1035,Financials,Regional Banks,Europe,Spain,Spain,,María Dancausa,http://www.forbes.com/companies/bankinter/,0.00684892447364219,0.241455568958585
Scor,7.611,15.873,0.3226,49.469,1035,Financials,Diversified Insurance,Europe,France,France,,Denis Kessler,http://www.forbes.com/companies/scor/,0.00652125573591542,0.0203238203238203
JBS,6.715,51.109,0.189,32.768,1037,Consumer Staples,Food Processing,South America,Brazil,Brazil,,José Sobrinho,http://www.forbes.com/companies/jbs/,0.005767822265625,0.00369797882956035
Continental Resources,25.431,3.521,1.0229,14.378,1038,Energy,Oil & Gas Operations,North America,United States,Oklahoma,Oklahoma,Harold Hamm,http://www.forbes.com/companies/continental-resources/,0.0711434135484768,0.290514058506106
JSW Steel,11.622,10.141,0.65,14.054,1039,Materials,Iron & Steel,Asia,India,India,,Sajjan Jindal,http://www.forbes.com/companies/jsw-steel/,0.0462501778852996,0.0640962429740657
Japan Exchange Group,10.213,1.09,0.4555,388.494,1040,Financials,Investment Services,Asia,Japan,Japan,,Seshagiri Metlapalli,http://www.forbes.com/companies/japan-exchange-group/,0.00117247628019995,0.417889908256881
Metro Group,5.074,41.911,0.4884,19.063,1041,Consumer Staples,Food Retail,Europe,Germany,Germany,,Olaf Koch,http://www.forbes.com/companies/metro-group/,0.0256203115983843,0.011653265252559
Guosen Securities,13.955,1.404,0.6448,32.558,1042,Financials,Investment Services,Asia,China,China,,Cheng He,http://www.forbes.com/companies/guosen-securities/,0.0198046563056699,0.459259259259259
Whirlpool,11.042,21.378,0.291,20.339,1042,Consumer Discretionary,Household Appliances,North America,United States,Michigan,Michigan,Marc Bitzer,http://www.forbes.com/companies/whirlpool/,0.0143074880770933,0.0136121246140892
Kingfisher,8.658,15.151,0.6305,14.714,1044,Consumer Discretionary,Home Improvement Retail,Europe,United Kingdom,United Kingdom,,Véronique Laury-Deroubaix,http://www.forbes.com/companies/kingfisher/,0.042850346608672,0.0416144148901063
Cincinnati Financial,11.799,5.442,0.813,21.47,1045,Financials,Diversified Insurance,North America,United States,Ohio,Ohio,Steven Johnston,http://www.forbes.com/companies/cincinnati-financial/,0.0378667908709828,0.149393605292172
DaVita,11.581,13.431,0.3946,18.942,1045,Health Care,Healthcare Services,North America,United States,Colorado,Colorado,Kent Thiry,http://www.forbes.com/companies/davita/,0.0208320135149403,0.0293797930161567
CDW,11.934,15.473,0.5924,7.028,1047,Information Technology,Software & Programming,North America,United States,Illinois,Illinois,Thomas Richards,http://www.forbes.com/companies/cdw/,0.08429140580535,0.0382860466619272
Bank Of Hangzhou,6.687,5.375,0.6733,127.97,1048,Financials,Regional Banks,Asia,China,China,,Zhen Chen,http://www.forbes.com/companies/bank-of-hangzhou/,0.00526138938813784,0.12526511627907
Kobe Steel,3.925,16.973,0.5701,22.12,1049,Materials,Iron & Steel,Asia,Japan,Japan,,Hiroya Kawasaki,http://www.forbes.com/companies/kobe-steel/,0.0257730560578662,0.0335886407824191
General Growth Properties,19.781,2.35,0.6143,23.258,1050,Financials,Real Estate,North America,United States,Illinois,Illinois,Sandeep Mathrani,http://www.forbes.com/companies/general-growth-properties/,0.0264124172327801,0.261404255319149
Angang Steel,7.438,12.914,0.9302,14.646,1051,Materials,Iron & Steel,Asia,China,China,,Da Lin,http://www.forbes.com/companies/angang-steel/,0.0635122217670354,0.072030354653864
Leucadia National,8.462,12.152,0.015,49.001,1052,Industrials,Conglomerates,North America,United States,New York,New York,Rich Handler,http://www.forbes.com/companies/leucadia-national/,0.000306116201710169,0.00123436471362739
Pembina Pipeline,17.432,4.488,0.7838,20.119,1053,Energy,Oil & Gas Operations,North America,Canada,Canada,,Mick Dilger,http://www.forbes.com/companies/pembina-pipeline/,0.0389581987176301,0.174643493761141
WR Berkley,9.358,7.706,0.592,24.588,1054,Financials,Property & Casualty Insurance,North America,United States,Connecticut,Connecticut,W. Berkley,http://www.forbes.com/companies/wr-berkley/,0.024076785423784,0.0768232546067999
Tenaris,23.019,5.967,0.5659,14.724,1055,Energy,Oil Services & Equipment,Europe,Luxembourg,Luxembourg,,Paolo Rocca,http://www.forbes.com/companies/tenaris/,0.0384338494974192,0.0948382771912184
KT Corp,6.292,21.139,0.4257,28.584,1056,Telecommunication Services,Telecommunications services,Asia,South Korea,South Korea,,Chang-Gyu Hwang,http://www.forbes.com/companies/kt-corp/,0.0148929471032746,0.0201381333081035
Conagra Brands,14.895,7.834,0.8901,10.463,1057,Consumer Staples,Food Processing,North America,United States,Nebraska,Nebraska,Sean Connolly,http://www.forbes.com/companies/conagra-brands/,0.085071203287776,0.113620117436814
Expedia,17.103,10.379,0.3271,20.429,1058,Consumer Discretionary,Business & Personal Services,North America,United States,Washington,Washington,Mark Okerstrom,http://www.forbes.com/companies/expedia/,0.0160115522051985,0.0315155602659216
Inner Mongolia Baotou Steel,14.537,8.417,0.3773,23.286,1058,Materials,Iron & Steel,Asia,China,China,,De Li,http://www.forbes.com/companies/inner-mongolia-baotou-steel/,0.016202868676458,0.0448259474872282
TCL Corp,7.041,16.79,0.4447,25.926,1060,Consumer Discretionary,Consumer Electronics,Asia,China,China,,Dong Li,http://www.forbes.com/companies/tcl-corp/,0.0171526652780992,0.0264860035735557
CMS Energy,12.821,6.707,0.502,22.868,1061,Utilities,Electric Utilities,North America,United States,Michigan,Michigan,Patricia Poppe,http://www.forbes.com/companies/cms-energy/,0.0219520727654364,0.0748471745937081
Dexia,0.016,11.063,-0.5211,217.27,1062,Financials,Major Banks,Europe,Belgium,Belgium,,Wouter Devriendt,http://www.forbes.com/companies/dexia/,-0.00239839830625489,-0.047102955798608
Legrand,21.114,6.227,0.8022,11.317,1063,Industrials,Electrical Equipment,Europe,France,France,,Benoît Coquart,http://www.forbes.com/companies/legrand/,0.0708845100291597,0.128826079974305
