Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Keppel,11.233,4.56,0.2166,21.101,1634,Industrials,Conglomerates,Asia,Singapore,Singapore,,Chin Loh,http://www.forbes.com/companies/keppel/,0.0102649163546751,0.0475
Unicaja Banco,3.122,1.514,0.1726,71.708,1634,Financials,Major Banks,Europe,Spain,Spain,,Enrique del Villar Boceta,http://www.forbes.com/companies/unicaja-banco/,0.0024069838790651,0.114002642007926
Cullen/Frost Bankers,7.583,1.264,0.3834,31.459,1636,Financials,Regional Banks,North America,United States,Texas,Texas,Phillip Green,http://www.forbes.com/companies/cullen-frost-bankers/,0.0121872913951492,0.303322784810127
Suruga Bank,3.149,1.356,0.4068,39.701,1637,Financials,Regional Banks,Asia,Japan,Japan,,Mitsuyoshi Okano,http://www.forbes.com/companies/suruga-bank/,0.0102465932848039,0.3
Banco Davivienda,5.205,3.58,0.432,33.765,1638,Financials,Regional Banks,South America,Colombia,Colombia,,Carlos Arango,http://www.forbes.com/companies/banco-davivienda/,0.0127943136383829,0.120670391061453
Vistra Energy,11.997,5.406,-0.638,14.776,1639,Utilities,Electric Utilities,North America,United States,Texas,Texas,Curtis Morgan,http://www.forbes.com/companies/vistra-energy/,-0.0431781266919329,-0.118017018128006
ServiceNow,31.602,2.105,-0.0978,3.704,1640,Information Technology,Software & Programming,North America,United States,California,California,John Donahoe II,http://www.forbes.com/companies/servicenow/,-0.0264038876889849,-0.0464608076009501
Deutsche Pfandbriefbank,2.175,2.003,0.205,69.639,1641,Financials,Regional Banks,Europe,Germany,Germany,,Andreas Arndt,http://www.forbes.com/companies/deutsche-pfandbriefbank/,0.00294375278220537,0.102346480279581
News Corp,8.846,8.385,-1.572,13.372,1642,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Robert Thomson,http://www.forbes.com/companies/news-corp/,-0.117559078671852,-0.187477638640429
Acciona,4.588,8.182,0.2483,20.591,1643,Industrials,Construction Services,Europe,Spain,Spain,,José Entrecanales,http://www.forbes.com/companies/acciona/,0.0120586664076538,0.0303471033977023
Bendigo & Adelaide Bank,3.942,2.27,0.3467,55.737,1644,Financials,Regional Banks,Australia,Australia,Australia,,Mike Hirst,http://www.forbes.com/companies/bendigo-adelaide-bank/,0.00622028455065755,0.15273127753304
Brambles,11.831,5.1,0.4691,8.258,1644,Consumer Discretionary,Business & Personal Services,Australia,Australia,Australia,,Graham Chipchase,http://www.forbes.com/companies/brambles/,0.05680552191814,0.0919803921568628
Spotify Technology,27.029,4.613,-1.393,3.938,1644,Information Technology,Software & Programming,Europe,Luxembourg,Luxembourg,,Daniel Ek,http://www.forbes.com/companies/spotify-technology/,-0.353732859319451,-0.301972685887709
Haseko,4.663,7.338,0.6522,6.472,1647,Industrials,Construction Services,Asia,Japan,Japan,,Ikuo Oguri,http://www.forbes.com/companies/haseko/,0.100772558714462,0.0888798037612428
LEG Immobilien AG,7.128,0.958,1.0362,12.406,1647,Financials,Real Estate,Europe,Germany,Germany,,,http://www.forbes.com/companies/leg-immobilien-ag/,0.0835241012413348,1.08162839248434
Bed Bath & Beyond,2.359,12.349,0.4249,7.041,1649,Consumer Discretionary,Specialty Stores,North America,United States,New Jersey,New Jersey,Steven Temares,http://www.forbes.com/companies/bed-bath-beyond/,0.0603465416844198,0.0344076443436716
IndusInd Bank,16.896,2.77,0.4277,,1650,Financials,Regional Banks,Asia,India,India,,Romesh Sobti,http://www.forbes.com/companies/indusind-bank/,,0.154404332129964
Red Hat,30.643,2.92,0.2588,5.467,1651,Information Technology,Software & Programming,North America,United States,North Carolina,North Carolina,Jim Whitehurst,http://www.forbes.com/companies/red-hat/,0.0473385769160417,0.0886301369863014
Dangote Cement,11.565,2.436,0.5719,4.776,1652,Materials,Construction Materials,Africa,Nigeria,Nigeria,,Joseph Makoju,http://www.forbes.com/companies/dangote-cement/,0.119744556113903,0.234770114942529
Gjensidige Forsikring,7.913,3.628,0.4862,19.534,1653,Financials,Property & Casualty Insurance,Europe,Norway,Norway,,Helge Baastad,http://www.forbes.com/companies/gjensidige-forsikring/,0.024889935497082,0.134013230429989
SDIC Essence,8.301,1.889,0.3808,25.875,1653,Consumer Staples,Household/Personal Care,Asia,China,China,,Wen Duan,http://www.forbes.com/companies/sdic-essence/,0.0147169082125604,0.201588141874007
Bank Muscat,2.895,1.527,0.4632,29.363,1655,Financials,Regional Banks,Asia,Oman,Oman,,Abdul Ali Issa,http://www.forbes.com/companies/bank-muscat/,0.0157749548751831,0.303339882121807
Iyo Bank,2.485,0.999,0.2133,66.729,1656,Financials,Regional Banks,Asia,Japan,Japan,,Iwao Ohtsuka,http://www.forbes.com/companies/iyo-bank/,0.00319651126197006,0.213513513513513
NARI Technology Development,13.3,3.969,0.5005,6.911,1657,Industrials,Electrical Equipment,Asia,China,China,,Shijie Xiao,http://www.forbes.com/companies/nari-technology-development/,0.0724207784691072,0.126102292768959
Suzuken,4.242,19.164,0.1698,11.074,1658,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Jian Zhang,http://www.forbes.com/companies/suzuken/,0.0153332129311902,0.00886036318096431
Longi Green Energy Technology,11.943,2.564,0.5535,5.532,1659,Information Technology,Semiconductors,Asia,China,China,,Zhen Li,http://www.forbes.com/companies/longi-green-energy-technology/,0.100054229934924,0.215873634945398
Autodesk,29.845,2.049,-0.5669,4.114,1660,Information Technology,Software & Programming,North America,United States,California,California,Andrew Anagnost,http://www.forbes.com/companies/autodesk/,-0.137797763733593,-0.276671547096144
Invitation Homes,12.322,1.043,-0.1398,18.684,1661,,,North America,United States,Texas,Texas,Frederick Tuomi,http://www.forbes.com/companies/invitation-homes/,-0.00748233782915864,-0.134036433365292
Maxim Integrated Products,16.109,2.449,0.4365,4.623,1662,Information Technology,Semiconductors,North America,United States,California,California,Tunç Doluca,http://www.forbes.com/companies/maxim-integrated-products/,0.0944192083062946,0.178236014699878
Shanghai Fosun Pharmaceutical,14.479,3.049,0.4657,10.127,1662,Health Care,Pharmaceuticals,Asia,China,China,,Yi Wu,http://www.forbes.com/companies/shanghai-fosun-pharmaceutical-group/,0.0459859780784043,0.152738602820597
Workday,29.346,2.142,-0.3212,4.947,1664,Information Technology,Software & Programming,North America,United States,California,California,Aneel Bhusri,http://www.forbes.com/companies/workday/,-0.0649282393369719,-0.149953314659197
Dexus,7.414,0.718,1.1845,10.799,1665,Financials,Real Estate,Australia,Australia,Australia,,Darren Steinberg,http://www.forbes.com/companies/dexus/,0.109686082044634,1.64972144846797
Garmin,11.177,3.159,0.5865,4.855,1666,Consumer Discretionary,Consumer Electronics,Europe,Switzerland,Switzerland,,Clifton Pemble,http://www.forbes.com/companies/garmin/,0.120803295571576,0.185660018993352
Moscow Exchange,4.541,0.675,0.3474,52.592,1667,Financials,Investment Services,Asia,Russia,Russia,,Alexander Afanasiev,http://www.forbes.com/companies/moscow-exchange/,0.00660556738667478,0.514666666666667
Rexel,4.735,15.385,0.1208,12.203,1668,Information Technology,Electronics,Europe,France,France,,Patrick Berard,http://www.forbes.com/companies/rexel/,0.00989920511349668,0.00785180370490738
People's United Bank,6.476,1.718,0.3738,44.1,1669,Financials,Thrifts & Mortgage Finance,North America,United States,Connecticut,Connecticut,John Barnes,http://www.forbes.com/companies/peoples-united-bank/,0.00847619047619048,0.217578579743888
American Equity Investment,2.591,2.267,0.2617,61.301,1670,Financials,Life & Health Insurance,North America,United States,Iowa,Iowa,John Matovina,http://www.forbes.com/companies/american-equity-investment/,0.00426909838338689,0.115438906043229
Sany Heavy Industry,10.301,6.161,0.4295,10.143,1671,Industrials,Heavy Equipment,Asia,China,China,,Wen Liang,http://www.forbes.com/companies/sany-heavy-industry/,0.0423444740214927,0.0697127089758156
Luzhou Lao Jiao,15.007,1.455,0.4484,3.202,1672,Consumer Staples,Beverages,Asia,China,China,,Feng Lin,http://www.forbes.com/companies/luzhou-lao-jiao/,0.140037476577139,0.308178694158076
Tractor Supply,8.624,7.375,0.4337,3.208,1672,Consumer Discretionary,Specialty Stores,North America,United States,Tennessee,Tennessee,Gregory Sandfort,http://www.forbes.com/companies/tractor-supply/,0.135193266832918,0.0588067796610169
Grupo De Inversiones Suramericana,7.779,3.955,0.4256,23.246,1674,Financials,Investment Services,South America,Colombia,Colombia,,David García,http://www.forbes.com/companies/grupo-de-inversiones-suramericana/,0.0183085261980556,0.107610619469027
Molina Healthcare,5.169,19.625,-0.482,9.133,1674,Health Care,Managed Health Care,North America,United States,California,California,Joe Zubretsky,http://www.forbes.com/companies/molina-healthcare/,-0.0527756487463046,-0.0245605095541401
Aozora Bank,4.746,1.208,0.3729,43.647,1676,Financials,Regional Banks,Asia,Japan,Japan,,Shinsuke Baba,http://www.forbes.com/companies/aozora-bank/,0.00854354251151282,0.308692052980132
Cattolica Assicurazioni,1.7,5.905,0.0464,30.309,1677,Financials,Diversified Insurance,Europe,Italy,Italy,,Alberto PhD,http://www.forbes.com/companies/cattolica-assicurazioni/,0.00153089841301264,0.00785774767146486
Fluor,6.544,19.509,0.1131,9.425,1677,Industrials,Construction Services,North America,United States,Texas,Texas,David Seaton,http://www.forbes.com/companies/fluor/,0.012,0.00579732431185607
Pinnacle West,8.744,3.582,0.4684,17.148,1679,Utilities,Electric Utilities,North America,United States,Arizona,Arizona,Donald Brandt,http://www.forbes.com/companies/pinnacle-west/,0.0273151387916958,0.130764935790061
Vornado Realty,13.308,2.216,0.1704,16.864,1680,Financials,Real Estate,North America,United States,New York,New York,Steven Roth,http://www.forbes.com/companies/vornado-realty/,0.0101043643263757,0.0768953068592058
CIT Group,6.818,3.235,0.2794,51.542,1681,Financials,Consumer Financial Services,North America,United States,New York,New York,Ellen Alemany,http://www.forbes.com/companies/cit-group/,0.00542082185402196,0.0863678516228748
Crown Resorts,6.956,2.543,1.338,6.465,1681,Consumer Discretionary,Casinos & Gaming,Australia,Australia,Australia,,John Alexander,http://www.forbes.com/companies/crown-resorts/,0.206960556844548,0.526150216279984
Air Lease Corporation,4.564,1.512,0.7819,15.945,1683,Consumer Discretionary,Business & Personal Services,North America,United States,California,California,John Plueger,http://www.forbes.com/companies/air-lease-corporation/,0.0490373157729696,0.51712962962963
Tokyu Fudosan,4.788,7.815,0.3175,20.468,1683,Financials,Real Estate,Asia,Japan,Japan,,Yuji Okuma,http://www.forbes.com/companies/tokyu-fudosan/,0.0155120187609928,0.0406269993602047
Vipshop Holdings,8.667,10.816,0.289,5.833,1683,Consumer Discretionary,Internet & Catalog Retail,Asia,China,China,,Ya Shen,http://www.forbes.com/companies/vipshop-holdings/,0.0495456883250471,0.026719674556213
Live Nation Entertainment,8.881,10.407,-0.1024,9.118,1686,,Diversified Media,North America,United States,California,California,Michael Rapino,http://www.forbes.com/companies/live-nation-entertainment/,-0.0112305330116254,-0.00983953108484674
Catcher Technology,8.957,3.305,0.7807,7.405,1687,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Tien-Szu Hung,http://www.forbes.com/companies/catcher-technology/,0.105428764348413,0.236217851739788
Eisai,19.463,5.082,0.2591,9.305,1687,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Haruo Naito,http://www.forbes.com/companies/eisai/,0.0278452444922085,0.0509838646202283
American National Insurance,3.222,3.389,0.4726,26.464,1689,Financials,Diversified Insurance,North America,United States,Texas,Texas,Robert Moody,http://www.forbes.com/companies/american-national-insurance/,0.0178582224909311,0.139451165535556
Cybg,3.817,1.599,0.1938,58.001,1689,Financials,Regional Banks,Europe,United Kingdom,United Kingdom,,David Duffy,http://www.forbes.com/companies/cybg/,0.00334132170134998,0.121200750469043
Hubei Biocause Pharmaceutical,6.076,6.787,0.2346,23.667,1691,,,Asia,China,China,,Yunhua Xiao,http://www.forbes.com/companies/hubei-biocause-pharmaceutical/,0.00991253644314869,0.0345660822160012
Empire,5.232,18.681,0.0914,7.04,1692,Consumer Staples,Food Retail,North America,Canada,Canada,,Michael Medline,http://www.forbes.com/companies/empire/,0.0129829545454545,0.00489267169851721
Toho Bank,0.986,0.611,0.0662,56.673,1692,Financials,Regional Banks,Asia,Japan,Japan,,Seishi Kitamura,http://www.forbes.com/companies/toho-bank/,0.0011681047412348,0.108346972176759
Xinhu Zhongbao,5.973,2.616,0.5627,20.864,1692,Materials,Diversified Metals & Mining,Asia,China,China,,Jun Lin,http://www.forbes.com/companies/xinhu-zhongbao/,0.0269699003067485,0.215099388379205
Grupo Televisa,11.394,5.126,0.208,15.855,1695,Consumer Discretionary,Broadcasting & Cable,North America,Mexico,Mexico,,Alfonso Noriega,http://www.forbes.com/companies/grupo-televisa/,0.013118889940082,0.0405774483027702
Lundin Petroleum,10.632,2.177,0.5943,5.983,1695,,,Europe,Sweden,Sweden,,Bernardo Martínez,http://www.forbes.com/companies/lundin-petroleum/,0.0993314390773859,0.272990353697749
Nippon Steel Trading,1.911,18.608,0.196,7.336,1697,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Ichiro Miyasaka,http://www.forbes.com/companies/nippon-steel-trading/,0.0267175572519084,0.0105331040412726
Daishi Bank,1.535,0.667,0.1243,56.019,1698,Financials,Regional Banks,Asia,Japan,Japan,,Fujio Namiki,http://www.forbes.com/companies/daishi-bank/,0.00221889001945768,0.186356821589205
Diamondback Energy,12.21,1.45,0.5088,8.225,1698,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Travis Stice,http://www.forbes.com/companies/diamondback-energy/,0.0618601823708207,0.350896551724138
Motherson Sumi Systems,10.61,8.023,0.2386,5.364,1698,Consumer Discretionary,Auto & Truck Parts,Asia,India,India,,Vivek Sehgal,http://www.forbes.com/companies/motherson-sumi-systems/,0.0444817300521999,0.0297394989405459
Avnet,4.808,18.584,-0.1389,9.712,1701,Information Technology,Electronics,North America,United States,Arizona,Arizona,Bill Amelio,http://www.forbes.com/companies/avnet/,-0.0143018945634267,-0.0074741713301765
Huaneng Lancang River Hydropower,9.491,1.857,0.324,25.077,1701,Utilities,Electric Utilities,Asia,China,China,,,http://www.forbes.com/companies/huaneng-lancang-river-hydropower/,0.01292020576624,0.174474959612278
Xinyu Iron & Steel,2.99,7.859,0.5596,5.24,1703,Industrials,Electrical Equipment,Asia,China,China,,Cai Guan,http://www.forbes.com/companies/xinyu-iron-steel/,0.106793893129771,0.0712049879119481
Nomura Research Institute,12.477,4.254,0.4976,6.137,1704,Information Technology,Computer Services,Asia,Japan,Japan,,Tadashi Shimamoto,http://www.forbes.com/companies/nomura-research/,0.0810819618706208,0.116972261401034
Virgin Money Holdings,2.086,1.326,0.2474,55.609,1704,Financials,Regional Banks,Europe,United Kingdom,United Kingdom,,Jayne-Anne Gadhia,http://www.forbes.com/companies/virgin-money-holdings/,0.00444892013882645,0.18657616892911
Alliant Energy,9.644,3.445,0.488,14.242,1706,Utilities,Electric Utilities,North America,United States,Wisconsin,Wisconsin,Patricia Kampling,http://www.forbes.com/companies/alliant-energy/,0.0342648504423536,0.141654571843251
Juroku Bank,0.975,0.941,0.0622,55.152,1707,Financials,Regional Banks,Asia,Japan,Japan,,Yukio Murase,http://www.forbes.com/companies/juroku-bank/,0.00112779228314476,0.0660998937300744
Banco de Chile,6.461,3.93,0.1326,55.079,1708,Financials,Regional Banks,South America,Chile,Chile,,Arturo Quiroz,http://www.forbes.com/companies/banco-de-chile/,0.00240745111567022,0.0337404580152672
Makita,12.46,4.306,0.494,6.122,1709,Consumer Staples,Household/Personal Care,Asia,Japan,Japan,,Masahiko Goto,http://www.forbes.com/companies/makita/,0.0806925841228357,0.114723641430562
BayWa,1.187,18.109,0.0444,7.791,1710,Consumer Discretionary,Specialty Stores,Europe,Germany,Germany,,Klaus Lutz,http://www.forbes.com/companies/baywa/,0.00569888332691567,0.00245181953724667
Signature Bank,7.012,1.566,0.2878,44.436,1710,Financials,Regional Banks,North America,United States,New York,New York,Joseph DePaolo,http://www.forbes.com/companies/signature-bank/,0.00647673057880997,0.183780332056194
Old Dominion Freight Line,12.091,3.529,0.5073,3.144,1712,Industrials,Trucking,North America,United States,North Carolina,North Carolina,Greg Gantt,http://www.forbes.com/companies/old-dominion-freight-line/,0.161354961832061,0.143751771039955
SYNNEX,4.412,18.077,0.2614,7.458,1712,Information Technology,Computer Services,North America,United States,California,California,Dennis Polk,http://www.forbes.com/companies/synnex/,0.0350496111558058,0.0144603639984511
Commercial Bank For Investment & Development Of Vietnam,5.105,4.243,0.3105,53.791,1714,Financials,Regional Banks,Asia,Vietnam,Vietnam,,Tu Phan,http://www.forbes.com/companies/commercial-bank-for-investment-development-of-vietnam/,0.00577234109795319,0.0731793542304973
SQM,15.09,2.169,0.4274,4.425,1715,Materials,Diversified Chemicals,South America,Chile,Chile,,Patricio Contesse Gonzalez,http://www.forbes.com/companies/sqm/,0.0965875706214689,0.197049331489166
SinoPac Financial,3.973,1.557,0.2986,53.738,1715,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Shih Chu,http://www.forbes.com/companies/sinopac-financial/,0.00555658937809371,0.191779062299294
WPG Holdings,2.545,17.906,0.2452,6.207,1717,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Fu Yeh,http://www.forbes.com/companies/wpg-holdings/,0.0395037860480103,0.0136937339439294
Oi,0.885,7.452,-1.994,20.692,1718,Telecommunication Services,Telecommunications services,South America,Brazil,Brazil,,Eurico Teles Neto,http://www.forbes.com/companies/oi/,-0.0963657452155422,-0.267579173376275
Vietin Bank,4.808,3.411,0.3445,48.843,1719,Financials,Regional Banks,Asia,Vietnam,Vietnam,,Tho Le,http://www.forbes.com/companies/vietin-bank/,0.00705321130970661,0.100996775139255
Atmos Energy,9.801,3.1,0.5992,11.356,1720,Utilities,Natural Gas Utilities,North America,United States,Texas,Texas,Michael Haefner,http://www.forbes.com/companies/atmos-energy/,0.052765058119056,0.193290322580645
Grupo Bolivar,1.47,4.703,0.3591,36.65,1720,Consumer Discretionary,Business & Personal Services,South America,Colombia,Colombia,,José Cortés,http://www.forbes.com/companies/grupo-bolivar/,0.00979809004092769,0.0763555177546247
Taiwan Business Bank,1.907,1.01,0.1657,53.232,1722,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Rueen-Fong Chu,http://www.forbes.com/companies/taiwan-business-bank/,0.00311278929966937,0.164059405940594
Realty Income,15.07,1.248,0.3131,14.474,1723,Financials,Real Estate,North America,United States,California,California,John Case,http://www.forbes.com/companies/realty-income/,0.0216318916678182,0.25088141025641
BCV Group,6.853,1.17,0.3253,46.603,1724,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Pascal Kiener,http://www.forbes.com/companies/bcv-group/,0.00698023732377744,0.278034188034188
DGB Financial Group,1.787,2.567,0.2673,52.995,1725,Financials,Regional Banks,Asia,South Korea,South Korea,,In-Gyoo Park,http://www.forbes.com/companies/dgb-financial-group/,0.00504387206340221,0.104129333852746
Rentokil Initial,8.034,3.107,0.8793,4.204,1726,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,United Kingdom,,Doug Flynn,http://www.forbes.com/companies/rentokil-initial/,0.209157944814462,0.283006115223688
Performance Food Group,3.623,17.454,0.1747,3.965,1727,Consumer Staples,Food Retail,North America,United States,Virginia,Virginia,George Holm,http://www.forbes.com/companies/performance-food-group/,0.0440605296343001,0.010009166953134
Shiga Bank,1.34,0.759,0.117,52.212,1727,Financials,Regional Banks,Asia,Japan,Japan,,Yoshio Daido,http://www.forbes.com/companies/shiga-bank/,0.00224086416915652,0.154150197628458
Twitter,24.65,2.56,0.0145,7.539,1729,,,North America,United States,California,California,Dick Costolo,http://www.forbes.com/companies/twitter/,0.00192333200689747,0.0056640625
Agilent Technologies,22.396,4.616,0.196,8.698,1730,Information Technology,Electronics,North America,United States,California,California,Michael McMullen,http://www.forbes.com/companies/agilent-technologies/,0.0225339158427225,0.0424610051993068
CBOE Holdings,12.016,2.651,0.4989,5.328,1731,,,North America,United States,Illinois,Illinois,Edward Tilly,http://www.forbes.com/companies/cboe-holdings/,0.0936373873873874,0.188193134666164
Ogaki Kyoritsu Bank,1.079,0.718,0.067,51.881,1731,Financials,Regional Banks,Asia,Japan,Japan,,Takashi Tsuchiya,http://www.forbes.com/companies/ogaki-kyoritsu-bank/,0.00129141689635898,0.0933147632311978
Saipem,4.045,10.15,-0.37,15.118,1733,Energy,Oil & Gas Operations,Europe,Italy,Italy,,Stefano Cao,http://www.forbes.com/companies/saipem/,-0.0244741367905808,-0.0364532019704433
China Aviation Oil,1.05,17.049,0.0869,2.024,1734,Industrials,Trading Companies,Asia,Singapore,Singapore,,Fan Meng,http://www.forbes.com/companies/china-aviation-oil/,0.0429347826086957,0.00509707314211977
Nanto Bank,0.878,0.655,0.12,51.782,1735,Financials,Regional Banks,Asia,Japan,Japan,,Yasuo Ueno,http://www.forbes.com/companies/nanto-bank/,0.00231740759337221,0.183206106870229
Central Bank of India,2.743,4.123,-0.3667,51.635,1736,Financials,Regional Banks,Asia,India,India,,Rajeev Rishi,http://www.forbes.com/companies/central-bank-of-india/,-0.00710177205383945,-0.0889400921658986
Hellenic Petroleum,2.919,9.022,0.4794,8.598,1736,Energy,Oil & Gas Operations,Europe,Greece,Greece,,Efsthathios Tsotsoros,http://www.forbes.com/companies/hellenic-petroleum/,0.0557571528262387,0.0531367767679007
Toyota Boshoku,3.842,12.627,0.3858,7.001,1736,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Shuhei Toyoda,http://www.forbes.com/companies/toyota-boshoku/,0.0551064133695186,0.0305535756711808
Whitbread,10.519,4.32,0.5743,6.778,1736,Consumer Discretionary,Restaurants,Europe,United Kingdom,United Kingdom,,Alison Brittain,http://www.forbes.com/companies/whitbread/,0.0847300088521688,0.132939814814815
Delek Group,1.811,1.498,0.3586,41.574,1740,Financials,Investment Services,Asia,Israel,Israel,,Joseph Bartfeld,http://www.forbes.com/companies/delek-group/,0.00862558329725309,0.239385847797063
Hyosung,4.278,11.497,0.2101,13.577,1740,Materials,Diversified Metals & Mining,Asia,South Korea,South Korea,,Hyun-Joon Cho,http://www.forbes.com/companies/hyosung/,0.0154746998600575,0.0182743324345481
Union National Bank,2.734,1.47,0.4266,29.274,1740,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Gyu-Young Kim,http://www.forbes.com/companies/union-national-bank/,0.0145726583316253,0.290204081632653
Fangda Carbon New Material,8.199,1.655,0.821,2.511,1743,Materials,Construction Materials,Asia,China,China,,Xi Dang,http://www.forbes.com/companies/fangda-carbon-new-material/,0.326961369972123,0.49607250755287
Berkeley Group Holdings,7.636,3.717,0.9779,6.096,1744,Industrials,Construction Services,Europe,United Kingdom,United Kingdom,,Robert Perrins,http://www.forbes.com/companies/berkeley-group-holdings/,0.160416666666667,0.263088512241055
Orient,2.512,2.027,0.2528,51.484,1745,Financials,Consumer Financial Services,Asia,Japan,Japan,,Masayuki Saito,http://www.forbes.com/companies/orient/,0.00491026338279854,0.124716329551061
KWG Property Holding,4.462,1.696,0.5373,20.723,1746,Financials,Consumer Financial Services,Asia,Hong Kong,Hong Kong,,Jian Kong,http://www.forbes.com/companies/kwg-property-holding/,0.0259277131689427,0.316804245283019
Sears Holdings,0.369,16.702,-0.383,7.554,1747,Consumer Discretionary,Discount Stores,North America,United States,Illinois,Illinois,Edward Lampert,http://www.forbes.com/companies/sears-holdings/,-0.0507016150383903,-0.0229313854628188
Aareal Bank,3.011,1.146,0.2244,50.979,1748,Financials,Thrifts & Mortgage Finance,Europe,Germany,Germany,,Hermann Merkens,http://www.forbes.com/companies/aareal-bank/,0.00440181251103396,0.195811518324607
Affiliated Managers Group,8.949,2.434,0.7201,8.584,1748,Financials,Investment Services,North America,United States,Florida,Florida,Sean Healey,http://www.forbes.com/companies/affiliated-managers-group/,0.0838886300093197,0.295850451930978
Hyakugo Bank,1.183,0.773,0.1065,50.866,1750,Financials,Regional Banks,Asia,Japan,Japan,,Tsuyoshi Ueda,http://www.forbes.com/companies/hyakugo-bank/,0.00209373648409547,0.13777490297542
Metropolitan Bank & Trust,6.556,2.096,0.3647,39.59,1750,Financials,Regional Banks,Asia,Philippines,Philippines,,Arthur Ty,http://www.forbes.com/companies/metropolitan-bank-trust/,0.00921192220257641,0.173998091603053
TP ICAP,3.351,2.286,0.112,50.556,1752,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,John Phizackerley,http://www.forbes.com/companies/tp-icap/,0.00221536513964712,0.0489938757655293
China Oriental Group,2.675,6.123,0.7194,3.748,1753,,,Asia,Hong Kong,Hong Kong,,Jing Han,http://www.forbes.com/companies/china-oriental-group/,0.191942369263607,0.117491425771681
First Pacific,2.223,7.297,0.1206,20.454,1754,Financials,Investment Services,Asia,Hong Kong,Hong Kong,,Manuel Pangilinan,http://www.forbes.com/companies/first-pacific/,0.00589615723085949,0.0165273400027409
Hengan International Group,10.642,2.936,0.5618,5.973,1755,Consumer Staples,Household/Personal Care,Asia,China,China,,Man Sze,http://www.forbes.com/companies/hengan-international-group/,0.0940565879792399,0.191348773841962
Banca Popolare di Sondrio,2.099,1.348,0.1796,49.983,1756,Financials,Regional Banks,Europe,Italy,Italy,,Mario Pedranzini,http://www.forbes.com/companies/banca-popolare-di-sondrio/,0.00359322169537643,0.133234421364985
Bandai Namco Holdings,8.379,6.12,0.4882,5.082,1756,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Takeo Takasu,http://www.forbes.com/companies/bandai-namco-holdings/,0.096064541519087,0.0797712418300654
Credito Emiliano,2.879,2.119,0.2104,49.935,1758,Financials,Regional Banks,Europe,Italy,Italy,,Angelo Campani,http://www.forbes.com/companies/credito-emiliano/,0.00421347752077701,0.0992921189240208
Ingredion,8.074,5.847,0.535,5.975,1759,Consumer Staples,Food Processing,North America,United States,Illinois,Illinois,James P. Zallie,http://www.forbes.com/companies/ingredion/,0.0895397489539749,0.0914999144860612
Hanwa,1.884,16.161,0.1566,8.105,1760,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Shuji Kita,http://www.forbes.com/companies/hanwa/,0.0193214065391733,0.00968999443103768
Essex Property Trust,16.012,1.392,0.345,12.643,1761,Financials,Real Estate,North America,United States,California,California,Michael Schall,http://www.forbes.com/companies/essex-property-trust/,0.0272878272561892,0.247844827586207
AmTrust Financial Services,2.615,6.065,0.2903,25.701,1762,Financials,Property & Casualty Insurance,North America,United States,New York,New York,Barry Zyskind,http://www.forbes.com/companies/amtrust-financial-services/,0.0112952803392864,0.0478647980214345
Brilliance China Automotive Holdings,9.397,0.784,0.647,5.813,1762,Consumer Discretionary,Auto & Truck Parts,Asia,Hong Kong,Hong Kong,,Yu Qi,http://www.forbes.com/companies/brilliance-china-automotive-holdings/,0.111302253569585,0.825255102040816
Bio-Rad Laboratories,8.494,2.212,0.7591,6.215,1764,Health Care,Medical Equipment & Supplies,North America,United States,California,California,Norman Schwartz,http://www.forbes.com/companies/bio-rad-laboratories/,0.122139983909895,0.343173598553345
Core-Mark Holding,0.88,15.989,0.0301,1.67,1764,Industrials,Trading Companies,North America,United States,California,California,Thomas Perkins,http://www.forbes.com/companies/core-mark-holding/,0.0180239520958084,0.00188254424917131
San-In Godo Bank,1.51,0.808,0.1124,49.341,1764,Financials,Regional Banks,Asia,Japan,Japan,,Ichiro Kubota,http://www.forbes.com/companies/san-in-godo-bank/,0.00227802436107902,0.139108910891089
Align Technology,22.962,1.6,0.2579,1.783,1767,Health Care,Medical Equipment & Supplies,North America,United States,California,California,Joseph Hogan,http://www.forbes.com/companies/align-technology/,0.144643858665171,0.1611875
Extra Space Storage,12.008,1.122,0.4841,7.471,1767,Financials,Real Estate,North America,United States,Utah,Utah,Joseph Margolis,http://www.forbes.com/companies/extra-space-storage/,0.0647972159014857,0.431461675579323
